CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Month_with_bank,No_of_product,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio
715588908,Existing Customer,42,F,4,Graduate,Single,Less than 40,Blue,32,3,2,6158.0,0,3132,66,0.0
772674933,Existing Customer,51,M,1,Uneducated,Married,80 - 120,Blue,41,5,3,5638.0,808,2036,50,0.143
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than 40,Blue,40,5,2,2178.0,1144,1724,47,0.525
769732233,Existing Customer,40,M,5,Graduate,Married,80 - 120,Blue,34,6,2,11942.0,1651,1085,29,0.138
713030958,Existing Customer,57,F,2,College,Married,Less than 40,Blue,44,6,3,3914.0,0,1964,54,0.0
711320508,Existing Customer,57,M,4,Graduate,Married,80 - 120,Blue,49,4,2,3038.0,1410,1762,34,0.464
795795408,Existing Customer,53,M,2,Uneducated,Married,40 - 60,Blue,47,3,1,5579.0,1423,1514,47,0.255
717904383,Existing Customer,40,M,2,Graduate,Married,80 - 120,Blue,31,5,1,18693.0,2052,1516,44,0.11
714115533,Existing Customer,28,M,0,Graduate,Married,Less than 40,Blue,18,5,1,2943.0,1789,2591,55,0.608
712475733,Existing Customer,38,F,3,High School,Married,Less than 40,Blue,28,4,2,2435.0,1888,1847,39,0.775
718996758,Existing Customer,37,F,2,Graduate,Married,Less than 40,Blue,30,5,2,2077.0,1392,1629,36,0.67
718301508,Existing Customer,41,M,2,High School,Married,60 - 80,Blue,30,6,3,9428.0,1765,1457,43,0.187
714831033,Existing Customer,54,M,5,Graduate,Married,80 - 120,Blue,47,4,1,6065.0,1728,1114,27,0.285
721265883,Existing Customer,26,M,1,Graduate,Single,Less than 40,Blue,13,3,3,2174.0,1514,2510,44,0.696
773448558,Existing Customer,46,M,3,Graduate,Divorced,80 - 120,Blue,40,6,3,3673.0,2292,1257,34,0.624
712003083,Existing Customer,55,M,1,Graduate,Married,80 - 120,Blue,36,3,2,34516.0,2102,1612,33,0.061
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than 40,Blue,43,3,1,3368.0,844,2022,59,0.251
717412608,Attrited Customer,38,F,2,High School,Married,40 - 60,Blue,28,3,2,7225.0,0,738,16,0.0
719412258,Existing Customer,39,F,3,Graduate,Single,Less than 40,Blue,30,5,3,5202.0,815,1558,48,0.157
717683583,Existing Customer,39,M,3,High School,Single,60 - 80,Blue,36,4,2,6929.0,1691,1388,27,0.244
820584408,Existing Customer,49,F,3,Graduate,Single,Less than 40,Blue,44,3,3,4364.0,1507,1392,38,0.345
719392833,Existing Customer,45,F,3,Graduate,Married,Less than 40,Blue,38,3,3,2400.0,1613,1311,34,0.672
718595583,Existing Customer,55,M,3,Graduate,Married,80 - 120,Blue,36,3,2,25878.0,1733,1777,54,0.067
778508883,Existing Customer,44,M,5,Graduate,Married,120 +,Blue,24,4,1,11876.0,1926,1367,33,0.162
711999783,Existing Customer,41,M,3,Uneducated,Married,80 - 120,Blue,31,4,2,4740.0,1348,1406,23,0.284
712120608,Attrited Customer,35,M,3,College,Married,80 - 120,Blue,27,3,2,3575.0,1884,861,15,0.527
720848733,Existing Customer,38,M,1,High School,Married,80 - 120,Blue,24,4,3,13363.0,1230,1815,33,0.092
826723308,Existing Customer,58,M,3,College,Married,120 +,Blue,54,5,1,3452.0,2088,1008,21,0.605
801369258,Existing Customer,47,F,5,Post-Graduate,Married,40 - 60,Blue,41,6,2,4466.0,777,1757,59,0.174
709584483,Existing Customer,33,F,3,Graduate,Married,Less than 40,Blue,25,4,1,3030.0,2517,1805,44,0.831
715708308,Existing Customer,54,F,3,Doctorate,Married,40 - 60,Blue,39,3,1,2112.0,1594,1338,29,0.755
779707308,Existing Customer,35,F,1,Graduate,Married,Less than 40,Blue,18,5,1,7583.0,1619,2229,53,0.214
711688158,Existing Customer,47,M,5,Graduate,Single,120 +,Blue,27,5,3,11760.0,2306,1498,49,0.196
711848658,Existing Customer,35,M,3,College,Married,60 - 80,Blue,17,3,3,2259.0,1776,1790,31,0.786
715855083,Existing Customer,48,M,4,High School,Married,80 - 120,Blue,36,6,2,19762.0,507,2793,67,0.026
778971408,Existing Customer,36,M,4,Doctorate,Married,60 - 80,Blue,17,5,2,2803.0,1848,1968,64,0.659
711648708,Existing Customer,44,M,3,Graduate,Married,80 - 120,Blue,36,3,3,25666.0,756,4088,84,0.029
713149683,Existing Customer,44,F,3,College,Single,Less than 40,Blue,24,5,1,9297.0,1668,1264,31,0.179
771903033,Existing Customer,36,F,1,Graduate,Married,Less than 40,Blue,25,5,1,2999.0,1247,2017,40,0.416
737925558,Existing Customer,64,M,0,Doctorate,Married,40 - 60,Blue,56,3,2,4234.0,1893,1439,42,0.447
803347908,Existing Customer,34,F,1,Graduate,Single,Less than 40,Gold,28,4,3,15987.0,0,2327,65,0.0
817285758,Existing Customer,49,M,4,Graduate,Single,80 - 120,Blue,33,5,5,16435.0,0,1721,56,0.0
711480108,Existing Customer,37,M,4,High School,Married,60 - 80,Blue,24,3,1,5335.0,2145,1888,43,0.402
709662708,Existing Customer,65,M,1,High School,Married,40 - 60,Blue,53,3,3,3506.0,1604,1953,61,0.458
709224858,Existing Customer,53,M,2,Post-Graduate,Married,80 - 120,Blue,36,5,1,3610.0,1629,1652,40,0.451
821771508,Existing Customer,32,M,0,High School,Married,40 - 60,Blue,28,5,1,3172.0,2055,1939,36,0.648
710522433,Existing Customer,65,M,0,Graduate,Married,Less than 40,Blue,46,3,2,2416.0,1499,2372,53,0.62
779046408,Existing Customer,60,M,0,Graduate,Married,40 - 60,Blue,41,3,2,2458.0,1880,1238,30,0.765
708595158,Existing Customer,27,F,0,Graduate,Single,Less than 40,Blue,36,6,1,1677.0,1598,2389,43,0.953
757266933,Existing Customer,52,M,2,Post-Graduate,Married,60 - 80,Blue,45,4,1,11819.0,929,2431,46,0.079
719904333,Existing Customer,29,M,0,Graduate,Married,40 - 60,Blue,36,3,3,1459.0,590,2229,52,0.404
718264233,Existing Customer,29,M,0,High School,Married,40 - 60,Blue,13,4,1,1458.0,671,2449,56,0.46
784798683,Existing Customer,38,M,2,High School,Married,40 - 60,Blue,32,3,2,1438.3,0,1999,39,0.0
710899833,Attrited Customer,36,M,2,Graduate,Married,40 - 60,Blue,18,3,1,7758.0,1408,569,23,0.181
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than 40,Silver,30,4,2,10836.0,1932,1293,31,0.178
713610033,Existing Customer,47,M,3,Post-Graduate,Single,60 - 80,Blue,36,5,3,5062.0,1996,1314,40,0.394
713086908,Existing Customer,26,M,0,High School,Single,40 - 60,Blue,36,5,2,2212.0,1670,2520,51,0.755
710032608,Existing Customer,52,F,1,Graduate,Single,Less than 40,Blue,32,3,1,5927.0,2320,1558,46,0.391
719776608,Existing Customer,50,M,2,Graduate,Married,80 - 120,Blue,37,3,1,3126.0,0,1388,41,0.0
709220583,Existing Customer,34,M,3,Graduate,Divorced,80 - 120,Blue,21,6,4,4670.0,0,2256,56,0.0
740852733,Existing Customer,49,M,3,High School,Married,80 - 120,Blue,42,4,1,10155.0,1805,1685,49,0.178
709528308,Existing Customer,53,M,4,High School,Married,80 - 120,Blue,46,4,2,15242.0,1170,1876,57,0.077
715127208,Existing Customer,48,M,3,Doctorate,Divorced,120 +,Blue,36,4,3,34516.0,2517,1699,48,0.073
817144458,Existing Customer,32,F,2,Graduate,Single,Less than 40,Blue,17,5,1,1438.3,1228,2580,67,0.854
710628783,Existing Customer,38,M,4,High School,Single,80 - 120,Gold,36,6,1,34516.0,1140,1445,45,0.033
772145658,Existing Customer,43,M,4,Uneducated,Single,80 - 120,Blue,32,4,1,16043.0,2036,1394,28,0.127
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than 40,Blue,44,6,3,3181.0,2517,818,16,0.791
789198708,Existing Customer,58,M,3,Graduate,Married,120 +,Blue,47,3,1,27088.0,0,1135,24,0.0
720953658,Existing Customer,59,F,0,Graduate,Married,Less than 40,Blue,36,5,3,5688.0,914,1824,53,0.161
771330558,Existing Customer,51,M,4,High School,Married,60 - 80,Blue,38,5,2,10462.0,1824,1267,31,0.174
714078558,Attrited Customer,62,F,1,High School,Married,40 - 60,Blue,53,2,1,5249.0,0,1315,31,0.0
788826408,Existing Customer,33,M,1,Uneducated,Married,120 +,Blue,16,6,1,10705.0,1352,2434,58,0.126
790128033,Existing Customer,54,M,3,High School,Single,80 - 120,Blue,47,3,1,16494.0,1348,1302,36,0.082
718082208,Existing Customer,37,F,1,Graduate,Married,40 - 60,Blue,30,5,3,6469.0,2351,1717,50,0.363
711711483,Existing Customer,61,M,0,High School,Married,80 - 120,Blue,50,4,1,2800.0,2448,1433,40,0.874
709426608,Existing Customer,56,M,1,Doctorate,Married,60 - 80,Blue,46,5,2,5248.0,1816,2305,45,0.346
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than 40,Blue,46,5,3,5881.0,2005,1931,56,0.341
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than 40,Blue,36,6,3,1467.0,896,1731,54,0.611
715937133,Existing Customer,64,F,1,Uneducated,Married,40 - 60,Blue,52,6,2,4999.0,2299,1601,48,0.46
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than 40,Blue,27,6,3,8638.0,0,1295,29,0.0
715443708,Existing Customer,53,M,1,Uneducated,Married,120 +,Blue,45,5,1,9343.0,1286,1385,31,0.138
770769483,Existing Customer,35,M,2,Post-Graduate,Married,40 - 60,Blue,21,3,1,2256.0,775,1749,33,0.344
789326808,Existing Customer,26,M,0,College,Single,60 - 80,Blue,15,5,1,8267.0,1720,1917,37,0.208
712105533,Existing Customer,32,M,2,High School,Single,40 - 60,Blue,20,6,3,2235.0,1638,2905,56,0.733
720674133,Existing Customer,36,M,1,Uneducated,Married,40 - 60,Blue,16,5,3,3735.0,2027,1672,48,0.543
779216358,Attrited Customer,48,M,2,College,Married,80 - 120,Blue,38,2,2,2111.0,0,773,17,0.0
710279508,Existing Customer,52,M,2,Graduate,Married,80 - 120,Blue,42,5,3,21782.0,1006,1537,35,0.046
712168833,Existing Customer,52,F,1,High School,Married,Less than 40,Blue,36,6,3,2133.0,1469,1426,37,0.689
780581508,Existing Customer,58,F,1,Doctorate,Single,40 - 60,Silver,47,5,2,16677.0,1590,1410,37,0.095
711957708,Existing Customer,38,F,2,Graduate,Married,Less than 40,Blue,36,6,3,2717.0,1591,2064,33,0.586
778782858,Existing Customer,60,M,1,Graduate,Single,Less than 40,Blue,48,5,3,3980.0,930,4449,82,0.234
709366458,Existing Customer,43,F,3,College,Married,Less than 40,Blue,36,3,2,2227.0,1394,1972,41,0.626
796990908,Existing Customer,35,M,3,Post-Graduate,Single,80 - 120,Silver,29,5,3,34516.0,1872,2227,61,0.054
715702758,Existing Customer,38,F,4,Graduate,Married,Less than 40,Blue,36,4,3,1860.0,0,1731,29,0.0
787438983,Existing Customer,43,M,3,College,Single,40 - 60,Blue,23,6,2,4559.0,1664,1652,37,0.365
713834358,Existing Customer,36,F,2,Post-Graduate,Married,Less than 40,Blue,25,5,3,4701.0,1492,1679,32,0.317
710084883,Existing Customer,34,M,2,College,Married,80 - 120,Blue,22,4,2,1631.0,0,2962,57,0.0
788915283,Existing Customer,43,F,2,College,Single,Less than 40,Blue,29,5,1,2304.0,1589,1273,36,0.69
714916758,Existing Customer,48,F,2,Uneducated,Married,40 - 60,Blue,36,3,3,5210.0,0,1309,45,0.0
789611283,Existing Customer,44,M,4,Graduate,Married,40 - 60,Blue,38,5,2,5452.0,2091,1347,30,0.384
773288958,Existing Customer,38,M,1,Graduate,Married,60 - 80,Blue,31,6,3,7475.0,1473,1592,30,0.197
811721133,Existing Customer,62,M,1,High School,Married,40 - 60,Blue,56,5,3,2359.0,1242,2021,50,0.526
798110358,Existing Customer,64,F,1,High School,Married,40 - 60,Blue,56,4,2,1438.3,0,1417,35,0.0
826478958,Existing Customer,52,M,1,College,Married,80 - 120,Blue,48,4,3,2066.0,1601,1578,41,0.775
719127558,Existing Customer,43,M,2,High School,Divorced,80 - 120,Blue,31,6,2,34516.0,1075,3015,65,0.031
712454958,Existing Customer,40,M,5,Graduate,Single,60 - 80,Blue,27,6,1,2742.0,1416,1539,38,0.516
718561458,Existing Customer,54,M,1,High School,Married,60 - 80,Blue,36,4,1,20050.0,1225,1306,26,0.061
822984108,Existing Customer,34,F,4,High School,Single,Less than 40,Blue,30,4,1,3046.0,2279,2330,69,0.748
719469333,Existing Customer,33,F,1,High School,Single,Less than 40,Blue,25,6,3,6193.0,695,2456,69,0.112
720871383,Existing Customer,36,M,2,Graduate,Married,80 - 120,Blue,28,5,3,5634.0,1996,2366,49,0.354
788827308,Existing Customer,65,M,1,Graduate,Married,Less than 40,Blue,50,6,2,4507.0,1574,1793,38,0.349
710180958,Existing Customer,43,M,3,High School,Single,40 - 60,Blue,33,5,2,3040.0,2517,1598,31,0.828
778346283,Existing Customer,53,M,0,Graduate,Married,120 +,Blue,33,4,3,21006.0,1905,1856,57,0.091
787547208,Existing Customer,48,F,3,College,Single,Less than 40,Blue,38,3,3,7326.0,1710,1852,62,0.233
714983283,Attrited Customer,39,F,3,High School,Single,Less than 40,Blue,36,6,1,3651.0,0,862,19,0.0
767653233,Existing Customer,48,M,3,Graduate,Married,60 - 80,Blue,42,6,1,6085.0,930,3154,59,0.153
719461008,Existing Customer,51,M,2,High School,Married,60 - 80,Blue,38,5,3,22332.0,1748,1318,28,0.078
775198608,Existing Customer,38,F,2,Graduate,Married,Less than 40,Blue,32,5,3,4429.0,0,1970,40,0.0
717567333,Existing Customer,35,M,3,Graduate,Married,60 - 80,Blue,26,6,3,3991.0,1982,1661,35,0.497
772794108,Existing Customer,46,F,3,Doctorate,Single,Less than 40,Blue,36,5,1,2201.0,651,3165,65,0.296
712072908,Existing Customer,48,M,4,College,Single,80 - 120,Blue,36,4,3,2852.0,736,1382,40,0.258
709328733,Existing Customer,49,F,2,Uneducated,Married,Less than 40,Blue,37,6,3,9723.0,2459,1258,24,0.253
788107683,Existing Customer,35,M,4,High School,Married,40 - 60,Blue,27,6,2,5325.0,1318,1814,43,0.248
712440483,Existing Customer,54,F,2,Uneducated,Married,Less than 40,Blue,44,3,1,5413.0,1836,1164,43,0.339
778399008,Existing Customer,50,M,0,High School,Married,80 - 120,Blue,30,3,4,4252.0,0,1598,45,0.0
811534983,Existing Customer,54,F,3,Graduate,Married,Less than 40,Blue,49,5,2,2031.0,1069,1943,47,0.526
718726833,Existing Customer,39,M,1,High School,Married,80 - 120,Blue,28,4,2,3327.0,0,1665,36,0.0
719450508,Existing Customer,53,M,2,High School,Married,120 +,Blue,41,4,3,7272.0,2037,2333,56,0.28
711213108,Existing Customer,32,M,1,College,Divorced,80 - 120,Blue,36,5,3,34516.0,0,2305,60,0.0
708488208,Existing Customer,57,F,3,Uneducated,Married,Less than 40,Blue,47,5,3,2515.0,1922,2231,58,0.764
717206508,Existing Customer,65,F,0,High School,Married,Less than 40,Blue,36,3,2,2798.0,1806,1543,35,0.645
821836008,Existing Customer,57,M,2,Uneducated,Single,80 - 120,Blue,53,5,2,34516.0,2099,1233,26,0.061
807244983,Existing Customer,65,F,0,College,Married,Less than 40,Blue,56,6,1,1438.3,680,2283,55,0.473
821872758,Existing Customer,65,M,0,High School,Single,Less than 40,Silver,56,4,2,12609.0,2517,2121,49,0.2
809959683,Existing Customer,55,M,2,College,Married,80 - 120,Blue,50,4,2,19159.0,2108,1813,52,0.11
715079208,Existing Customer,54,M,1,College,Married,80 - 120,Blue,42,4,1,9642.0,2517,1401,35,0.261
767049258,Existing Customer,44,M,4,High School,Single,120 +,Blue,37,5,3,8396.0,1672,1475,35,0.199
709579383,Existing Customer,58,M,1,Uneducated,Married,80 - 120,Blue,50,5,3,6978.0,1148,1362,26,0.165
781923483,Existing Customer,53,F,1,College,Married,40 - 60,Blue,47,3,3,2459.0,1733,2309,62,0.705
718654533,Existing Customer,33,F,1,High School,Single,Less than 40,Silver,24,5,2,12956.0,0,2492,56,0.0
716169258,Existing Customer,47,F,5,Graduate,Married,Less than 40,Blue,39,3,3,7128.0,1560,1468,44,0.219
708212658,Existing Customer,38,F,3,Graduate,Married,Less than 40,Blue,18,6,3,2193.0,1260,1799,47,0.575
756013833,Existing Customer,57,M,3,Doctorate,Married,80 - 120,Blue,50,3,2,4522.0,1861,1806,38,0.412
719358333,Existing Customer,36,M,4,Uneducated,Married,40 - 60,Blue,28,3,1,2157.0,574,1663,33,0.266
713735508,Existing Customer,35,M,3,Uneducated,Married,80 - 120,Blue,25,3,1,11927.0,675,1986,36,0.057
814833408,Existing Customer,56,M,2,Doctorate,Married,60 - 80,Blue,51,3,3,6036.0,1409,1741,45,0.233
719182308,Existing Customer,38,F,2,High School,Single,Less than 40,Blue,27,6,1,2096.0,1567,1559,49,0.748
818497758,Existing Customer,54,F,3,Graduate,Married,Less than 40,Blue,49,4,1,1906.0,1271,1343,37,0.667
709991883,Attrited Customer,53,M,1,Graduate,Married,80 - 120,Blue,42,2,1,6214.0,1147,938,35,0.185
770901258,Existing Customer,30,F,1,Graduate,Married,Less than 40,Blue,17,3,1,1512.0,810,2558,44,0.536
711499158,Existing Customer,47,M,2,Uneducated,Married,80 - 120,Silver,38,4,3,34516.0,733,3018,60,0.021
720445533,Existing Customer,60,F,1,College,Married,Less than 40,Blue,53,4,3,3346.0,922,1276,21,0.276
809951133,Attrited Customer,54,M,3,College,Single,120 +,Blue,49,3,2,34516.0,0,2115,24,0.0
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than 40,Blue,28,5,2,6660.0,1362,2660,51,0.205
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Less than 40,Blue,20,5,2,2234.0,1865,2115,59,0.835
771816408,Existing Customer,44,F,4,Uneducated,Married,Less than 40,Blue,33,5,4,9671.0,704,2955,66,0.073
798158808,Existing Customer,53,F,1,College,Single,40 - 60,Blue,47,5,3,6605.0,1479,2017,47,0.224
787685658,Existing Customer,43,M,2,High School,Divorced,80 - 120,Blue,33,4,3,3083.0,1898,1448,30,0.616
720141408,Attrited Customer,49,F,2,Graduate,Single,Less than 40,Blue,31,5,1,5456.0,951,1096,27,0.174
708216108,Existing Customer,56,F,1,College,Married,40 - 60,Blue,44,5,1,4088.0,1557,2250,39,0.381
715074258,Existing Customer,26,F,0,Graduate,Single,40 - 60,Blue,36,5,3,3930.0,0,2067,42,0.0
771653583,Existing Customer,58,M,1,High School,Married,60 - 80,Blue,46,3,2,4188.0,1147,1276,25,0.274
720836808,Existing Customer,35,M,3,High School,Single,80 - 120,Blue,28,4,2,11521.0,1147,2260,68,0.1
818701383,Existing Customer,37,M,3,High School,Married,60 - 80,Blue,32,6,2,2253.0,1667,1641,45,0.74
778137108,Existing Customer,43,M,4,High School,Single,80 - 120,Blue,37,6,1,30503.0,2517,1860,47,0.083
720973833,Existing Customer,49,M,2,Graduate,Divorced,60 - 80,Blue,36,5,3,4596.0,0,2872,62,0.0
768490458,Attrited Customer,49,M,2,Uneducated,Married,80 - 120,Blue,43,1,3,5701.0,2517,961,32,0.442
751487358,Existing Customer,39,F,3,Graduate,Married,Less than 40,Blue,32,5,6,3221.0,0,1765,40,0.0
712742808,Existing Customer,41,F,3,Uneducated,Married,Less than 40,Blue,29,5,3,3022.0,1142,1184,21,0.378
712820208,Existing Customer,32,F,0,High School,Divorced,Less than 40,Blue,36,5,2,2699.0,1609,2141,56,0.596
794649858,Existing Customer,58,F,1,Uneducated,Married,Less than 40,Blue,39,3,3,2210.0,1624,1287,37,0.735
755262933,Existing Customer,56,M,2,Post-Graduate,Married,60 - 80,Blue,49,5,3,1438.3,0,1446,38,0.0
709541433,Existing Customer,37,M,2,Graduate,Married,Less than 40,Blue,36,3,3,2041.0,1687,1555,45,0.827
820622433,Existing Customer,39,M,1,High School,Married,120 +,Blue,34,4,2,3250.0,1698,2006,58,0.522
712586583,Existing Customer,26,F,0,Graduate,Single,40 - 60,Blue,13,6,3,1643.0,1101,2152,50,0.67
767269908,Existing Customer,36,M,2,College,Married,120 +,Blue,29,6,3,3158.0,0,2973,63,0.0
711310908,Existing Customer,53,F,4,College,Married,Less than 40,Blue,36,4,1,2972.0,2160,2552,62,0.727
788862333,Existing Customer,38,F,3,Uneducated,Married,Less than 40,Blue,23,6,2,5645.0,0,1527,32,0.0
713194608,Existing Customer,37,M,2,Graduate,Married,Less than 40,Blue,36,6,3,2463.0,1751,2171,58,0.711
793550958,Existing Customer,47,F,2,Graduate,Married,Less than 40,Blue,41,5,3,1438.3,0,1501,40,0.0
712607583,Existing Customer,56,M,1,College,Divorced,80 - 120,Blue,36,3,3,34516.0,1477,2395,50,0.043
713921058,Existing Customer,55,F,3,High School,Married,Less than 40,Blue,48,6,2,2897.0,1601,1337,25,0.553
709183683,Existing Customer,31,F,0,Uneducated,Single,Less than 40,Blue,36,4,2,5391.0,0,1971,56,0.0
715241583,Existing Customer,34,M,3,High School,Married,120 +,Blue,25,3,2,23959.0,2517,1870,45,0.105
710475408,Existing Customer,33,M,3,High School,Married,60 - 80,Blue,25,5,2,14918.0,2028,2171,35,0.136
708971583,Existing Customer,38,F,2,Uneducated,Single,Less than 40,Blue,29,3,3,3590.0,1924,1472,37,0.536
714547458,Existing Customer,65,M,0,Graduate,Married,40 - 60,Blue,56,3,3,2297.0,0,1941,51,0.0
827631483,Existing Customer,57,M,1,High School,Married,80 - 120,Blue,53,3,2,25058.0,1710,2053,55,0.068
711159108,Attrited Customer,58,F,0,High School,Married,Less than 40,Blue,36,3,2,7418.0,396,911,26,0.053
714703158,Existing Customer,39,F,2,High School,Married,Less than 40,Blue,36,6,2,1578.0,760,2017,43,0.482
710255208,Existing Customer,60,M,0,Uneducated,Married,Less than 40,Blue,49,4,2,2094.0,1560,1969,41,0.745
779236083,Existing Customer,37,F,3,High School,Married,Less than 40,Blue,19,5,1,4138.0,0,2420,50,0.0
715973583,Existing Customer,56,M,3,Uneducated,Married,120 +,Blue,36,6,3,34516.0,1047,1378,30,0.03
794113758,Existing Customer,60,M,0,High School,Married,60 - 80,Blue,54,6,1,9592.0,1968,1821,55,0.205
709452633,Existing Customer,56,F,4,High School,Single,Less than 40,Blue,36,3,1,8881.0,2145,2027,49,0.242
788210583,Existing Customer,62,M,0,College,Married,40 - 60,Blue,54,3,3,1438.3,0,1843,49,0.0
717784983,Existing Customer,41,F,2,Uneducated,Married,Less than 40,Blue,33,3,3,3893.0,1157,1536,39,0.297
768460908,Existing Customer,59,M,1,Graduate,Single,40 - 60,Blue,53,3,3,6035.0,1392,1551,32,0.231
714697533,Existing Customer,26,M,1,High School,Single,60 - 80,Blue,15,6,3,4327.0,0,2344,48,0.0
713206683,Attrited Customer,40,M,4,Graduate,Single,80 - 120,Silver,22,3,1,34516.0,0,1028,26,0.0
789314133,Existing Customer,37,M,1,High School,Married,60 - 80,Blue,27,6,3,10320.0,1799,1754,45,0.174
713956308,Existing Customer,65,F,0,Graduate,Married,Less than 40,Blue,49,4,2,3297.0,2297,1894,56,0.697
711595833,Existing Customer,46,M,3,College,Married,60 - 80,Blue,36,5,2,9981.0,807,1456,30,0.081
779521533,Existing Customer,53,M,2,High School,Married,120 +,Blue,36,5,3,3329.0,1092,1978,33,0.328
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than 40,Blue,36,6,3,5991.0,1993,1867,53,0.333
716487408,Existing Customer,48,M,3,Graduate,Married,40 - 60,Blue,30,3,1,3235.0,2517,1637,43,0.778
719338383,Existing Customer,34,M,2,High School,Married,120 +,Blue,21,3,3,6259.0,1063,1836,50,0.17
710523333,Existing Customer,65,M,0,Graduate,Married,Less than 40,Blue,56,6,3,2541.0,1616,1416,27,0.636
787489083,Existing Customer,55,M,4,Post-Graduate,Married,80 - 120,Blue,43,6,2,21351.0,2517,1887,32,0.118
711498258,Existing Customer,54,M,3,High School,Married,120 +,Blue,42,6,3,20311.0,1655,1266,34,0.081
709316433,Existing Customer,52,M,2,High School,Single,60 - 80,Silver,33,6,1,33182.0,1997,1630,43,0.06
778734108,Existing Customer,36,M,3,Uneducated,Married,60 - 80,Blue,16,4,5,1686.0,1252,1758,42,0.743
778388358,Attrited Customer,56,M,3,Graduate,Single,60 - 80,Blue,36,2,2,4742.0,855,870,24,0.18
716773533,Existing Customer,33,M,3,Graduate,Married,60 - 80,Blue,36,5,1,1726.0,1215,1712,48,0.704
822130683,Existing Customer,61,M,0,Graduate,Married,80 - 120,Blue,56,4,2,8420.0,1389,1114,34,0.165
717268458,Existing Customer,61,M,0,Graduate,Married,60 - 80,Blue,49,4,3,3352.0,1713,1952,50,0.511
827888433,Existing Customer,43,M,4,Uneducated,Single,40 - 60,Blue,39,5,2,6648.0,2242,2089,60,0.337
716522583,Existing Customer,48,F,3,College,Divorced,Less than 40,Blue,36,4,3,2335.0,1845,1362,33,0.79
789415983,Existing Customer,36,M,3,Graduate,Married,60 - 80,Blue,27,4,3,12397.0,1001,1888,42,0.081
719819958,Existing Customer,34,M,2,Uneducated,Married,40 - 60,Blue,26,5,1,1438.3,708,2243,43,0.492
769579608,Existing Customer,53,F,1,Graduate,Single,Less than 40,Blue,46,3,6,2240.0,1601,3795,70,0.715
716615583,Existing Customer,61,F,1,High School,Married,Less than 40,Blue,51,3,3,1795.0,794,1834,59,0.442
781131483,Existing Customer,55,M,2,High School,Married,80 - 120,Blue,47,3,1,5741.0,1894,2170,51,0.33
720521808,Existing Customer,38,M,1,Graduate,Single,80 - 120,Blue,19,6,3,25662.0,1515,1484,36,0.059
718136283,Existing Customer,52,M,2,Uneducated,Single,80 - 120,Blue,36,3,1,22103.0,1515,1541,29,0.069
778855383,Existing Customer,36,F,5,High School,Married,Less than 40,Blue,17,3,1,1438.3,0,1975,40,0.0
779722308,Attrited Customer,45,F,3,High School,Married,40 - 60,Blue,30,5,2,12355.0,0,1044,28,0.0
818926833,Existing Customer,34,F,3,College,Married,40 - 60,Blue,29,4,1,2000.0,0,1944,42,0.0
721217283,Existing Customer,27,M,0,Graduate,Single,120 +,Blue,17,6,2,8713.0,1354,2094,36,0.155
713371233,Existing Customer,43,F,1,Graduate,Married,Less than 40,Silver,31,5,1,11583.0,631,3320,55,0.054
778426608,Existing Customer,52,M,4,Graduate,Married,80 - 120,Blue,32,4,3,1438.3,702,1805,53,0.488
787515333,Attrited Customer,40,M,3,Uneducated,Married,80 - 120,Blue,29,3,2,3616.0,1151,820,21,0.318
718444233,Existing Customer,45,M,3,Graduate,Married,60 - 80,Blue,25,3,3,9791.0,1311,1649,59,0.134
771099183,Existing Customer,37,F,2,Graduate,Single,Less than 40,Blue,24,5,2,8444.0,1945,2497,74,0.23
770241333,Existing Customer,49,F,4,Graduate,Divorced,Less than 40,Blue,43,3,1,2228.0,1003,2104,44,0.45
710819733,Attrited Customer,56,M,3,Graduate,Married,120 +,Blue,36,5,1,12211.0,0,903,29,0.0
772155108,Existing Customer,62,F,0,High School,Married,Less than 40,Blue,51,6,3,1438.3,0,1445,38,0.0
798796233,Existing Customer,37,F,3,High School,Married,40 - 60,Blue,31,5,3,1586.0,1038,1724,24,0.654
815472108,Existing Customer,42,M,3,High School,Single,40 - 60,Blue,37,3,3,2247.0,1045,1300,31,0.465
769145733,Existing Customer,36,M,3,Graduate,Single,60 - 80,Blue,30,3,4,2789.0,1584,2688,60,0.568
783364233,Existing Customer,59,M,0,Graduate,Married,40 - 60,Blue,53,3,2,4241.0,0,1798,45,0.0
715640358,Existing Customer,43,M,3,High School,Single,40 - 60,Blue,36,6,3,4112.0,768,1334,40,0.187
