CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Month_with_bank,No_of_product,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome,Loyalty,Financial_Status,Segment,Digital_Capability
715232058,Existing Customer,61,M,0,Post-Graduate,Married,40 - 60,Blue,53,5,1,5561.0,1434,1820,42,0.258,438.9143577598477,18499.419578156303,113618.65033093184,0,1,0,1,0,120714.52,1447,2,104,0,4,3,2,True
806250783,Existing Customer,57,F,2,High School,Married,Less than 40,Blue,52,6,3,1441.0,0,2742,58,0.0,606.2948658418084,26759.740785791044,133504.8747758675,1,0,1,1,1,0.0,197,1,-1,0,5,5,2,True
826477083,Existing Customer,48,F,2,College,Married,Less than 40,Blue,44,5,1,4570.0,2439,1520,34,0.534,889.7683601889055,31774.443322296327,94548.63897275184,1,1,0,1,0,163424.56,112,2,-1,0,3,5,2,True
788728608,Existing Customer,34,M,0,High School,Married,40 - 60,Blue,13,3,3,3870.0,1394,1588,36,0.36,534.787333338778,19585.92140586296,46601.52594717099,1,1,0,0,2,729268.84,127,1,-1,0,2,3,1,True
717190533,Existing Customer,49,M,4,High School,Married,60 - 80,Blue,36,6,3,12938.0,661,1282,32,0.051,456.6288892707436,32784.44978014123,262661.651202871,1,2,1,0,0,21568.62,108,1,-1,0,3,6,2,True
716580033,Existing Customer,53,M,3,High School,Married,120 +,Blue,36,3,1,21178.0,1796,1872,59,0.085,642.8191832364741,7422.31808487084,140335.37797448476,1,2,1,1,2,1060495.46,304,4,-1,1,4,10,4,True
711644508,Existing Customer,34,M,2,Uneducated,Single,80 - 120,Blue,36,3,2,12182.0,1136,2295,63,0.093,707.9521812976519,10388.075643260485,164095.56932554362,1,1,1,1,0,666334.28,21,1,-1,0,4,9,4,True
714334383,Existing Customer,54,M,2,Graduate,Married,60 - 80,Blue,42,6,2,3583.0,0,1065,28,0.0,685.0379259782547,20222.612556979515,165295.2568650547,1,2,0,0,0,319587.68,120,2,91,0,3,7,2,True
720611058,Existing Customer,40,M,3,Graduate,Single,120 +,Blue,27,4,2,17018.0,0,1550,47,0.0,717.6349289862864,14729.567484602445,143543.4608117455,1,0,1,1,2,689407.64,733,3,-1,0,3,10,4,True
713845083,Attrited Customer,41,F,4,High School,Single,Less than 40,Blue,36,6,2,4203.0,2517,1489,43,0.599,504.5898060789278,9666.546845152434,142877.4900588416,1,1,2,1,3,196214.35,2177,2,266,0,4,6,2,True
713756508,Existing Customer,46,M,3,Graduate,Divorced,Less than 40,Blue,36,5,1,4213.0,997,1264,30,0.237,441.01806429698513,16394.364663762768,63804.49168154781,1,1,0,1,2,67221.17,716,4,-1,0,3,2,1,True
735565158,Existing Customer,46,M,4,Graduate,Married,60 - 80,Blue,33,6,2,21548.0,1180,1582,38,0.055,699.6517897368287,34584.43828210783,130644.20844442016,1,2,2,0,2,112405.13,78,3,-1,0,3,6,2,True
717180633,Existing Customer,59,M,1,Post-Graduate,Married,40 - 60,Blue,36,4,2,2483.0,1372,1704,35,0.553,515.3225640468029,25068.115971050305,181943.1979874416,1,1,0,1,1,411748.41,128,2,-1,0,2,5,2,True
717295683,Existing Customer,50,M,0,Doctorate,Single,80 - 120,Blue,38,5,2,3460.0,1881,1546,35,0.544,570.3273024057985,19666.54283009067,216833.9508712348,1,0,1,1,0,49828.1,393,8,-1,0,3,8,4,True
710070183,Existing Customer,53,F,1,High School,Single,Less than 40,Blue,36,3,2,2615.0,1772,1419,38,0.678,768.9613685173379,18015.383121223524,215957.59789710617,1,0,0,1,1,0.0,227,2,-1,0,2,8,4,True
789605658,Existing Customer,42,F,1,Doctorate,Married,40 - 60,Blue,35,4,3,2985.0,2355,1065,27,0.789,439.3145335196204,45392.25610706415,153575.75975836976,1,0,2,1,2,0.0,444,1,-1,0,2,2,1,True
710045058,Existing Customer,46,M,5,High School,Married,40 - 60,Silver,28,5,1,18797.0,2158,1364,40,0.115,572.1892297887296,550.4426652762777,19158.159097388736,0,0,1,1,2,319704.93,93,4,-1,0,3,4,2,True
710164683,Existing Customer,33,M,1,Graduate,Married,60 - 80,Blue,22,3,1,2859.0,2517,2247,36,0.88,505.1424654007504,24177.64957775503,94872.09235843124,1,0,2,0,0,261314.23,702,2,-1,0,3,5,2,True
710802258,Existing Customer,46,F,2,Graduate,Married,Less than 40,Blue,38,4,3,2888.0,2245,1111,26,0.777,540.0658960290588,30162.315528696505,112954.41321637356,1,1,0,0,0,0.0,328,1,-1,0,2,3,1,True
721036233,Existing Customer,61,M,0,High School,Married,60 - 80,Blue,36,4,3,9172.0,1567,1836,42,0.171,513.7166067879924,35051.01589300649,131224.53284686303,1,1,0,1,2,145886.5,455,2,-1,0,3,5,2,True
710036508,Existing Customer,42,M,5,Uneducated,Married,40 - 60,Blue,34,5,3,14281.0,1519,1164,35,0.106,499.09226543945135,28196.604934504663,205412.6201924284,1,0,0,1,3,126662.11,850,2,-1,0,3,5,2,True
717776808,Existing Customer,47,F,4,Graduate,Single,Less than 40,Blue,39,3,2,7353.0,1450,2005,54,0.197,653.5363965819815,39094.08250010623,99388.58482047016,1,1,1,1,1,30769.57,58,3,-1,0,4,3,2,True
714906033,Existing Customer,47,F,2,Graduate,Single,Less than 40,Blue,36,6,2,5145.0,0,1588,35,0.0,502.02136839098887,15887.673977562858,182290.27819395484,1,1,2,0,1,256250.5,360,1,-1,0,3,5,2,True
714273708,Existing Customer,53,F,4,Graduate,Married,40 - 60,Blue,36,3,2,4753.0,2472,2242,49,0.52,207.32697379888873,52099.32324143768,224123.70240453404,1,0,1,0,0,465203.17,397,1,343,0,4,3,2,True
721117533,Existing Customer,46,F,3,Graduate,Single,Less than 40,Blue,26,3,3,2171.0,1418,1415,45,0.653,564.9739673440993,26442.519525654097,190582.47405119392,1,2,2,0,3,12373.26,47,3,-1,1,3,5,2,False
715374558,Existing Customer,26,M,0,College,Divorced,Less than 40,Blue,36,5,2,4150.0,456,2483,74,0.11,552.9504684010606,28648.36683054841,138976.54206005312,1,1,0,1,0,0.0,48,5,-1,0,6,4,2,True
824807658,Existing Customer,45,M,3,Graduate,Married,60 - 80,Blue,41,6,3,9106.0,2477,1239,33,0.272,621.7498315293316,31095.733116064897,204903.66534261408,1,1,2,0,3,542335.01,97,4,-1,0,3,7,2,True
714940608,Existing Customer,36,M,2,High School,Divorced,40 - 60,Blue,36,3,3,2686.0,1733,2057,53,0.645,503.48275495834105,23661.31449868027,190845.2371171972,1,1,0,1,1,389542.45,15,1,-1,0,4,6,2,True
717561108,Existing Customer,52,M,1,Graduate,Married,80 - 120,Blue,36,4,3,34516.0,549,1629,32,0.016,684.0884521092547,8096.449069951515,-22303.07091901306,1,0,2,1,3,491125.14,534,2,-1,0,2,7,2,True
717127083,Existing Customer,37,M,3,Graduate,Married,120 +,Blue,25,3,3,15017.0,1733,2076,58,0.115,568.368661628462,31614.377700520097,39958.07546127813,1,0,2,1,3,841903.08,265,1,-1,0,4,5,2,True
772460508,Existing Customer,53,M,1,Uneducated,Married,40 - 60,Blue,43,3,1,4426.0,1530,1231,34,0.346,976.1234220905536,17039.803041651947,190648.69995541096,1,2,0,1,3,206936.4,2372,3,-1,0,2,8,4,False
720484908,Existing Customer,65,F,1,Post-Graduate,Married,40 - 60,Blue,52,5,3,2155.0,0,1655,27,0.0,271.57100627273195,20586.708769521545,63796.15019224551,1,1,0,0,3,278633.29,221,1,-1,1,3,2,1,False
794664183,Existing Customer,38,M,0,Uneducated,Married,60 - 80,Blue,19,3,1,3238.0,2146,1501,45,0.663,651.4716955574319,53839.695326814646,78322.57409363982,1,1,2,1,2,70428.0,553,1,188,0,3,4,2,True
797488158,Existing Customer,52,M,2,High School,Married,60 - 80,Blue,46,5,3,14316.0,1081,1313,36,0.076,571.8466832881622,18168.0747507775,151705.6437055108,1,1,2,1,2,425843.68,16,2,-1,0,3,6,2,True
708543258,Existing Customer,36,M,3,High School,Married,80 - 120,Blue,36,5,3,2607.0,1880,2045,39,0.721,516.977203434306,19263.738804075052,184182.6159135388,0,2,2,0,3,625492.38,111,1,252,0,4,7,2,False
778706508,Existing Customer,43,M,4,College,Married,60 - 80,Blue,24,3,5,6231.0,0,1448,30,0.0,529.7306363407971,47502.1797192213,7869.079988464917,1,1,2,1,0,546928.71,34,6,-1,0,2,2,1,True
713650683,Existing Customer,65,F,0,Graduate,Married,Less than 40,Blue,56,4,1,3094.0,2266,1591,37,0.732,774.4371932256644,13427.456922748788,185901.0410801576,1,1,0,0,2,0.0,141,2,183,1,2,8,4,True
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than 40,Blue,41,2,2,6630.0,916,842,24,0.138,272.6348177081515,-2063.224888655164,127714.461312902,1,0,1,1,0,220318.58,109,3,79,0,1,5,2,True
778929783,Attrited Customer,40,M,3,Graduate,Divorced,80 - 120,Blue,22,2,2,1925.0,0,781,28,0.0,638.379261006956,15096.10321144614,-53777.30844045821,1,0,1,1,2,283449.06,919,2,-1,1,1,6,2,True
712821333,Existing Customer,60,M,0,Uneducated,Married,60 - 80,Blue,47,3,3,9452.0,2517,1825,50,0.266,286.30109641828534,19337.722928725296,122155.1239029438,1,1,1,1,3,91371.01,206,2,-1,0,3,4,2,True
721120008,Existing Customer,43,F,2,Uneducated,Single,40 - 60,Blue,29,6,3,2162.0,1377,1555,29,0.637,591.9621226652904,57389.97917905364,202405.4787321175,1,0,2,1,2,297930.23,662,2,-1,0,3,5,2,True
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than 40,Blue,18,3,2,1438.3,0,2789,50,0.0,483.5660914345525,45069.58192197216,99242.8133565418,1,0,0,0,2,106301.92,51,1,-1,0,4,2,2,True
710789058,Existing Customer,55,M,1,Graduate,Single,120 +,Blue,42,4,2,34516.0,1478,1308,41,0.043,614.2051558261212,27125.015607768,94981.81791250288,1,0,0,1,3,1068736.83,87,3,-1,0,3,7,2,True
716174433,Existing Customer,65,F,1,College,Married,Less than 40,Blue,54,3,3,2888.0,1134,2489,54,0.393,571.6603823168623,32549.87800224895,107262.91426902794,1,1,2,0,3,115356.14,127,2,184,1,4,3,2,True
789886533,Existing Customer,54,F,1,High School,Married,Less than 40,Blue,44,3,3,3947.0,1746,1110,21,0.442,585.6970766327715,37945.69660209134,160544.98353180473,1,1,0,0,2,328630.41,94,3,-1,0,2,4,2,True
721038408,Existing Customer,38,F,2,High School,Married,Less than 40,Blue,27,4,1,1830.0,0,1741,43,0.0,498.1208867200656,27210.507767576622,223327.91572515288,1,2,2,0,1,250414.16,174,1,-1,0,3,5,2,True
713325108,Existing Customer,36,M,2,Post-Graduate,Married,60 - 80,Blue,29,5,3,7712.0,2517,1845,40,0.326,510.0735413067406,38893.505453861566,65772.27156665653,1,0,2,1,0,588815.22,189,1,-1,0,3,3,1,True
708431433,Existing Customer,41,M,3,Graduate,Married,120 +,Blue,31,3,3,11789.0,1420,1463,32,0.12,686.427806164311,34728.59281604984,73974.15532565955,1,1,1,0,1,1441518.19,106,5,-1,0,2,7,2,True
716996583,Existing Customer,50,M,3,High School,Divorced,120 +,Blue,37,3,1,3073.0,1792,1734,35,0.583,564.8867182481384,20729.93817300832,206256.033636816,1,0,0,1,2,772106.71,281,1,-1,0,2,9,4,True
718699683,Existing Customer,48,M,3,College,Married,80 - 120,Silver,36,6,2,34516.0,0,1733,54,0.0,816.9889138228643,14979.238125859192,151150.55764407493,1,1,2,0,3,944271.76,46,10,-1,0,4,9,4,True
716604633,Existing Customer,55,F,2,Post-Graduate,Married,40 - 60,Blue,46,6,2,6725.0,2025,1865,53,0.301,602.1634023962987,23121.730448488976,76431.12332547913,1,2,0,1,0,449257.39,61,1,-1,0,4,5,2,True
713053383,Attrited Customer,42,M,3,Graduate,Married,80 - 120,Blue,36,1,1,34516.0,781,853,12,0.023,580.0118316918895,36270.47197417592,242732.25332050855,1,1,1,0,2,855743.53,925,2,-1,0,1,7,2,True
709979583,Existing Customer,54,M,3,Graduate,Married,120 +,Blue,46,3,1,34516.0,854,1999,54,0.025,599.3645151669272,20669.299151576448,75240.60582892856,1,2,2,0,1,53324.93,48,4,196,0,4,8,4,True
709380333,Existing Customer,57,M,1,Uneducated,Married,120 +,Blue,36,6,2,24545.0,1735,1671,45,0.071,432.2904712766493,9603.768409480945,47578.211764212305,1,1,0,0,0,1431258.58,319,1,-1,0,4,6,2,True
778574283,Existing Customer,53,F,1,Uneducated,Married,40 - 60,Blue,46,5,2,1438.3,0,2118,64,0.0,448.75806337736367,33013.107862204655,261662.64192207064,1,1,0,0,1,652246.64,171,6,-1,0,5,5,2,True
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than 40,Blue,31,5,1,2490.0,627,1391,45,0.252,740.4028787363394,60372.50697872645,216713.94368032596,1,1,2,0,0,12596.85,577,4,-1,0,4,6,2,True
714661233,Existing Customer,39,M,1,Graduate,Single,120 +,Blue,24,6,2,10074.0,2517,1729,52,0.25,744.2844743624922,6623.273871031564,17136.90069262148,1,1,1,1,3,589423.17,543,2,136,0,4,9,4,True
813915933,Existing Customer,45,M,2,Graduate,Divorced,40 - 60,Blue,40,3,3,2259.0,954,1393,35,0.422,887.9149296685612,-3773.233571440014,149810.01979967687,1,1,0,0,1,34556.44,206,5,-1,0,2,8,4,True
708358683,Existing Customer,46,M,2,Graduate,Married,80 - 120,Silver,35,6,3,34516.0,1236,1665,40,0.036,654.0978170989648,12268.171981788611,66731.32588734302,1,1,2,1,0,163609.04,50,2,154,0,3,8,4,True
824761458,Existing Customer,54,M,2,High School,Married,80 - 120,Blue,50,4,2,9519.0,1936,2489,62,0.203,713.709468266027,6307.174795689418,131157.87475997856,1,2,1,0,2,549524.81,240,2,-1,1,4,10,4,False
803595858,Attrited Customer,56,F,3,High School,Married,40 - 60,Blue,51,5,2,1438.3,0,594,14,0.0,391.5076025580406,31522.250328471226,159520.24573827375,1,2,0,1,3,470998.65,70,4,-1,0,3,3,1,False
716198358,Existing Customer,33,F,4,Post-Graduate,Married,40 - 60,Blue,36,4,2,2372.0,1887,1852,55,0.796,508.7492064605966,-7045.390194868411,51527.800381519875,1,1,1,1,1,501691.29,11,2,-1,0,3,4,2,True
714173808,Existing Customer,44,F,4,Graduate,Single,Less than 40,Blue,34,5,1,4214.0,1249,1389,34,0.296,674.3099857003465,21512.072841678564,6731.8708062192745,1,2,0,0,2,0.0,324,2,268,0,3,4,2,False
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than 40,Blue,53,3,1,1438.3,0,902,31,0.0,485.092221600079,35926.74585659355,191579.724548775,1,2,2,1,0,219351.46,245,1,-1,0,2,5,2,True
717364458,Existing Customer,36,F,3,High School,Married,Less than 40,Blue,26,6,1,4331.0,1445,2053,33,0.334,611.3018861001499,7626.724628556389,252796.338394746,1,1,1,1,0,297247.43,65,7,185,0,4,8,4,True
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than 40,Blue,49,6,2,1438.3,0,840,20,0.0,739.7683663735374,44829.83487494808,96702.0098082773,1,1,2,0,0,237207.47,192,1,-1,1,3,4,2,True
718362783,Attrited Customer,35,M,2,Graduate,Married,80 - 120,Blue,27,3,2,12643.0,0,787,21,0.0,322.9248111231825,40410.50274236136,248962.2784472561,1,1,2,1,2,166034.05,110,1,171,0,2,5,2,True
708267858,Existing Customer,65,F,0,High School,Married,40 - 60,Blue,36,5,2,6088.0,2145,2098,52,0.352,469.68316759603505,36093.0971747279,46089.693390954955,1,2,1,0,2,472509.03,523,1,184,0,5,2,2,False
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,120 +,Blue,27,2,1,13873.0,0,694,18,0.0,747.4423991025735,16907.095466554147,-35970.09916237528,0,2,2,1,1,1655858.24,204,1,182,0,1,8,4,True
715588908,Existing Customer,42,F,4,Graduate,Single,Less than 40,Blue,32,3,2,6158.0,0,3132,66,0.0,395.38561648480413,33539.561529106926,198811.4781332295,0,0,2,0,1,70809.18,384,4,-1,0,4,4,2,True
772674933,Existing Customer,51,M,1,Uneducated,Married,80 - 120,Blue,41,5,3,5638.0,808,2036,50,0.143,651.2382395824637,48103.54023502872,67670.7309744805,1,1,0,1,0,287361.86,153,11,-1,0,5,5,2,True
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than 40,Blue,40,5,2,2178.0,1144,1724,47,0.525,597.5949358708283,15590.142350625903,341943.18288461486,1,0,2,1,2,172383.66,198,1,-1,0,4,7,2,True
769732233,Existing Customer,40,M,5,Graduate,Married,80 - 120,Blue,34,6,2,11942.0,1651,1085,29,0.138,400.9409672242307,48737.81276551349,57337.15863586264,1,0,1,1,2,0.0,236,1,355,0,3,2,1,True
713030958,Existing Customer,57,F,2,College,Married,Less than 40,Blue,44,6,3,3914.0,0,1964,54,0.0,665.0655321835726,25247.7570634988,104284.04367565096,1,1,1,0,0,0.0,239,1,-1,0,5,5,2,True
711320508,Existing Customer,57,M,4,Graduate,Married,80 - 120,Blue,49,4,2,3038.0,1410,1762,34,0.464,360.90669847913387,25113.177317941845,130466.50910585352,1,1,2,1,2,442314.21,453,1,-1,0,2,6,2,True
795795408,Existing Customer,53,M,2,Uneducated,Married,40 - 60,Blue,47,3,1,5579.0,1423,1514,47,0.255,882.1852780787718,2553.9023776577196,105473.36196024869,0,2,0,1,0,292940.92,53,2,-1,0,3,7,2,True
717904383,Existing Customer,40,M,2,Graduate,Married,80 - 120,Blue,31,5,1,18693.0,2052,1516,44,0.11,473.2248657225629,42187.10423538509,-88534.33919028266,1,0,0,0,3,0.0,112,1,242,0,4,3,2,False
714115533,Existing Customer,28,M,0,Graduate,Married,Less than 40,Blue,18,5,1,2943.0,1789,2591,55,0.608,432.50378577514647,22648.363918462976,45833.574914057,1,1,0,1,2,109690.13,183,1,-1,0,5,2,2,True
712475733,Existing Customer,38,F,3,High School,Married,Less than 40,Blue,28,4,2,2435.0,1888,1847,39,0.775,320.42477782102105,8127.091979695549,136559.8875994123,1,1,1,1,1,0.0,220,4,-1,0,2,5,2,True
718996758,Existing Customer,37,F,2,Graduate,Married,Less than 40,Blue,30,5,2,2077.0,1392,1629,36,0.67,831.6105169082705,12238.276539269422,194069.0707462812,1,1,1,1,0,325028.87,140,2,-1,1,3,9,4,True
718301508,Existing Customer,41,M,2,High School,Married,60 - 80,Blue,30,6,3,9428.0,1765,1457,43,0.187,522.9869171162221,37583.8401128308,138191.7475802183,1,1,2,0,1,0.0,1053,3,-1,0,4,4,2,True
714831033,Existing Customer,54,M,5,Graduate,Married,80 - 120,Blue,47,4,1,6065.0,1728,1114,27,0.285,576.7899161444395,12389.304941115402,293976.03165054653,1,0,2,1,2,413240.64,160,5,-1,0,2,9,4,True
721265883,Existing Customer,26,M,1,Graduate,Single,Less than 40,Blue,13,3,3,2174.0,1514,2510,44,0.696,573.663186023666,34121.87780019344,152905.1138065686,1,1,2,1,1,37177.65,108,3,-1,0,4,4,2,True
773448558,Existing Customer,46,M,3,Graduate,Divorced,80 - 120,Blue,40,6,3,3673.0,2292,1257,34,0.624,508.0643982763055,46871.51425659221,143043.248502691,1,0,2,1,3,121264.96,566,2,-1,0,3,5,2,True
712003083,Existing Customer,55,M,1,Graduate,Married,80 - 120,Blue,36,3,2,34516.0,2102,1612,33,0.061,710.8501163395346,25806.111782479788,131556.1245623233,1,1,1,0,1,980217.16,256,3,-1,0,2,8,4,True
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than 40,Blue,43,3,1,3368.0,844,2022,59,0.251,383.4381670518429,26422.366896764597,88011.30461931319,1,1,2,0,3,247926.54,141,7,205,0,4,2,2,True
717412608,Attrited Customer,38,F,2,High School,Married,40 - 60,Blue,28,3,2,7225.0,0,738,16,0.0,421.4737668996796,19174.6596378136,92202.19483514664,1,0,1,0,1,346317.73,286,1,-1,0,2,3,1,True
719412258,Existing Customer,39,F,3,Graduate,Single,Less than 40,Blue,30,5,3,5202.0,815,1558,48,0.157,662.197078566168,14268.593997447831,111706.5961478276,0,2,0,0,3,118036.31,90,5,-1,0,4,5,2,False
717683583,Existing Customer,39,M,3,High School,Single,60 - 80,Blue,36,4,2,6929.0,1691,1388,27,0.244,597.6481557631589,20397.469406806027,44145.88556690412,0,1,0,1,0,278956.78,9,2,-1,1,2,5,2,True
820584408,Existing Customer,49,F,3,Graduate,Single,Less than 40,Blue,44,3,3,4364.0,1507,1392,38,0.345,443.9857112712624,-14445.822862748217,102558.2203080582,1,0,0,1,1,133566.45,248,1,-1,0,2,4,2,True
719392833,Existing Customer,45,F,3,Graduate,Married,Less than 40,Blue,38,3,3,2400.0,1613,1311,34,0.672,458.85373119359855,29693.299142270163,179757.09501978292,1,2,0,0,2,279752.0,182,5,-1,0,2,4,2,False
718595583,Existing Customer,55,M,3,Graduate,Married,80 - 120,Blue,36,3,2,25878.0,1733,1777,54,0.067,343.02919336656714,34239.5671324618,110505.011445919,1,0,0,0,2,438356.67,246,2,-1,0,3,4,2,True
778508883,Existing Customer,44,M,5,Graduate,Married,120 +,Blue,24,4,1,11876.0,1926,1367,33,0.162,547.5948152044866,14257.610879878295,5494.467146211478,1,0,2,1,0,44053.64,292,3,-1,0,2,6,2,True
711999783,Existing Customer,41,M,3,Uneducated,Married,80 - 120,Blue,31,4,2,4740.0,1348,1406,23,0.284,701.7976299457905,24570.46409372827,102802.80894160748,0,1,0,1,2,0.0,121,1,-1,0,2,7,2,True
712120608,Attrited Customer,35,M,3,College,Married,80 - 120,Blue,27,3,2,3575.0,1884,861,15,0.527,1125.5929836242565,44605.13916100976,122306.49438015776,1,1,2,1,3,84807.96,175,7,344,1,2,6,2,True
720848733,Existing Customer,38,M,1,High School,Married,80 - 120,Blue,24,4,3,13363.0,1230,1815,33,0.092,568.7444065543207,22241.591002186025,79564.6201879239,1,1,0,1,2,575935.09,256,2,-1,0,2,6,2,True
826723308,Existing Customer,58,M,3,College,Married,120 +,Blue,54,5,1,3452.0,2088,1008,21,0.605,659.966675301571,13788.790908632618,225743.9347056007,1,1,2,0,2,639262.49,113,1,-1,0,3,10,4,True
801369258,Existing Customer,47,F,5,Post-Graduate,Married,40 - 60,Blue,41,6,2,4466.0,777,1757,59,0.174,410.5471684917649,12912.53015690856,169319.49456390704,1,1,1,1,2,0.0,71,7,186,0,4,5,2,True
709584483,Existing Customer,33,F,3,Graduate,Married,Less than 40,Blue,25,4,1,3030.0,2517,1805,44,0.831,368.7491633512413,26678.956496778053,234784.46786010097,1,1,1,1,0,183792.19,207,2,-1,0,3,4,2,True
715708308,Existing Customer,54,F,3,Doctorate,Married,40 - 60,Blue,39,3,1,2112.0,1594,1338,29,0.755,532.6663638891016,37597.30488055876,232836.41425965936,1,2,0,0,1,442690.89,50,3,-1,0,2,4,2,True
779707308,Existing Customer,35,F,1,Graduate,Married,Less than 40,Blue,18,5,1,7583.0,1619,2229,53,0.214,820.2592499180683,46115.22630782984,175409.98486939265,1,2,0,0,1,3259.64,233,4,-1,0,5,5,2,True
711688158,Existing Customer,47,M,5,Graduate,Single,120 +,Blue,27,5,3,11760.0,2306,1498,49,0.196,349.5024659318908,25645.737856973923,83911.31085209441,1,0,1,0,2,17965.13,614,4,204,1,4,5,2,True
711848658,Existing Customer,35,M,3,College,Married,60 - 80,Blue,17,3,3,2259.0,1776,1790,31,0.786,577.7524603046487,12706.241038424623,112567.93384168738,0,0,2,0,3,1000261.52,117,2,-1,0,2,6,2,False
715855083,Existing Customer,48,M,4,High School,Married,80 - 120,Blue,36,6,2,19762.0,507,2793,67,0.026,763.3359570261975,1777.7012124583016,73165.55448245279,1,0,0,1,1,321327.49,108,1,-1,0,5,9,4,True
778971408,Existing Customer,36,M,4,Doctorate,Married,60 - 80,Blue,17,5,2,2803.0,1848,1968,64,0.659,334.0640444531333,10299.413884242857,52534.57765721365,1,0,2,1,2,431727.57,193,5,-1,0,5,4,2,True
711648708,Existing Customer,44,M,3,Graduate,Married,80 - 120,Blue,36,3,3,25666.0,756,4088,84,0.029,632.344332186959,23710.378418603395,134855.5825337607,1,1,1,1,1,0.0,70,1,-1,0,7,8,4,True
713149683,Existing Customer,44,F,3,College,Single,Less than 40,Blue,24,5,1,9297.0,1668,1264,31,0.179,559.2635406396645,7158.130073556313,87996.34375056019,1,1,0,1,1,281132.87,133,1,-1,0,3,5,2,True
771903033,Existing Customer,36,F,1,Graduate,Married,Less than 40,Blue,25,5,1,2999.0,1247,2017,40,0.416,616.6675691090693,33812.55751726345,81751.20041964855,1,2,2,1,0,0.0,901,3,-1,0,4,4,2,True
737925558,Existing Customer,64,M,0,Doctorate,Married,40 - 60,Blue,56,3,2,4234.0,1893,1439,42,0.447,735.3612455232776,44989.58457887497,139847.60026056587,1,1,0,1,2,518063.36,164,1,-1,1,3,5,2,True
803347908,Existing Customer,34,F,1,Graduate,Single,Less than 40,Gold,28,4,3,15987.0,0,2327,65,0.0,933.317490749978,28621.42415532293,185413.87848715935,1,1,2,1,0,206304.03,193,3,170,0,4,6,2,True
817285758,Existing Customer,49,M,4,Graduate,Single,80 - 120,Blue,33,5,5,16435.0,0,1721,56,0.0,661.8301865629603,35400.754066866706,225701.66377017848,1,0,2,1,3,367524.79,59,3,-1,0,4,8,4,True
711480108,Existing Customer,37,M,4,High School,Married,60 - 80,Blue,24,3,1,5335.0,2145,1888,43,0.402,500.2606049395075,53321.293483462694,41102.65882568699,1,0,0,0,2,641314.41,430,1,-1,0,4,2,2,True
709662708,Existing Customer,65,M,1,High School,Married,40 - 60,Blue,53,3,3,3506.0,1604,1953,61,0.458,732.6085639366244,30845.936450359528,160027.31022156446,0,0,0,0,2,492087.25,450,1,-1,1,4,6,2,False
709224858,Existing Customer,53,M,2,Post-Graduate,Married,80 - 120,Blue,36,5,1,3610.0,1629,1652,40,0.451,677.6926854331001,24869.4138999031,75199.54931624647,1,1,0,0,0,25528.29,122,2,-1,0,3,7,2,True
821771508,Existing Customer,32,M,0,High School,Married,40 - 60,Blue,28,5,1,3172.0,2055,1939,36,0.648,697.7387218330167,7593.213796402542,136680.0161052947,1,0,0,0,0,797521.82,121,2,-1,0,4,7,2,True
710522433,Existing Customer,65,M,0,Graduate,Married,Less than 40,Blue,46,3,2,2416.0,1499,2372,53,0.62,710.5751706416024,30005.60745029061,138128.8138864028,1,1,2,0,2,70675.91,221,1,-1,1,4,6,2,True
779046408,Existing Customer,60,M,0,Graduate,Married,40 - 60,Blue,41,3,2,2458.0,1880,1238,30,0.765,432.5977984439771,45892.49296149952,125748.8780571889,1,1,0,1,2,526312.68,255,9,-1,0,2,2,1,True
708595158,Existing Customer,27,F,0,Graduate,Single,Less than 40,Blue,36,6,1,1677.0,1598,2389,43,0.953,799.6237189570675,19850.96600886556,223633.28604332916,1,1,0,0,2,0.0,657,4,-1,0,5,8,4,True
757266933,Existing Customer,52,M,2,Post-Graduate,Married,60 - 80,Blue,45,4,1,11819.0,929,2431,46,0.079,629.0327836393434,179.83434595499784,-14152.079389495397,1,1,0,1,1,830081.76,127,4,-1,0,4,6,2,True
719904333,Existing Customer,29,M,0,Graduate,Married,40 - 60,Blue,36,3,3,1459.0,590,2229,52,0.404,820.7236005057642,31481.598311619877,169720.36709918833,1,1,0,1,2,637665.66,143,1,-1,0,4,6,2,True
718264233,Existing Customer,29,M,0,High School,Married,40 - 60,Blue,13,4,1,1458.0,671,2449,56,0.46,476.74417277301626,32887.06693487762,102570.38410009658,1,2,0,1,0,870428.92,80,1,-1,0,4,3,2,True
