CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Recency,Frequency,Monetary,engagement_score,ClickThroughRate,ConversionRate,ChosenTiming,ChosenFrequency,ChosenChannel
407123089,3,2,3110,82,726.2365859988258,31612.9017171726,15218.589433726636,1,1,0,1,3,0.33241758241758246,0.6074074074074074,0.1763638425768402,0.3680984079623073,0.10188340897390058,8.915924206414162e-05,6,1,Email
82762621,4,3,2159,44,496.5962188276125,57311.05598231432,154672.62684306962,1,2,2,1,3,0.9203296703296704,0.32592592592592595,0.1224339344448225,0.5026398262430927,0.10188340897390058,8.915924206414162e-05,6,1,Email
323375041,3,3,1781,45,497.47812788098753,26777.78766011488,64791.0050792909,1,1,2,0,3,0.6016483516483517,0.3333333333333333,0.10099807190654418,0.3709587622313039,0.10188340897390058,8.915924206414162e-05,6,1,Email
950908901,2,5,2946,39,574.0929249272725,32368.542477678944,159034.28781963923,1,2,2,0,1,0.6895604395604396,0.28888888888888886,0.16706362708404218,0.41260993061605516,0.10188340897390058,8.915924206414162e-05,6,1,Email
316869108,1,3,4298,83,774.2882478550778,46240.18146220317,145810.41883045743,1,0,0,0,3,0.3983516483516484,0.6148148148148148,0.24373369626857208,0.41690521266567543,0.10188340897390058,8.915924206414162e-05,6,1,Email
17900186,4,1,2069,46,911.8258755048904,20076.18755070023,5888.741837455222,0,1,0,1,3,0.6181318681318682,0.34074074074074073,0.11733015764999433,0.38467401676996776,0.10188340897390058,8.915924206414162e-05,6,1,Email
713214924,1,5,2403,84,573.8764788675918,30629.71250181979,139194.87862550523,1,2,0,1,1,0.42582417582417587,0.6222222222222222,0.1362708404219122,0.3978775891229107,0.10188340897390058,8.915924206414162e-05,6,1,Email
310405007,4,3,4723,77,553.2936818932411,14369.538823949228,123927.62453443128,1,1,1,0,3,0.2912087912087912,0.5703703703703704,0.2678348644663718,0.36794508693453915,0.10188340897390058,8.915924206414162e-05,6,1,Email
457470137,2,3,4601,74,744.6146221898657,35440.59595343724,141651.4910867874,0,0,0,1,0,0.7087912087912087,0.5481481481481482,0.2609164114778269,0.526235851404276,0.10188340897390058,8.915924206414162e-05,6,1,Email
794784633,1,6,4478,77,797.5058007870906,52734.88583048867,120868.35336593469,1,1,0,1,1,0.8269230769230769,0.5703703703703704,0.2539412498582284,0.5780627168378104,0.10188340897390058,8.915924206414162e-05,6,1,Email
848169947,1,3,4439,86,561.7383191449184,29824.25803193825,245428.8512077267,1,1,0,1,0,0.2005494505494505,0.6370370370370371,0.2517296132471362,0.3468497753050322,0.10188340897390058,8.915924206414162e-05,6,1,Email
40481937,3,6,14535,47,382.2144037982326,32640.95574597954,133430.7274693697,1,2,0,0,2,0.12637362637362637,0.34814814814814815,0.8242599523647499,0.40227188070332,0.10188340897390058,8.915924206414162e-05,6,1,Email
590198488,4,4,1507,49,774.3997688746506,23056.785289616662,128837.95382777209,0,1,2,0,1,0.33791208791208793,0.362962962962963,0.08545990699784507,0.2696916961530776,0.10188340897390058,8.915924206414162e-05,6,1,Email
63185463,2,5,4476,80,791.3208000224977,38549.11194149146,137161.69713382787,1,1,1,0,2,0.14010989010989006,0.5925925925925926,0.25382783259612113,0.3099700836005701,0.10188340897390058,8.915924206414162e-05,6,1,Email
949607262,4,2,5223,74,736.3691534747255,41615.80262303355,103554.771979872,1,1,1,1,3,0.40384615384615385,0.5481481481481482,0.29618917999319494,0.4148396599808645,0.10188340897390058,8.915924206414162e-05,6,1,Email
256078218,4,2,2369,37,762.362678008253,47769.11348260894,191902.45091878317,1,2,1,1,2,0.0027472527472527375,0.2740740740740741,0.13434274696608825,0.12362394741094979,0.10188340897390058,8.915924206414162e-05,6,1,Email
628661282,1,2,15607,128,722.3968843087338,40677.50071023742,235161.87970448556,1,1,2,0,2,0.3159340659340659,0.9481481481481482,0.8850516048542588,0.6763335522743484,0.10188340897390058,8.915924206414162e-05,6,1,Email
60974075,3,3,9797,49,571.2956969626897,30291.12897172907,144521.09578480135,1,1,0,0,3,0.7747252747252747,0.362962962962963,0.5555744584325735,0.5854513363087709,0.10188340897390058,8.915924206414162e-05,6,1,Email
297892847,3,3,4656,88,192.6607189408167,44326.72288556874,144049.29818978257,1,1,2,1,1,0.8901098901098901,0.6518518518518519,0.2640353861857775,0.6308101274552449,0.10188340897390058,8.915924206414162e-05,6,1,Email
729288538,3,4,4311,80,801.8417569753587,31733.54984729822,27199.63749925021,1,0,2,1,0,0.9587912087912088,0.5925925925925926,0.2444709084722695,0.6346355338359422,0.10188340897390058,8.915924206414162e-05,6,1,Email
29004143,4,4,2005,43,539.0128244071311,20590.175416896287,76735.8363959931,1,0,2,0,2,0.3791208791208791,0.31851851851851853,0.11370080526256096,0.2813141487826755,0.10188340897390058,8.915924206414162e-05,6,1,Email
474082096,4,5,7939,76,478.4676482926641,27203.41101219389,133856.6874920147,1,0,2,1,2,0.9230769230769231,0.562962962962963,0.4502098219348985,0.6731826047001277,0.10188340897390058,8.915924206414162e-05,6,1,Email
316338969,0,3,1692,44,896.8756267751487,10859.512803838948,194691.62833281164,1,1,2,0,2,0.967032967032967,0.32592592592592595,0.09595100374276964,0.5133762657137955,0.10188340897390058,8.915924206414162e-05,6,1,Email
760977530,3,3,7837,26,564.6855780482805,33740.80820883679,-27789.958055583003,1,1,1,0,1,0.40934065934065933,0.1925925925925926,0.4444255415674266,0.3548417039842695,0.10188340897390058,8.915924206414162e-05,6,1,Email
958080583,0,3,1417,81,845.6994057365785,37864.39258120816,11873.239463500957,1,0,2,1,0,0.9258241758241759,0.6,0.08035613020301689,0.5744365093905753,0.10188340897390058,8.915924206414162e-05,6,1,Email
593064002,4,3,1516,39,483.18318089375714,-922.961785794476,236099.8294882805,1,2,0,1,2,0.09890109890109888,0.28888888888888886,0.0859702846773279,0.15201819163030456,0.10188340897390058,8.915924206414162e-05,6,1,Email
424236939,4,4,5393,85,432.0054147370721,36566.27505208923,116629.29312831552,1,1,0,0,2,0.3928571428571429,0.6296296296296297,0.3058296472723148,0.4377806402134405,0.10188340897390058,8.915924206414162e-05,6,1,Email
935829531,4,3,4234,73,552.319218535968,15033.55372525974,121800.68844503228,1,0,0,1,3,0.7637362637362637,0.5407407407407407,0.24010434388113872,0.5397480308810694,0.10188340897390058,8.915924206414162e-05,6,1,Email
756837072,3,2,8273,72,742.9452307558614,46943.37228628124,264399.14348041394,1,1,1,1,3,0.40384615384615385,0.5333333333333333,0.46915050470681635,0.46228361295050646,0.10188340897390058,8.915924206414162e-05,6,1,Email
716214108,2,1,4892,80,617.4924496256627,28692.027730724025,79720.49458454837,0,1,2,1,2,0.6785714285714286,0.5925925925925926,0.277418623114438,0.5324319361406806,0.10188340897390058,8.915924206414162e-05,6,1,Email
629836916,0,3,2041,116,331.5530681879095,17111.69065810452,158502.5966798806,1,0,2,1,1,0.48351648351648346,0.8592592592592593,0.11574231598049223,0.48590706597851885,0.10188340897390058,8.915924206414162e-05,6,1,Email
708501783,0,6,1868,40,279.842154398676,20550.026552421517,43297.54414475818,0,1,1,1,0,0.8131868131868132,0.2962962962962963,0.1059317228082114,0.4459431310060776,0.10188340897390058,8.915924206414162e-05,6,1,Email
500577747,3,5,3646,81,663.6179025263966,24150.20640657056,115168.31196902842,1,1,1,1,3,0.3296703296703297,0.6,0.20675966882159463,0.3738960325146103,0.10188340897390058,8.915924206414162e-05,6,1,Email
889909623,1,3,8611,67,710.125605836163,16850.22309731065,49975.08911636444,1,0,1,1,2,0.6098901098901099,0.4962962962962963,0.4883180220029488,0.5393403394458175,0.10188340897390058,8.915924206414162e-05,6,1,Email
231946922,3,4,4415,84,881.9870625418373,14135.672447776822,92663.41558095971,1,2,0,0,0,0.44780219780219777,0.6222222222222222,0.2503686061018487,0.44089812761810043,0.10188340897390058,8.915924206414162e-05,6,1,Email
746577931,3,6,2764,50,501.4862614152676,34732.107483609245,60802.72606579347,1,1,0,1,2,0.12637362637362637,0.37037037037037035,0.15674265623227857,0.20868335853024522,0.10188340897390058,8.915924206414162e-05,6,1,Email
249085047,4,3,5139,77,530.6488876598276,26364.7555193891,57037.49841016584,1,2,0,0,0,0.33241758241758246,0.5703703703703704,0.29142565498468864,0.39150584057355076,0.10188340897390058,8.915924206414162e-05,6,1,Email
711720408,4,1,15211,129,428.05526043412846,41095.28377509055,79357.89110779492,1,1,0,0,2,0.5879120879120879,0.9555555555555556,0.8625949869570149,0.7806099979186063,0.10188340897390058,8.915924206414162e-05,6,1,Email
23995047,4,4,3863,84,685.4670169027542,31635.532077323125,83696.83149587124,0,2,0,1,2,0.016483516483516536,0.6222222222222222,0.2190654417602359,0.25897970578814405,0.10188340897390058,8.915924206414162e-05,6,1,Email
658376338,3,4,4304,52,469.0075942174574,36458.46259499728,79070.57730276298,1,0,1,1,2,0.3626373626373627,0.3851851851851852,0.24407394805489396,0.33383268502696883,0.10188340897390058,8.915924206414162e-05,6,1,Email
745273143,4,1,3907,91,602.7781857143385,32991.60183687813,147335.09260119215,1,0,0,1,3,0.9120879120879121,0.674074074074074,0.22156062152659634,0.633525573515366,0.10188340897390058,8.915924206414162e-05,6,1,Email
967216402,3,5,7849,74,476.3318366356431,25297.877786155557,27254.851667069,1,1,2,1,2,0.9835164835164835,0.5481481481481482,0.4451060451400703,0.6913828513930589,0.10188340897390058,8.915924206414162e-05,6,1,Email
270849443,0,3,7088,82,589.3133449907848,1361.990791885455,226856.0115062478,0,1,0,1,2,0.7197802197802198,0.6074074074074074,0.40195077690824543,0.5907195432067838,0.10188340897390058,8.915924206414162e-05,6,1,Email
801578013,4,5,2520,42,436.7629291732983,46934.13324041726,71692.15459719006,1,0,2,1,0,0.9505494505494505,0.3111111111111111,0.14290575025518884,0.5164248386296701,0.10188340897390058,8.915924206414162e-05,6,1,Email
763576644,1,1,15747,126,612.4774026721967,379.913548741486,126779.5079415706,0,1,1,1,3,0.7087912087912087,0.9333333333333333,0.8929908132017693,0.8314137274770141,0.10188340897390058,8.915924206414162e-05,6,1,Email
712165467,4,4,4743,76,832.7460047598568,31492.68664713129,147213.0355465739,1,1,2,1,3,0.3296703296703297,0.562962962962963,0.2689690370874447,0.3814477318832542,0.10188340897390058,8.915924206414162e-05,6,1,Email
584714015,3,2,2802,84,812.0537101077393,5114.977470268794,-177.0284683420614,1,2,0,0,1,0.25,0.6222222222222222,0.15889758421231712,0.3343359419303618,0.10188340897390058,8.915924206414162e-05,6,1,Email
988867518,4,6,4491,84,505.70868449070247,14255.71555518758,133438.70197424525,1,0,2,1,3,0.44505494505494503,0.6222222222222222,0.25467846206192585,0.44109218330722244,0.10188340897390058,8.915924206414162e-05,6,1,Email
119931086,4,4,5063,98,647.0915632864836,14169.63528858846,209668.90729572417,1,0,0,1,2,0.06043956043956045,0.725925925925926,0.28711579902461154,0.32808834166098544,0.10188340897390058,8.915924206414162e-05,6,1,Email
561358946,3,3,4759,65,532.8362766991661,7652.238663693308,91882.93309453216,1,1,0,1,1,0.1648351648351648,0.48148148148148145,0.2698763751843031,0.2913414229338013,0.10188340897390058,8.915924206414162e-05,6,1,Email
539995797,4,1,4434,72,477.001029919746,28886.04138084761,143634.2672725279,1,1,2,0,2,0.6978021978021978,0.5333333333333333,0.251446070091868,0.5145547001484395,0.10188340897390058,8.915924206414162e-05,6,1,Email
640756132,4,1,8493,68,558.0090970097126,39694.88643173507,106061.19037145688,1,2,1,0,1,0.7692307692307692,0.5037037037037037,0.4816264035386186,0.6032913398650044,0.10188340897390058,8.915924206414162e-05,6,1,Email
710219658,4,4,4633,74,349.06295683062,21191.81198121969,245742.8775083838,1,2,0,1,2,0.016483516483516536,0.5481481481481482,0.26273108767154363,0.24985717733931417,0.10188340897390058,8.915924206414162e-05,6,1,Email
925450620,2,6,4351,90,594.4776688001485,54638.498287665534,81536.69840272353,1,0,0,0,1,0.36813186813186816,0.6666666666666666,0.24673925371441532,0.42127452336707183,0.10188340897390058,8.915924206414162e-05,6,1,Email
61596139,4,5,4229,56,884.0916691876289,7391.634633220579,207133.29805028468,1,1,0,1,0,0.33241758241758246,0.4148148148148148,0.23982080072587048,0.32935771762923854,0.10188340897390058,8.915924206414162e-05,6,1,Email
83893328,4,2,2173,52,528.2568040294316,-890.4269371226619,242814.02016201985,1,1,0,1,0,0.5302197802197802,0.3851851851851852,0.12322785527957356,0.3646118242273397,0.10188340897390058,8.915924206414162e-05,6,1,Email
32716480,3,3,1768,67,388.624008932873,12249.65743409937,242286.54811384127,1,0,0,1,0,0.3434065934065934,0.4962962962962963,0.10026085970284677,0.31632978416238033,0.10188340897390058,8.915924206414162e-05,6,1,Email
478785199,4,3,4844,119,583.1312287261999,23813.750161866068,78279.25206667291,0,0,0,1,1,0.4697802197802198,0.8814814814814815,0.274696608823863,0.5347655150036912,0.10188340897390058,8.915924206414162e-05,6,1,Email
366590893,4,3,4888,80,313.2077268778954,17554.825840195015,197176.03406806264,1,0,0,1,2,0.7967032967032968,0.5925925925925926,0.2771917885902234,0.5796166330361635,0.10188340897390058,8.915924206414162e-05,6,1,Email
649906731,4,4,4514,88,471.858104016652,26746.907750586848,90999.12759976392,1,2,2,0,2,0.6016483516483517,0.6518518518518519,0.2559827605761597,0.5130097243877442,0.10188340897390058,8.915924206414162e-05,6,1,Email
612650870,4,2,3209,56,718.3840475271352,31503.045563571715,69282.42459266217,1,1,2,1,0,0.8846153846153846,0.4148148148148148,0.1819779970511512,0.5328839974059436,0.10188340897390058,8.915924206414162e-05,6,1,Email
483600725,4,4,9098,44,493.82879473024,12452.416082044943,51458.03185972356,1,1,1,0,1,0.739010989010989,0.32592592592592595,0.5159351253260747,0.5481627109799958,0.10188340897390058,8.915924206414162e-05,6,1,Email
804007581,4,6,15001,134,762.5541019292539,13105.677452280428,62796.41944814698,1,1,2,0,0,0.5961538461538461,0.9925925925925926,0.8506861744357491,0.791445168570041,0.10188340897390058,8.915924206414162e-05,6,1,Email
144452124,4,2,1945,48,598.8826968592903,15242.143523857192,23051.77691287546,0,0,0,0,1,0.05494505494505497,0.35555555555555557,0.11029828739934218,0.16173417486449132,0.10188340897390058,8.915924206414162e-05,6,1,Email
144730404,3,2,7794,82,801.719201382972,32795.37985540742,214958.42003694567,1,0,0,1,1,0.8186813186813187,0.6074074074074074,0.44198707043211977,0.6422908708243856,0.10188340897390058,8.915924206414162e-05,6,1,Email
784206151,2,6,2064,85,417.8155574816579,36567.56966034614,9122.26829619467,1,1,0,0,0,0.5796703296703296,0.6296296296296297,0.1170466144947261,0.45587100510543854,0.10188340897390058,8.915924206414162e-05,6,1,Email
761478833,4,3,7671,82,780.2338920373347,36835.47162428457,206481.37604632133,0,2,1,0,0,0.06868131868131866,0.6074074074074074,0.4350119088125213,0.340198322338506,0.10188340897390058,8.915924206414162e-05,6,1,Email
990270340,4,4,4200,114,576.7468301430522,14405.80079418602,152586.31170389432,1,1,0,0,3,0.25,0.8444444444444444,0.23817625042531473,0.4247862084609277,0.10188340897390058,8.915924206414162e-05,6,1,Email
435958487,3,4,4863,67,494.4694037313814,35731.50416443964,82527.84866044024,1,0,2,0,3,0.3626373626373627,0.4962962962962963,0.2757740728138823,0.3766760557879986,0.10188340897390058,8.915924206414162e-05,6,1,Email
184016403,4,2,7585,86,611.2873657789004,19029.374524711635,52998.08349300276,1,1,1,1,2,0.8791208791208791,0.6370370370370371,0.4301349665419077,0.6717999527220351,0.10188340897390058,8.915924206414162e-05,6,1,Email
746307146,4,5,5163,52,656.2755135450716,12899.511796017809,10888.513997775097,0,1,2,0,2,0.34065934065934067,0.3851851851851852,0.29278666212997617,0.3396552904582847,0.10188340897390058,8.915924206414162e-05,6,1,Email
968451626,0,3,1909,31,594.7526946923621,22518.722749865134,25906.4023096762,1,1,1,1,3,0.9148351648351648,0.22962962962962963,0.10825677668141091,0.46729998782737814,0.10188340897390058,8.915924206414162e-05,6,1,Email
949615738,2,3,3784,77,819.0180875687487,40054.84058251573,65973.3246856587,1,1,0,1,2,0.18681318681318682,0.5703703703703704,0.21458545990699784,0.31021202380848517,0.10188340897390058,8.915924206414162e-05,6,1,Email
275669224,4,3,3071,80,461.1034301496175,30517.930090551712,119997.25487540936,1,0,0,1,0,0.5851648351648351,0.5925925925925926,0.17415220596574799,0.4640893736334362,0.10188340897390058,8.915924206414162e-05,6,1,Email
214357562,4,3,4988,51,540.1001524635014,11005.12599991716,280544.4338502486,0,2,1,1,1,0.06043956043956045,0.37777777777777777,0.28286265169558805,0.2223679530178339,0.10188340897390058,8.915924206414162e-05,6,1,Email
851769605,4,3,1543,90,666.0036715713479,22648.18272679732,174376.1917575888,1,2,2,0,3,0.7005494505494505,0.6666666666666666,0.08750141771577634,0.506470205534513,0.10188340897390058,8.915924206414162e-05,6,1,Email
970339735,4,2,1984,43,807.04212501696,9486.691314812231,205407.93208395815,1,1,0,1,1,0.6291208791208791,0.31851851851851853,0.11250992401043439,0.3809568844070375,0.10188340897390058,8.915924206414162e-05,6,1,Email
74417178,1,5,4291,94,453.2335951774624,45876.866139925725,95388.54385168152,1,1,0,0,1,0.4807692307692307,0.6962962962962963,0.24333673585119656,0.47419760195194016,0.10188340897390058,8.915924206414162e-05,6,1,Email
372828429,4,4,2430,42,512.942853231457,-4696.116955312085,99075.26644631974,1,1,0,1,2,0.5302197802197802,0.3111111111111111,0.13780197346036066,0.34676183745935363,0.10188340897390058,8.915924206414162e-05,6,1,Email
502524069,3,4,2157,47,687.3759857538016,39145.10587989377,57961.54591322414,1,0,0,1,3,0.46153846153846156,0.34814814814814815,0.12232051718271521,0.32575598421464363,0.10188340897390058,8.915924206414162e-05,6,1,Email
491477117,4,3,3487,62,833.008421781359,39459.68507449207,125105.0865871527,0,1,0,1,0,0.6730769230769231,0.45925925925925926,0.19774299648406488,0.4663314459537665,0.10188340897390058,8.915924206414162e-05,6,1,Email
148417962,4,4,15425,87,775.8578947233832,36047.84506048745,75384.26363870918,1,1,1,1,2,0.46703296703296704,0.6444444444444445,0.8747306340024952,0.6425657103472687,0.10188340897390058,8.915924206414162e-05,6,1,Email
570920839,3,3,1489,38,296.998602385529,6016.392800406062,30674.59558984227,1,1,1,1,0,0.16758241758241754,0.2814814814814815,0.08443915163887944,0.1768091569690753,0.10188340897390058,8.915924206414162e-05,6,1,Email
711142308,1,3,2572,65,450.739797759401,13588.237290450066,107682.88598328058,1,0,0,0,3,0.6318681318681318,0.48148148148148145,0.14585459906997844,0.4409480769126907,0.10188340897390058,8.915924206414162e-05,6,1,Email
717291333,3,2,15110,113,383.130974160604,30195.545873131065,199422.18942457248,1,0,2,0,0,0.554945054945055,0.837037037037037,0.8568674152205966,0.7301493576553122,0.10188340897390058,8.915924206414162e-05,6,1,Email
238529227,3,4,4408,75,954.5351868953336,28357.50382002447,124478.77489615943,1,2,2,0,0,0.1648351648351648,0.5555555555555556,0.24997164568447316,0.3075922263060745,0.10188340897390058,8.915924206414162e-05,6,1,Email
820638837,3,3,1692,33,654.4163773889845,19622.1799097928,207799.12622917184,1,1,2,1,3,0.6565934065934066,0.24444444444444444,0.09595100374276964,0.36475599709352685,0.10188340897390058,8.915924206414162e-05,6,1,Email
745528185,2,4,7390,81,404.6396964350637,-16474.22181644667,66496.26772778165,1,0,0,1,1,0.019230769230769273,0.6,0.4190767834864466,0.3134153427382417,0.10188340897390058,8.915924206414162e-05,6,1,Email
960787540,1,1,13956,124,568.598987834124,31019.572137731917,79692.21371402434,1,2,0,0,1,0.771978021978022,0.9185185185185185,0.7914256549846886,0.8217744608421709,0.10188340897390058,8.915924206414162e-05,6,1,Email
850200378,4,4,4784,86,453.41736380147137,35396.484619357405,117130.03887200044,1,0,2,0,2,0.9203296703296704,0.6370370370370371,0.2712940909606442,0.6406312065311726,0.10188340897390058,8.915924206414162e-05,6,1,Email
29603737,4,3,4174,91,734.3897782718541,34203.089192610314,237154.02616929007,1,1,0,1,0,0.13461538461538458,0.674074074074074,0.23670182601791992,0.32707892387375204,0.10188340897390058,8.915924206414162e-05,6,1,Email
905157508,4,5,4773,82,889.4339204130965,21339.35710607045,110664.79449614126,1,0,0,1,2,0.5521978021978022,0.6074074074074074,0.2706702960190541,0.48430243190705935,0.10188340897390058,8.915924206414162e-05,6,1,Email
958215527,2,4,3478,82,587.873455442327,17704.455387464768,71893.16954826808,1,1,0,1,2,0.01098901098901095,0.6074074074074074,0.19723261880458207,0.2457876122592012,0.10188340897390058,8.915924206414162e-05,6,1,Email
717813558,4,1,1334,38,660.0252333023273,15821.275026614932,114577.72364643984,1,2,0,1,1,0.771978021978022,0.2814814814814815,0.07564931382556425,0.4159304473833225,0.10188340897390058,8.915924206414162e-05,6,1,Email
436459322,4,2,8021,70,437.9435859331593,7794.686766667433,309920.42264923,1,2,2,1,1,0.9835164835164835,0.5185185185185185,0.4548599296812975,0.6854201278665382,0.10188340897390058,8.915924206414162e-05,6,1,Email
311589549,3,3,1697,41,681.1709927502761,24862.207000861126,2002.400387266709,1,1,2,0,2,0.5494505494505495,0.3037037037037037,0.09623454689803788,0.33976169496074227,0.10188340897390058,8.915924206414162e-05,6,1,Email
400320297,4,4,2630,54,402.54852436446447,43117.56890239876,144634.40913785782,1,1,1,0,2,0.11263736263736268,0.4,0.14914369967108995,0.20979805495627205,0.10188340897390058,8.915924206414162e-05,6,1,Email
803415183,3,3,4614,76,512.1617752524855,32045.883487713138,178326.54698182433,1,0,0,1,3,0.6895604395604396,0.562962962962963,0.26165362368152434,0.523209151817522,0.10188340897390058,8.915924206414162e-05,6,1,Email
719994349,4,6,4529,88,685.1693659336645,14927.623600425612,210496.50515536097,1,1,1,0,2,0.3076923076923077,0.6518518518518519,0.25683339004196437,0.39568249564506797,0.10188340897390058,8.915924206414162e-05,6,1,Email
482631613,4,4,4964,72,759.3308724444577,15795.400412668438,41075.18098768487,1,1,2,1,3,0.7582417582417582,0.5333333333333333,0.2815016445503006,0.5477471966617935,0.10188340897390058,8.915924206414162e-05,6,1,Email
773236983,1,4,1839,29,505.26997774978094,45711.33902656309,142312.8244271264,1,2,0,1,3,0.10164835164835162,0.21481481481481482,0.10428717250765566,0.1363899368560818,0.10188340897390058,8.915924206414162e-05,6,1,Email
370544081,2,5,4963,64,359.5004170150676,29111.32926134029,9512.027829261351,1,1,0,0,3,0.4148351648351648,0.4740740740740741,0.2814449359192469,0.3925897689320622,0.10188340897390058,8.915924206414162e-05,6,1,Email
939896791,4,5,3178,70,619.1589292305121,52719.06704435196,163001.42500799766,1,0,1,1,2,0.9697802197802198,0.5185185185185185,0.18022002948848814,0.5975336523141899,0.10188340897390058,8.915924206414162e-05,6,1,Email
41734880,1,3,2947,40,420.321484608392,45895.024125526885,93069.15925681608,1,0,0,1,3,0.8021978021978022,0.2962962962962963,0.16712033571509582,0.4599041104825385,0.10188340897390058,8.915924206414162e-05,6,1,Email
917038013,4,2,7844,125,557.7371600743323,35191.70643798995,183955.9993598909,1,1,2,0,1,0.7472527472527473,0.9259259259259259,0.4448225019848021,0.7101256272743173,0.10188340897390058,8.915924206414162e-05,6,1,Email
268381398,2,4,4672,76,146.02749279529388,28251.573318407045,40639.88617574159,1,2,0,0,0,0.6043956043956045,0.562962962962963,0.2649427242826358,0.4901299479319214,0.10188340897390058,8.915924206414162e-05,6,1,Email
923747135,3,5,3803,79,463.19012037063067,20912.05875719255,18619.66046914099,1,1,1,1,2,0.2554945054945055,0.5851851851851851,0.21566292389701713,0.3424522349224629,0.10188340897390058,8.915924206414162e-05,6,1,Email
451315763,4,2,8668,117,140.79273920374015,45126.355495806594,269648.90784175816,1,0,0,0,2,0.09615384615384615,0.8666666666666667,0.4915504139730067,0.44592666265344044,0.10188340897390058,8.915924206414162e-05,6,1,Email
806389085,1,6,1845,29,743.9707750550269,15611.208701885307,118212.38031878858,1,1,1,1,3,0.3351648351648352,0.21481481481481482,0.10462742429397755,0.2298986057985718,0.10188340897390058,8.915924206414162e-05,6,1,Email
566266783,1,2,7889,87,413.3978635087594,19610.80448550272,182317.0275686832,0,1,0,1,3,0.7664835164835164,0.6444444444444445,0.44737439038221616,0.6341390570414048,0.10188340897390058,8.915924206414162e-05,6,1,Email
156357107,1,4,3069,69,801.6283533006801,29676.21564064996,30082.712734354456,1,0,0,1,0,0.9010989010989011,0.5111111111111111,0.1740387887036407,0.565984530383986,0.10188340897390058,8.915924206414162e-05,6,1,Email
738255773,4,1,16310,86,423.3708231023888,23670.31484441512,93655.09693576585,1,1,2,1,0,0.6538461538461539,0.6370370370370371,0.9249177724849722,0.7301249043950644,0.10188340897390058,8.915924206414162e-05,6,1,Email
715352883,1,3,5176,71,551.3796808599492,34060.31907657423,88664.1629428654,1,0,1,1,1,0.8516483516483516,0.5259259259259259,0.2935238743336736,0.5864942807372205,0.10188340897390058,8.915924206414162e-05,6,1,Email
34078747,4,4,8360,80,546.6144379206312,12639.359440101309,172242.8099927178,1,0,0,1,2,0.5192307692307692,0.5925925925925926,0.4740841556084836,0.5276953321526305,0.10188340897390058,8.915924206414162e-05,6,1,Email
564713680,4,4,5027,85,585.8077812815262,17941.373821032776,-9626.012544929428,1,1,2,0,1,0.478021978021978,0.6296296296296297,0.2850742883066803,0.4656199665896842,0.10188340897390058,8.915924206414162e-05,6,1,Email
778999903,2,2,8698,77,781.1719930470229,4597.347003478863,204307.7142872737,1,1,1,1,2,0.052197802197802234,0.5703703703703704,0.4932516729046161,0.3399657338616168,0.10188340897390058,8.915924206414162e-05,6,1,Email
762995540,4,4,4589,66,683.0683541417875,14874.31840608157,50077.88698823529,0,2,0,1,2,0.04670329670329665,0.4888888888888889,0.2602359079051832,0.2434187577195403,0.10188340897390058,8.915924206414162e-05,6,1,Email
574040231,3,2,7476,74,561.4288811152878,-7614.64619979334,103512.72818240269,1,1,2,1,1,0.8104395604395604,0.5481481481481482,0.42395372575706025,0.6158063863473867,0.10188340897390058,8.915924206414162e-05,6,1,Email
194677608,4,2,8517,83,758.195022848115,19838.825370086728,30023.348154847397,1,1,1,1,2,0.31868131868131866,0.6148148148148148,0.4829874106839061,0.4568131951221437,0.10188340897390058,8.915924206414162e-05,6,1,Email
948016481,1,4,1334,37,719.4245042845548,7750.49503784331,138439.69266857384,1,2,1,1,0,0.5192307692307692,0.2740740740740741,0.07564931382556425,0.3126093240621992,0.10188340897390058,8.915924206414162e-05,6,1,Email
464529306,2,4,4727,80,566.1111522657222,39302.24616059923,299408.6644128287,1,1,0,1,2,0.09890109890109888,0.5925925925925926,0.26806169899058635,0.29775672703539324,0.10188340897390058,8.915924206414162e-05,6,1,Email
776028746,4,3,2889,47,764.1554944580182,18472.93774155087,124897.34367834569,1,1,0,1,0,0.49725274725274726,0.34814814814814815,0.16383123511398434,0.3524949138797387,0.10188340897390058,8.915924206414162e-05,6,1,Email
866519677,4,2,8996,117,688.8116457851858,20124.70616533977,46717.13559354268,1,1,2,0,1,0.26648351648351654,0.8666666666666667,0.5101508449586027,0.5196386600809875,0.10188340897390058,8.915924206414162e-05,6,1,Email
335205496,1,2,2075,49,441.4331839416951,35559.54690174697,289648.96973218065,1,1,2,1,3,0.9395604395604396,0.362962962962963,0.11767040943631621,0.5200141875439596,0.10188340897390058,8.915924206414162e-05,6,1,Email
59248798,4,2,5037,83,648.086073896472,274.9013374272545,138075.42076953623,1,0,2,1,2,0.47527472527472525,0.6148148148148148,0.2856413746172167,0.4602467469394995,0.10188340897390058,8.915924206414162e-05,6,1,Email
468290477,4,3,3459,52,398.68602908093646,30534.88177033935,131695.72871394854,1,2,1,1,2,0.739010989010989,0.3851851851851852,0.19615515481456278,0.47000649760432,0.10188340897390058,8.915924206414162e-05,6,1,Email
