CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Churned,Time
12082805,4,1,3080,45,322,30715,78775,0,0,0,1,2,0,2024-01-08
669855543,3,3,1851,45,795,30115,264510,0,0,2,0,0,1,2024-01-08
696417093,0,1,1035,18,622,4946,38534,1,0,2,1,1,0,2024-01-08
272244806,0,3,1958,18,517,30392,242541,1,1,2,1,2,0,2024-01-08
729892033,2,1,1641,18,336,16868,82827,0,2,0,1,3,0,2024-01-08
514101974,3,3,2101,79,837,11317,82772,1,0,1,0,3,0,2024-01-08
26494075,2,5,1752,43,507,42630,66441,0,1,2,1,0,0,2024-01-08
614852121,1,5,1323,39,704,17264,211881,1,1,2,1,3,0,2024-01-08
139016441,3,1,2110,79,845,10732,57931,0,1,0,1,0,0,2024-01-08
120704165,3,3,1940,68,660,25252,38905,1,2,0,1,2,0,2024-01-08
261715494,4,5,2412,57,541,8417,231827,1,1,0,1,1,0,2024-01-08
514289371,1,5,1965,81,559,38724,233300,0,0,1,1,0,0,2024-01-08
126046840,2,5,2447,83,582,28700,255730,0,1,1,1,1,0,2024-01-08
882622680,4,3,1681,90,512,39054,82177,1,2,0,0,0,0,2024-01-08
79133134,1,5,1107,45,594,42599,268173,0,0,2,0,3,0,2024-01-08
257300469,1,3,3000,74,453,4540,196628,1,0,0,0,2,0,2024-01-08
114467111,4,3,1931,74,794,11719,72940,0,0,1,1,3,1,2024-01-08
917756350,4,3,1938,50,505,47463,215284,1,1,1,1,0,0,2024-01-08
971135175,4,3,1688,56,726,12469,157608,0,1,1,1,2,0,2024-01-08
534384707,4,3,2128,41,845,11840,173647,1,0,2,0,1,0,2024-01-08
269892171,2,5,2195,41,421,835,160099,1,1,2,0,3,0,2024-01-08
160955059,2,1,1685,88,488,35401,20884,1,0,0,0,3,0,2024-01-08
515186963,0,3,3075,57,385,36313,220593,1,1,2,0,2,0,2024-01-08
780685092,0,1,919,66,325,49169,146132,1,2,2,1,0,0,2024-01-08
339234322,0,3,2776,45,351,8734,128033,1,0,1,0,3,0,2024-01-08
965526245,2,1,1585,52,471,40722,197184,0,2,1,1,2,0,2024-01-08
870496717,1,3,3238,38,649,34606,45850,0,0,1,1,1,0,2024-01-08
113585878,4,1,3448,41,391,25094,215147,0,2,0,0,0,0,2024-01-08
681931210,0,3,1046,65,734,48363,143687,1,1,0,0,0,0,2024-01-08
636749520,3,3,1288,65,837,38642,79356,1,2,0,0,2,0,2024-01-08
867109923,3,3,2219,50,815,26593,157302,0,1,1,1,0,0,2024-01-08
486826565,0,1,1560,65,841,13463,217850,1,1,2,0,3,0,2024-01-08
467166361,0,1,1504,79,591,460,297645,1,2,2,0,3,0,2024-01-08
791444353,0,5,2943,90,395,38601,74267,0,2,2,0,0,0,2024-01-08
541233012,3,1,3408,74,711,14086,148164,1,1,0,1,1,0,2024-01-08
632344250,1,1,2202,23,590,49201,245014,1,0,2,1,0,1,2024-01-08
524808404,3,3,1344,39,442,45853,126968,0,1,1,1,3,0,2024-01-08
102266026,0,5,2928,77,335,45145,161523,1,0,2,0,3,0,2024-01-08
189588697,3,5,1500,72,558,26176,146129,1,2,1,0,0,0,2024-01-08
513511900,0,5,3373,36,346,6456,38055,1,2,1,0,3,0,2024-01-08
26457094,2,1,3386,90,713,28652,296922,0,1,1,0,0,0,2024-01-08
957435990,1,3,1019,18,486,37171,106790,0,0,1,0,0,0,2024-01-08
141827926,1,1,964,27,762,47386,15748,1,0,0,1,1,0,2024-01-08
596172102,4,1,3091,32,442,8971,130351,0,2,0,1,1,0,2024-01-08
739692933,0,3,2166,70,670,13854,135964,0,2,1,0,3,0,2024-01-08
572552037,2,3,1724,77,771,13808,33576,0,0,1,1,0,0,2024-01-08
653476275,1,1,3373,27,345,40553,79811,1,1,1,1,1,0,2024-01-08
804799462,3,3,1670,19,501,49627,147913,0,0,0,0,0,0,2024-01-08
870070830,2,5,2012,72,518,16599,246969,1,1,1,0,0,1,2024-01-08
72432422,4,5,1248,43,783,11543,117122,1,1,0,1,3,0,2024-01-08
308046867,4,1,2581,43,657,27952,88667,0,0,1,0,0,0,2024-01-08
284209960,0,5,2894,19,424,43070,150212,1,0,0,0,2,0,2024-01-08
406776271,3,1,3513,74,808,47185,252185,0,1,1,0,3,0,2024-01-08
363567931,3,1,3549,48,317,40755,89527,1,2,1,1,2,0,2024-01-08
710623552,4,3,1219,68,841,26106,207495,1,0,2,0,0,0,2024-01-08
248875491,0,5,1185,79,650,26802,147875,1,2,2,0,2,0,2024-01-08
300910006,3,3,1866,83,349,8019,100521,1,2,1,0,2,0,2024-01-08
80998254,2,5,1538,23,457,38381,208783,0,2,0,1,2,0,2024-01-08
630251834,4,1,1426,39,450,39495,136325,0,2,2,0,3,0,2024-01-08
808053870,1,1,3433,85,714,25127,266376,0,2,1,0,1,0,2024-01-08
646476716,2,1,2984,68,438,14566,251341,0,0,1,1,2,0,2024-01-08
475232716,4,5,1138,45,737,28617,173280,1,2,1,1,1,1,2024-01-08
193785076,4,1,2843,76,738,36636,164812,0,2,0,1,0,0,2024-01-08
12118806,0,3,1806,41,410,12905,199091,1,2,1,1,0,0,2024-01-08
940238474,1,1,1379,48,462,37544,64908,0,1,2,0,2,0,2024-01-08
615616439,3,5,1046,32,565,45669,194899,0,1,0,1,3,0,2024-01-08
840276653,4,1,1947,70,323,26101,282320,1,2,0,0,3,0,2024-01-08
148586280,4,3,2791,54,729,25637,283865,0,1,0,0,2,0,2024-01-08
194078586,3,3,3303,66,302,17305,253117,1,1,0,0,2,0,2024-01-08
639073638,2,3,3355,41,637,2377,14608,1,1,0,1,0,0,2024-01-08
541078213,4,5,3062,74,566,42590,77165,1,0,0,1,2,0,2024-01-08
66838720,3,3,3453,56,511,18055,293123,1,1,0,1,1,0,2024-01-08
430326330,3,3,982,79,727,40064,249860,1,0,2,1,0,0,2024-01-08
566850807,1,5,2810,41,301,32207,146812,1,0,1,0,3,0,2024-01-08
659584814,1,5,1782,27,409,17705,79059,0,1,1,1,1,0,2024-01-08
277045725,4,1,1382,47,352,18280,143774,0,2,0,0,0,0,2024-01-08
720185058,0,1,2067,52,571,30043,160132,1,1,0,1,0,0,2024-01-08
734065676,3,3,1583,74,555,22055,287219,1,0,2,0,1,0,2024-01-08
536089927,2,1,1062,72,505,26966,277006,1,0,1,0,3,0,2024-01-08
406688710,2,1,2351,27,829,32574,288937,1,1,1,1,2,0,2024-01-08
884992375,2,3,1006,45,429,43394,259537,0,0,0,1,2,0,2024-01-08
908347363,0,3,3200,43,353,19025,115560,0,1,1,1,2,0,2024-01-08
936413806,2,3,2537,81,598,43097,248000,0,2,1,1,0,0,2024-01-08
615079453,4,5,2986,27,469,22999,88918,0,1,2,0,2,0,2024-01-08
540511111,0,3,1558,77,322,14988,158611,1,0,2,0,1,0,2024-01-08
841229071,1,1,1962,70,391,25790,11138,0,2,2,0,1,0,2024-01-08
741824278,4,1,2439,57,648,23997,56083,1,1,2,0,0,0,2024-01-08
608415677,3,5,2367,74,750,47789,261796,0,2,0,0,3,0,2024-01-08
713121408,0,5,2146,28,720,49430,111740,1,1,1,1,2,0,2024-01-08
720480183,3,3,3406,54,780,35202,39171,1,0,2,1,2,0,2024-01-08
542746748,2,5,1643,57,768,35105,234881,1,2,2,1,1,0,2024-01-08
713070033,0,5,3348,72,505,32677,201559,1,1,1,1,3,0,2024-01-08
679184547,3,3,1315,43,609,48388,104662,0,1,0,1,0,0,2024-01-08
959805178,0,3,2700,34,363,35170,168901,0,2,1,0,3,1,2024-01-08
377562737,2,5,2727,85,497,39109,204621,0,0,0,1,0,0,2024-01-08
146828694,0,3,3286,72,365,24671,22213,0,0,0,0,1,0,2024-01-08
846664303,2,5,1545,19,454,20717,87424,1,1,1,1,1,0,2024-01-08
125111391,2,3,1312,59,326,17228,87576,1,0,1,0,2,0,2024-01-08
839212885,0,1,1241,59,504,42336,56827,1,0,2,1,2,0,2024-01-08
698551103,0,3,1346,83,389,16643,223679,0,1,2,1,2,0,2024-01-08
232348965,0,3,1252,41,525,15701,246713,1,1,0,0,3,0,2024-01-08
787558683,1,5,2646,23,664,4553,220819,0,2,2,1,0,0,2024-01-08
499147760,4,1,3218,70,815,16362,204515,1,2,1,1,3,0,2024-01-08
719159938,1,3,3460,52,813,31689,221914,1,2,0,1,1,0,2024-01-08
772047183,2,5,1902,70,634,30317,197563,1,0,0,1,2,0,2024-01-08
190471187,1,3,1536,56,446,49368,16064,0,2,2,1,0,0,2024-01-08
440200404,2,3,2409,63,421,18825,250563,1,0,0,1,0,1,2024-01-08
24652922,2,1,977,50,683,36677,191424,0,2,0,1,3,0,2024-01-08
893465669,3,1,2016,18,314,34569,148008,1,0,2,0,2,0,2024-01-08
779877858,2,3,1326,79,382,26479,131740,0,0,1,0,0,0,2024-01-08
714753258,4,5,2935,72,461,25104,6991,1,2,0,1,3,0,2024-01-08
685009994,3,1,1770,34,542,45871,109644,1,1,2,1,1,0,2024-01-08
479095106,4,5,1802,88,705,15285,111358,1,2,1,1,0,0,2024-01-08
934853709,3,1,1487,72,503,32480,46584,1,0,2,1,3,0,2024-01-08
658154551,3,5,2885,41,823,18822,30779,0,2,2,1,1,0,2024-01-08
760893171,4,5,1524,23,700,29490,161618,1,2,2,0,3,0,2024-01-08
155655308,2,1,1167,18,311,10106,230372,0,0,1,0,2,0,2024-01-08
672096981,1,3,3207,72,316,11409,229685,1,1,2,1,1,0,2024-01-08
964334257,0,1,3035,36,478,42659,197094,0,1,1,1,0,0,2024-01-08
714847983,4,5,2785,28,551,22493,77871,1,1,2,0,1,0,2024-01-08
857102786,1,1,2751,72,763,6568,9458,0,0,2,0,3,0,2024-01-08
715583283,3,1,1268,70,539,33425,169234,1,1,0,0,2,0,2024-01-08
390377543,2,3,1448,25,541,1537,44601,0,1,2,0,0,0,2024-01-08
916840893,2,1,2170,66,444,14816,218203,1,1,1,1,2,0,2024-01-08
314656627,2,3,2001,47,680,27871,196566,1,2,1,1,3,0,2024-01-08
998218082,0,3,2981,70,732,18901,147192,1,1,1,1,3,0,2024-01-08
718501983,4,1,2622,34,643,5160,103642,0,1,0,1,1,0,2024-01-08
719060510,1,3,2114,47,477,16316,34051,1,2,1,0,0,0,2024-01-08
732154673,3,3,1668,18,719,32622,59172,0,2,1,0,3,1,2024-01-08
715019883,4,5,1985,54,762,46658,80240,1,0,0,1,2,0,2024-01-08
904101053,4,1,3261,77,391,41725,224981,1,0,0,0,0,0,2024-01-08
340319890,1,3,3413,28,513,49646,133808,1,0,2,0,2,0,2024-01-08
165448163,0,5,2356,61,778,24367,181435,0,1,0,1,1,0,2024-01-08
586893196,2,5,1886,70,621,38389,202653,1,0,1,0,0,0,2024-01-08
820366126,2,5,2550,34,760,11703,242531,1,2,0,1,2,0,2024-01-08
174222244,3,3,1167,43,569,13151,183230,0,2,2,0,2,0,2024-01-08
281421300,4,5,2202,18,303,14585,91166,1,2,0,1,0,1,2024-01-08
287545083,2,3,1943,81,483,11575,225360,0,2,1,1,0,0,2024-01-08
793874018,1,5,1040,19,751,46844,247247,0,0,2,0,0,0,2024-01-08
936969323,4,3,2050,43,577,1437,91373,0,2,0,1,3,0,2024-01-08
576587777,4,3,3515,23,716,3305,51298,1,2,1,1,1,0,2024-01-08
758501615,3,1,1095,48,317,27926,22588,0,0,0,0,3,0,2024-01-08
348538356,2,5,2387,19,435,5354,73998,0,0,0,1,3,1,2024-01-08
771163876,0,3,2079,39,384,30354,293859,1,0,0,0,1,0,2024-01-08
40333030,0,1,915,30,525,45587,83609,1,2,0,1,0,0,2024-01-08
58248537,0,1,2291,25,786,38428,11328,1,1,0,0,2,0,2024-01-08
989062750,0,1,1500,85,842,1108,119616,0,1,2,1,0,1,2024-01-08
568867060,3,3,2231,63,367,41764,178425,1,0,0,1,0,0,2024-01-08
600713799,4,5,1730,32,340,49450,64629,0,2,2,0,0,0,2024-01-08
995864492,1,5,2973,72,613,35996,127400,1,2,0,1,2,1,2024-01-08
586334617,3,1,3520,52,762,29320,237057,1,0,1,0,0,0,2024-01-08
496759817,2,5,1808,38,698,31055,258216,1,1,0,1,0,0,2024-01-08
833653482,3,1,3158,54,624,41329,214967,0,0,0,0,2,0,2024-01-08
619531773,3,1,1605,77,435,12525,255703,0,0,2,0,2,0,2024-01-08
517207725,3,1,1218,23,563,15433,244334,0,1,1,1,3,0,2024-01-08
789500837,4,1,2857,90,327,5976,71145,0,2,1,1,1,0,2024-01-08
976736231,2,5,2311,72,604,26609,191973,1,2,2,1,1,0,2024-01-08
223803472,2,1,1285,88,419,43813,22192,1,0,0,1,0,0,2024-01-08
713514267,3,5,1172,79,395,39486,256371,0,0,0,0,1,0,2024-01-08
420857475,2,3,3127,21,828,24085,83479,1,0,0,0,3,0,2024-01-08
667485219,4,5,1947,68,733,21699,1222,1,1,1,1,3,0,2024-01-08
196779647,3,3,2347,81,666,43571,68555,1,2,1,0,2,0,2024-01-08
819533943,2,5,1936,47,647,11193,241746,1,2,0,1,3,0,2024-01-08
664367159,4,1,2624,45,823,22021,209306,1,2,0,1,0,0,2024-01-08
256372306,2,5,946,25,639,39664,56971,1,1,1,1,1,0,2024-01-08
640217829,1,5,3196,86,844,24386,62404,0,0,1,0,1,0,2024-01-08
710297133,3,1,1810,74,809,29252,49385,1,0,0,0,2,0,2024-01-08
789744033,4,3,2267,41,754,48977,96032,0,2,2,0,3,0,2024-01-08
996295841,3,5,1627,65,377,36098,178956,0,0,1,0,3,0,2024-01-08
221918693,2,3,3125,34,844,26756,255844,0,2,0,1,2,1,2024-01-08
375897025,4,1,1478,30,528,7916,287903,0,2,0,1,2,0,2024-01-08
698815957,4,5,1371,90,594,26870,3466,0,0,0,1,3,0,2024-01-08
981061547,1,5,3156,18,611,8428,41902,0,1,1,1,3,0,2024-01-08
388471967,3,5,3205,45,833,12252,181693,0,0,2,0,3,0,2024-01-08
590350196,2,3,2407,25,437,45140,249165,0,1,2,0,3,0,2024-01-08
436908132,3,3,1994,74,658,12963,85724,0,2,2,0,2,0,2024-01-08
719929758,2,1,1643,19,724,9312,55249,0,0,2,1,0,0,2024-01-08
252083600,3,1,2244,45,447,46191,82886,1,1,2,1,1,0,2024-01-08
325582152,0,3,1969,74,714,5182,36006,0,1,2,1,0,0,2024-01-08
720837708,3,1,1047,18,663,41199,221086,1,2,0,0,0,0,2024-01-08
375927219,3,5,3571,76,348,39781,140570,1,2,0,1,2,0,2024-01-08
4736759,1,5,3475,72,587,22399,168090,1,2,2,0,3,0,2024-01-08
519014095,4,5,1871,41,442,1215,25416,0,2,2,1,0,0,2024-01-08
491032951,1,5,2293,36,825,9451,60765,0,0,1,0,2,0,2024-01-08
399262337,3,3,1733,50,733,11698,225725,1,2,1,1,0,0,2024-01-08
821576561,1,5,2016,50,673,19148,108948,1,0,2,0,0,0,2024-01-08
259904638,1,5,2510,81,497,20131,70239,1,2,2,1,0,0,2024-01-08
252161539,0,3,1301,70,643,46763,79537,1,1,1,0,1,0,2024-01-08
528534206,3,1,1958,68,547,28403,199456,0,0,0,1,0,0,2024-01-08
708614058,1,5,1154,38,730,19002,278331,1,2,0,1,1,0,2024-01-08
411559059,4,5,1724,50,775,45037,132692,1,0,2,1,2,0,2024-01-08
60729526,2,3,1844,83,565,21092,100546,0,0,0,1,3,0,2024-01-08
581219649,3,3,1828,39,806,3528,123873,0,0,1,0,3,0,2024-01-08
137227680,1,3,939,57,762,36772,21632,1,0,0,0,0,0,2024-01-08
979891039,4,5,1670,52,374,10385,142228,1,0,2,1,2,0,2024-01-08
379722556,2,1,3547,45,378,2929,286357,1,1,2,0,1,0,2024-01-08
178018673,1,5,1210,54,507,33116,88988,1,2,1,1,0,0,2024-01-08
266180400,3,5,2019,25,434,5009,210189,1,1,2,1,0,0,2024-01-08
739526402,0,1,1402,68,551,32532,279959,1,2,2,0,1,0,2024-01-08
52820789,2,1,2591,81,759,15669,203903,0,1,2,1,2,0,2024-01-08
643775828,1,5,2068,47,527,36203,43938,1,1,2,1,3,0,2024-01-08
547581041,1,3,1516,18,703,19571,8228,0,1,1,1,2,0,2024-01-08
180687933,0,3,2001,47,554,4351,114468,0,0,2,1,2,0,2024-01-08
666915727,3,5,3203,74,377,31864,167036,0,1,0,0,1,0,2024-01-08
691619040,1,3,1889,50,317,18647,20744,0,1,1,1,3,0,2024-01-08
839684447,3,1,2356,36,389,13874,20858,1,0,0,0,3,1,2024-01-08
232962852,0,1,2787,59,306,17777,184929,1,1,0,0,1,0,2024-01-08
222738244,0,3,1478,48,830,39143,51205,1,2,0,0,3,0,2024-01-08
746563443,3,1,1486,18,555,12829,143705,0,0,0,0,3,0,2024-01-08
826548708,2,3,2304,25,794,3209,251049,1,2,2,0,0,0,2024-01-08
545238329,3,5,2611,30,770,33663,231829,1,1,2,0,1,0,2024-01-08
713537733,4,5,2405,90,311,44830,47628,0,0,0,0,3,0,2024-01-08
49692747,2,3,1824,81,489,36150,138961,0,1,2,0,2,0,2024-01-08
718317258,2,3,1565,45,461,15538,112889,1,1,0,0,1,0,2024-01-08
716247708,4,3,3243,61,734,21456,141955,0,1,1,1,1,0,2024-01-08
779866458,1,5,1143,86,739,29458,140037,0,0,0,0,2,0,2024-01-08
551986686,2,5,3391,39,601,1844,159440,0,0,0,0,3,0,2024-01-08
793702518,0,5,2119,39,516,6502,296967,1,2,2,1,3,0,2024-01-08
677866410,1,5,2676,18,785,17202,83566,0,1,2,1,2,0,2024-01-08
539272863,1,5,2103,45,510,43371,249926,0,0,1,1,0,0,2024-01-08
819190477,2,5,3167,23,819,38941,233761,0,0,2,1,3,0,2024-01-08
655840159,0,3,2606,18,821,41355,143044,1,0,2,0,2,0,2024-01-08
711746133,4,1,1435,72,727,23128,197930,1,0,1,1,0,0,2024-01-08
449212944,3,3,3153,39,569,8369,297411,1,0,0,0,2,0,2024-01-08
712879158,1,5,2416,76,738,29781,145354,1,0,0,0,0,0,2024-01-08
717970158,1,1,1171,34,377,8057,284826,0,1,1,0,2,1,2024-01-08
358835133,2,5,1218,27,442,30330,275611,1,1,1,0,1,0,2024-01-08
769411758,0,3,1263,54,606,45583,240402,0,1,2,1,3,1,2024-01-08
705387822,1,1,3305,57,443,12014,213710,1,1,0,0,3,0,2024-01-08
323543678,2,1,3478,83,712,45501,241360,1,2,2,0,1,0,2024-01-08
446342845,1,1,917,50,794,36203,95071,0,2,2,0,2,0,2024-01-08
232888354,2,1,3480,56,786,17934,298087,0,1,2,1,3,0,2024-01-08
88822063,0,5,2186,68,827,21487,217645,0,0,1,0,3,0,2024-01-08
722763444,3,3,3390,43,481,44030,7174,1,1,1,0,1,0,2024-01-08
871506142,4,3,2423,83,354,20233,204871,1,2,2,1,3,0,2024-01-08
718178685,3,1,3267,36,802,22940,122508,0,2,0,0,0,0,2024-01-08
643509027,4,5,3567,52,391,10104,37429,1,1,0,1,3,0,2024-01-08
751120997,3,3,3022,86,334,22520,227302,0,0,1,0,2,0,2024-01-08
432809807,2,3,3328,90,513,23113,273141,0,1,0,1,3,0,2024-01-08
473038789,2,5,2975,21,658,19330,37035,1,1,0,1,1,0,2024-01-08
370339325,4,5,3207,39,510,33921,245601,1,0,1,0,1,0,2024-01-08
892318781,2,1,1120,88,844,44352,56247,0,0,0,1,2,0,2024-01-08
837966025,2,3,1140,74,380,10171,87683,1,2,2,0,3,0,2024-01-08
928333530,2,1,1366,21,380,16030,223034,0,2,2,1,0,0,2024-01-08
466864801,1,3,1634,54,838,9217,186552,0,1,0,1,0,0,2024-01-08
709014558,4,5,1185,56,488,48637,141699,1,0,0,0,0,0,2024-01-08
47084905,0,1,3330,41,398,13454,115019,1,0,0,1,2,0,2024-01-08
978216382,1,1,2242,77,569,21591,232604,0,1,2,1,3,0,2024-01-08
292362099,1,5,2374,18,352,12643,274107,1,0,2,1,2,0,2024-01-08
411755702,1,5,3596,76,743,29671,275177,1,2,1,0,3,0,2024-01-08
510936861,0,5,3107,63,818,39877,225563,1,2,0,0,1,0,2024-01-08
271316622,1,3,3303,39,352,22203,30427,0,2,1,0,2,0,2024-01-08
106616522,1,3,2582,52,434,19300,32843,1,1,0,0,0,0,2024-01-08
751816251,1,1,1629,52,582,13496,28870,0,0,1,1,2,0,2024-01-08
368928580,0,3,2023,27,839,10041,235915,0,1,1,0,2,0,2024-01-08
613097651,2,1,2260,34,702,38999,96247,0,0,1,1,0,0,2024-01-08
116795376,4,5,2369,52,669,18480,182983,0,0,2,1,3,0,2024-01-08
286109445,3,3,2953,38,573,2625,80739,1,0,1,1,2,0,2024-01-08
755003430,3,1,2924,43,310,26710,49595,0,2,0,1,0,0,2024-01-08
231695049,3,5,2465,90,492,15344,184361,1,1,2,1,0,0,2024-01-08
772207683,1,5,2995,85,603,33125,138835,1,0,0,1,3,0,2024-01-08
391987007,1,3,1960,77,493,35,26240,0,0,0,0,0,0,2024-01-08
712658283,3,3,2057,34,360,19226,62950,1,2,1,1,1,0,2024-01-08
749504164,3,5,3457,21,452,4571,65299,1,1,0,1,1,0,2024-01-08
539069215,3,5,2988,47,723,27795,186042,0,1,1,1,2,0,2024-01-08
857964345,2,5,2874,48,439,46911,289141,1,0,2,1,3,0,2024-01-08
289801089,0,3,3388,63,433,31819,156418,0,1,2,1,3,0,2024-01-08
787500333,1,5,3587,38,778,32421,239888,1,2,1,1,1,0,2024-01-08
429069549,4,1,2291,56,371,41521,133037,0,1,2,0,1,0,2024-01-08
201475846,1,3,3200,56,655,39359,270785,1,1,1,1,3,0,2024-01-08
36729931,3,3,3308,36,359,42271,86260,0,1,1,0,2,0,2024-01-08
555709148,2,3,2834,52,754,24347,233800,1,2,0,1,2,0,2024-01-08
209348765,0,5,3493,61,793,39548,140369,1,2,1,0,0,0,2024-01-08
4345817,3,3,3210,86,304,36231,103992,1,1,0,1,1,0,2024-01-08
367774669,0,3,1122,79,508,22108,45800,0,1,0,1,1,0,2024-01-08
782588434,2,1,932,57,600,38892,255668,1,0,0,0,1,0,2024-01-08
683894017,0,1,2114,88,324,48963,7856,1,2,2,0,3,0,2024-01-08
146673341,0,1,1174,65,538,11967,156163,0,2,0,0,1,0,2024-01-08
99802515,4,1,3359,32,627,8642,233805,1,0,0,0,0,0,2024-01-08
288033076,0,5,3498,79,558,44971,39793,0,0,0,1,3,0,2024-01-08
22577392,3,5,2888,63,725,40860,248524,1,2,1,0,3,0,2024-01-08
454270501,3,1,3321,19,658,48125,112426,1,1,1,1,1,1,2024-01-08
812273221,3,5,3495,36,736,32538,77849,1,2,2,0,0,0,2024-01-08
649747475,4,1,1524,77,706,3454,55327,1,1,1,1,0,1,2024-01-08
143171299,0,1,2079,77,844,33869,93245,0,2,0,0,1,0,2024-01-08
436038607,3,1,2438,48,470,41733,266256,1,1,1,1,3,0,2024-01-08
475469367,4,1,1496,70,847,35196,32510,0,1,2,0,2,0,2024-01-08
160115981,1,1,1076,43,378,23360,194750,0,2,0,0,0,0,2024-01-08
521505737,2,3,1925,79,808,32363,266599,1,0,2,1,3,0,2024-01-08
505824474,2,5,1806,36,431,25581,293144,0,0,1,0,3,0,2024-01-08
81818010,0,1,1701,90,304,29338,71159,0,1,1,0,2,0,2024-01-08
913544677,1,5,2827,38,792,21638,239153,1,0,2,0,1,0,2024-01-08
664215995,1,3,2447,65,575,42043,299173,0,1,2,1,1,0,2024-01-08
143567091,1,5,2001,86,696,22126,278159,1,2,2,1,3,0,2024-01-08
269157140,2,1,2307,79,533,44874,281699,0,1,0,1,0,0,2024-01-08
58361663,1,5,2905,43,363,42080,21464,0,0,0,0,0,0,2024-01-08
741136767,0,3,2577,56,830,18441,258495,1,0,1,1,0,0,2024-01-08
295033818,0,3,1185,66,848,27433,5141,0,1,2,1,3,0,2024-01-08
105939477,0,5,3229,36,783,27553,292248,0,1,1,0,3,0,2024-01-08
149719144,4,5,3426,47,348,5890,4556,0,2,0,1,2,0,2024-01-08
641233337,2,1,2483,74,673,25945,56932,1,0,1,1,3,0,2024-01-08
726211495,2,5,1962,79,727,38081,254339,1,0,1,0,3,0,2024-01-08
714594360,2,5,3545,65,561,28673,12911,1,2,1,0,1,0,2024-01-08
240064152,3,1,2329,54,838,24145,292584,1,1,0,1,3,0,2024-01-08
578987972,0,3,3089,48,517,13957,54334,1,0,0,1,3,0,2024-01-08
389390437,0,1,995,65,370,39000,213408,1,1,0,1,3,0,2024-01-08
49006157,2,3,2935,54,671,10813,284226,1,0,0,0,3,0,2024-01-08
422213699,2,1,2789,18,381,33472,220151,0,0,1,1,3,0,2024-01-08
204277738,2,3,2684,85,810,22108,273421,0,1,0,0,2,0,2024-01-08
399017718,3,5,3209,66,509,47713,298926,1,1,2,0,0,0,2024-01-08
233392562,3,5,2085,72,370,15279,296591,0,1,0,1,3,0,2024-01-08
6031604,3,5,3192,23,401,22745,250322,1,1,2,0,1,0,2024-01-08
960154994,2,3,2861,57,453,35822,268461,0,2,2,1,0,0,2024-01-08
15179114,0,3,3431,23,516,18819,176484,1,2,2,0,1,0,2024-01-08
719880408,2,3,2610,90,832,18710,243287,0,0,0,0,0,0,2024-01-08
330701327,2,3,2009,72,682,27131,255262,1,2,0,1,1,0,2024-01-08
784998108,0,1,2640,88,842,39643,286728,0,0,0,1,2,0,2024-01-08
373874971,2,3,2103,63,585,25849,209917,0,2,2,1,3,0,2024-01-08
430311422,1,3,3397,19,650,40955,14920,1,2,1,1,2,0,2024-01-08
102713000,4,3,2208,39,577,36831,169888,0,1,2,1,2,0,2024-01-08
717812133,0,5,921,38,334,22303,224979,0,0,0,0,2,0,2024-01-08
416327683,0,1,1069,27,437,6330,279687,1,1,1,0,1,0,2024-01-08
581079254,4,3,2810,39,493,15462,44906,0,2,1,0,0,0,2024-01-08
458058261,1,1,3431,21,490,34416,31535,0,0,1,0,1,1,2024-01-08
718043583,0,1,3612,63,519,13186,209290,1,0,1,1,0,0,2024-01-08
262206386,0,3,2524,18,820,16521,135664,0,2,2,0,1,0,2024-01-08
978524067,0,3,1657,25,624,43035,32610,1,1,0,1,2,0,2024-01-08
697538659,0,5,1469,45,783,37005,106651,0,2,2,1,3,0,2024-01-08
508738211,4,3,1120,81,625,42861,143640,0,1,1,1,2,0,2024-01-08
584318986,2,1,1585,57,592,36474,4774,0,1,0,1,0,0,2024-01-08
682762039,4,1,2257,86,788,37512,60159,1,1,1,1,3,0,2024-01-08
592550794,1,3,1746,79,594,40853,234107,0,2,2,0,1,1,2024-01-08
386738391,0,3,1172,79,479,26291,124787,0,1,2,1,3,0,2024-01-08
654781809,3,3,3337,57,360,33871,286527,1,2,0,1,2,0,2024-01-08
208856747,4,5,3243,39,769,15290,71940,1,1,1,1,1,0,2024-01-08
203305861,3,5,1143,77,674,43400,188715,1,2,1,1,3,0,2024-01-08
611764663,0,5,999,25,802,861,175497,0,1,1,1,0,0,2024-01-08
921455603,0,5,3156,86,360,48918,11552,1,1,0,1,2,0,2024-01-08
453902557,0,3,3484,77,663,24527,30396,0,2,2,0,3,0,2024-01-08
593299057,2,3,2282,50,662,134,265145,1,1,0,0,3,0,2024-01-08
676366830,3,3,2385,27,646,44885,101303,1,2,2,1,2,0,2024-01-08
670528588,2,3,2590,21,402,6733,31739,1,0,1,1,3,0,2024-01-08
776847061,1,1,2374,18,370,23174,102446,1,2,1,0,0,0,2024-01-08
334696617,0,1,2686,57,708,17441,272823,0,2,0,0,0,0,2024-01-08
995109769,1,1,1987,52,762,8357,239551,1,0,0,1,2,0,2024-01-08
452662436,2,5,2838,63,702,27807,284256,0,1,0,1,0,0,2024-01-08
30611024,3,1,1364,52,571,46360,234516,1,0,1,0,3,0,2024-01-08
