CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Churned,Time
708997833,1,1,1708,27,654,7261,270640,1,2,2,0,0,0,2024-01-15
751369007,0,3,971,50,538,19657,238002,1,0,0,0,2,0,2024-01-15
325184503,4,3,1613,47,438,46892,119047,0,0,0,1,0,0,2024-01-15
16985067,4,2,1128,43,329,19307,71918,1,0,2,0,1,0,2024-01-15
52406210,4,3,1235,48,728,40628,149108,0,1,1,1,3,0,2024-01-15
435740454,1,1,1282,22,398,17170,95762,1,0,0,0,0,1,2024-01-15
412600632,4,2,1900,24,767,36601,187552,1,1,1,1,3,1,2024-01-15
725904001,0,2,1621,46,630,14700,42386,1,2,0,1,3,0,2024-01-15
513023332,2,1,1687,19,327,25103,61797,1,0,2,1,2,0,2024-01-15
685700890,2,2,847,40,743,11907,174063,0,2,1,0,2,0,2024-01-15
714405183,1,2,1675,50,713,16772,154976,0,0,0,1,0,0,2024-01-15
182305972,1,1,804,43,661,43356,298060,1,2,1,1,2,0,2024-01-15
505675387,4,3,1316,28,486,35638,54815,1,2,1,1,3,0,2024-01-15
85319213,4,1,1337,18,430,30866,30346,1,2,1,0,2,0,2024-01-15
765095860,4,2,1528,10,566,12380,210137,1,2,2,0,2,0,2024-01-15
511763638,0,3,1277,43,328,13292,17349,0,1,2,1,2,1,2024-01-15
94593311,1,2,769,37,427,13069,181398,1,2,0,0,1,0,2024-01-15
246263730,0,1,1321,45,305,10373,219738,0,2,2,1,0,0,2024-01-15
712949733,3,1,820,40,450,38290,181860,0,2,0,1,0,0,2024-01-15
832772158,1,2,581,33,619,46978,234358,1,1,2,0,0,0,2024-01-15
973621270,1,1,874,37,823,23185,56702,1,0,2,1,3,0,2024-01-15
779098308,1,2,1472,37,549,44890,253881,0,2,0,0,3,0,2024-01-15
736530010,2,1,1885,45,377,14910,156210,0,2,0,0,2,1,2024-01-15
945646729,3,2,1214,27,329,45114,183101,1,0,2,0,0,0,2024-01-15
948625763,2,1,523,42,502,32963,125750,1,2,0,1,1,0,2024-01-15
746834129,3,1,1570,21,810,9018,123039,1,1,0,0,0,0,2024-01-15
703112656,1,2,688,11,565,32187,128876,0,0,0,0,3,1,2024-01-15
469483064,0,1,1510,27,816,18720,287003,1,0,1,0,0,0,2024-01-15
955814191,1,3,1270,26,642,34624,190787,0,1,1,1,2,1,2024-01-15
23087819,0,1,976,15,673,5315,122745,1,2,2,0,0,0,2024-01-15
818749408,3,2,1204,23,530,11900,69346,1,0,1,1,3,0,2024-01-15
716089860,2,3,1169,17,789,18320,22921,1,2,0,0,0,0,2024-01-15
749195115,4,1,1035,13,445,4224,92943,1,1,2,1,2,0,2024-01-15
99183387,2,3,548,49,721,26061,235275,0,2,0,0,2,1,2024-01-15
439787995,0,1,998,13,728,2927,260219,1,2,1,0,2,0,2024-01-15
680537852,2,3,1927,34,309,46155,232591,0,2,1,1,0,0,2024-01-15
446048697,1,2,1003,43,478,49657,284425,1,2,2,0,0,0,2024-01-15
248118436,3,2,758,12,691,1100,166361,0,0,2,0,3,0,2024-01-15
112586023,3,2,1632,50,430,11156,20420,1,1,2,1,3,0,2024-01-15
620621165,2,1,1890,14,379,508,296629,1,1,1,1,1,1,2024-01-15
867825187,2,3,1103,24,598,40631,108191,0,0,2,0,3,0,2024-01-15
769090051,1,2,1150,29,313,29233,158635,0,1,1,0,2,0,2024-01-15
590743997,2,2,1435,14,337,39489,236016,0,2,2,1,2,0,2024-01-15
699264682,4,3,1585,27,844,23952,40548,1,2,1,1,3,0,2024-01-15
721325133,2,3,1114,47,712,47809,2416,1,1,0,0,1,0,2024-01-15
669785092,0,1,649,17,524,9458,96001,1,1,0,0,3,0,2024-01-15
576291958,4,2,1641,29,622,49609,167161,1,0,1,1,3,1,2024-01-15
720487308,0,3,1092,38,743,36552,291374,1,1,1,1,0,0,2024-01-15
793222008,0,3,1608,30,688,46871,292138,0,0,0,0,1,0,2024-01-15
217354097,1,1,539,11,359,42256,79654,1,2,1,0,2,0,2024-01-15
964742890,3,1,1814,49,306,30034,49037,1,0,1,0,1,0,2024-01-15
7951559,3,3,1542,30,523,7598,241220,0,2,2,1,0,0,2024-01-15
675627560,4,3,1061,50,329,27454,240894,1,2,0,0,2,0,2024-01-15
548220374,2,2,614,11,648,25849,111709,0,0,0,1,3,0,2024-01-15
155535167,1,2,1802,38,612,2365,81523,1,0,2,1,3,0,2024-01-15
716757033,4,1,1641,28,605,44888,210264,0,0,2,1,2,0,2024-01-15
258621219,4,1,1018,40,538,9002,285736,0,1,2,1,1,0,2024-01-15
683081636,2,3,1902,31,335,35110,298093,1,2,2,1,2,0,2024-01-15
692205506,2,2,1197,30,542,34134,93140,0,2,0,0,2,0,2024-01-15
680201596,1,1,1952,26,364,29017,160833,0,2,2,1,0,0,2024-01-15
987174277,0,2,1094,15,598,43853,226233,0,0,2,0,3,0,2024-01-15
801986063,3,3,515,19,363,49596,176771,0,1,1,1,1,0,2024-01-15
720778458,0,1,1196,14,395,1394,75014,0,0,1,1,1,0,2024-01-15
207184977,1,1,1294,30,307,32105,230927,1,0,2,1,2,0,2024-01-15
805390152,2,3,1605,40,527,44206,18387,0,0,2,0,2,1,2024-01-15
259438316,0,2,700,24,653,5005,155993,0,0,1,1,2,0,2024-01-15
587994021,3,1,751,46,719,12512,108552,0,1,2,1,1,0,2024-01-15
285280579,3,1,1888,32,605,45134,268265,0,1,1,0,2,0,2024-01-15
383238030,1,1,1926,11,394,22343,148652,1,0,0,0,1,0,2024-01-15
676704048,0,2,666,13,620,16236,88988,1,0,1,1,1,0,2024-01-15
133116402,2,1,809,13,578,48679,197205,0,0,2,0,0,0,2024-01-15
715179933,0,1,1930,47,361,28320,182122,0,1,1,1,3,0,2024-01-15
602335118,2,1,775,46,753,8060,152456,1,1,1,0,1,0,2024-01-15
356142579,0,3,1656,37,705,37681,194647,1,2,1,1,0,0,2024-01-15
264553120,0,1,1981,38,658,25454,230320,0,1,1,0,3,0,2024-01-15
553586927,4,3,1115,29,373,29020,172272,0,2,1,1,0,0,2024-01-15
113492322,4,1,1645,15,692,12968,287022,1,1,2,1,3,0,2024-01-15
212602561,3,3,1757,10,764,26078,62573,0,0,2,0,3,1,2024-01-15
956462535,2,1,1956,17,477,20734,76072,0,0,0,0,0,0,2024-01-15
680103608,1,2,516,36,735,43640,228870,1,0,2,0,1,0,2024-01-15
336720141,0,3,1598,42,606,35277,217488,0,0,1,0,1,0,2024-01-15
18436704,0,1,926,10,572,41046,169919,1,0,0,1,1,1,2024-01-15
950249708,1,3,898,33,325,2032,61712,1,1,1,1,3,0,2024-01-15
524383468,1,1,1592,17,428,9340,295411,1,2,1,0,0,0,2024-01-15
911372124,2,1,1791,34,627,21129,156506,0,0,2,0,3,0,2024-01-15
213889896,1,2,1030,19,555,2082,246817,1,0,0,0,1,0,2024-01-15
79051894,3,1,1271,31,480,13223,239358,0,1,2,1,0,0,2024-01-15
564812097,3,2,1412,16,370,42979,176985,0,2,0,1,0,0,2024-01-15
822948708,1,2,1610,19,704,29766,189071,0,1,0,1,0,0,2024-01-15
625599850,4,1,1101,47,827,34622,251498,1,2,2,0,0,1,2024-01-15
234212668,1,2,1283,47,810,26688,85333,0,1,0,0,1,0,2024-01-15
690277582,4,1,633,48,820,37347,246224,0,2,1,0,3,0,2024-01-15
264348473,3,2,786,42,725,37678,17717,1,0,2,0,3,1,2024-01-15
626336565,4,3,1426,29,813,2733,51666,0,1,1,0,2,0,2024-01-15
825650518,4,2,1689,41,727,3035,179497,1,1,1,0,0,0,2024-01-15
741789458,1,1,636,16,739,27429,148349,1,0,1,0,3,0,2024-01-15
206863253,0,2,1993,20,650,43550,223441,1,2,1,0,0,0,2024-01-15
818620486,4,3,1383,42,761,7174,99137,0,0,1,1,2,0,2024-01-15
932594881,0,1,1122,24,661,549,177545,0,0,2,0,1,0,2024-01-15
370036855,0,2,1248,10,333,27841,278611,1,2,2,0,1,0,2024-01-15
686849596,4,2,1822,43,641,17658,111850,0,0,0,1,3,0,2024-01-15
700803317,1,1,1216,49,375,9027,142572,0,0,0,0,1,0,2024-01-15
123796862,2,1,1016,36,773,44202,216955,1,0,2,0,3,0,2024-01-15
229708487,3,2,1261,28,697,34685,83094,0,2,1,1,2,0,2024-01-15
197852580,1,1,1978,17,499,44198,142256,0,2,1,0,0,0,2024-01-15
712899333,2,2,1653,42,586,46784,208961,0,1,1,1,2,0,2024-01-15
549958956,2,3,1108,15,838,12310,15488,1,0,1,0,1,1,2024-01-15
561046267,1,3,525,41,552,35784,33378,1,2,0,1,2,0,2024-01-15
773230038,3,1,907,16,719,1376,34345,1,2,1,0,1,0,2024-01-15
119751033,4,3,1737,31,530,45968,115439,0,2,0,1,1,1,2024-01-15
699452454,4,3,736,21,411,20194,188857,1,0,0,1,1,0,2024-01-15
313177052,1,2,1594,35,405,43842,53318,0,1,1,0,1,1,2024-01-15
794916421,4,3,1244,36,305,49660,222813,0,0,0,1,3,0,2024-01-15
742119566,1,3,1155,18,486,19229,24915,1,2,0,1,1,0,2024-01-15
826859859,4,2,624,43,758,36921,250221,0,0,1,1,3,0,2024-01-15
980812219,2,1,1070,46,763,40106,246467,1,0,0,0,2,0,2024-01-15
203508965,4,2,1637,11,655,6131,7670,0,1,1,0,3,0,2024-01-15
190190354,4,2,770,38,769,39271,13047,1,0,0,1,2,1,2024-01-15
330059987,3,2,1227,21,811,31787,25331,1,1,0,0,3,0,2024-01-15
257572355,3,2,1683,32,556,27468,153686,0,2,0,0,3,0,2024-01-15
564290215,2,3,1554,17,470,28691,269906,1,2,2,1,2,0,2024-01-15
279744326,3,2,1845,25,616,404,9023,0,1,0,0,0,0,2024-01-15
515033682,4,1,1044,40,705,17121,130187,0,2,1,1,0,0,2024-01-15
745184183,2,1,1955,19,567,23053,290273,1,1,2,0,3,0,2024-01-15
131951770,0,2,1317,33,773,23608,290858,1,1,2,0,1,0,2024-01-15
146551722,3,3,1065,13,537,25280,198142,0,2,0,1,0,0,2024-01-15
718274283,4,1,1916,46,332,247,166852,1,0,1,0,1,0,2024-01-15
390582996,0,3,1278,16,586,14217,205,0,1,2,1,1,0,2024-01-15
974050351,1,1,2017,43,401,33110,266882,1,2,1,1,0,1,2024-01-15
404864347,1,2,1597,11,592,30990,265496,0,2,1,0,3,0,2024-01-15
529771979,1,2,1880,27,506,23089,25238,0,0,2,0,0,0,2024-01-15
199475127,1,2,839,48,468,23580,227653,0,2,1,0,3,0,2024-01-15
185558804,1,2,968,13,486,35745,249241,0,1,1,1,1,0,2024-01-15
157765895,1,2,910,14,360,3296,262256,0,1,2,0,2,0,2024-01-15
130405380,0,1,1276,29,492,24260,289733,1,0,1,1,0,1,2024-01-15
314336740,1,3,1274,34,754,36166,126947,0,1,2,0,0,0,2024-01-15
127247808,1,2,1863,26,309,7363,293514,0,0,1,0,1,0,2024-01-15
459626818,0,3,824,49,849,5796,93537,0,0,2,1,0,0,2024-01-15
610656078,1,1,1723,27,522,47081,103876,0,2,1,0,0,0,2024-01-15
547679783,4,2,1767,44,604,43742,296059,1,0,2,1,1,0,2024-01-15
816896462,1,1,1689,24,587,7191,61821,0,1,1,0,2,0,2024-01-15
723502129,1,2,1704,50,469,44924,13173,1,1,2,0,3,0,2024-01-15
531237298,2,3,1048,21,343,22789,71717,1,2,2,1,1,0,2024-01-15
505677618,4,2,1260,12,314,33355,50368,1,2,0,1,0,0,2024-01-15
889188027,0,1,1269,15,585,28768,123546,0,1,2,1,2,0,2024-01-15
524593935,2,3,1965,33,834,3700,170720,0,2,0,1,3,0,2024-01-15
943755495,1,1,598,45,393,49552,202251,0,0,1,0,1,0,2024-01-15
407591957,3,3,664,32,527,28578,2391,1,0,1,1,1,0,2024-01-15
13963364,1,3,1478,21,434,39802,109556,0,0,0,0,3,0,2024-01-15
86216076,0,1,804,49,762,47504,148897,1,1,0,1,1,0,2024-01-15
145627290,2,3,1620,22,584,11213,141147,1,0,0,0,1,0,2024-01-15
333201740,0,1,816,46,324,7188,165513,0,0,1,1,2,0,2024-01-15
82528650,4,3,1212,48,736,39216,278903,0,1,2,1,0,0,2024-01-15
925139831,3,3,935,18,339,22277,165156,1,0,0,1,2,0,2024-01-15
898960408,3,2,855,22,842,43883,171307,1,0,1,1,3,1,2024-01-15
811648994,2,1,737,33,631,20486,148154,1,0,2,1,0,0,2024-01-15
241380923,3,3,1410,40,610,39967,128743,1,1,2,0,2,0,2024-01-15
908470693,3,1,1503,14,414,30612,12128,1,0,1,1,2,0,2024-01-15
878130287,0,2,1913,16,318,4510,130036,0,0,1,1,2,0,2024-01-15
678926430,2,3,688,10,384,48874,12826,0,1,0,1,2,0,2024-01-15
290759849,3,2,1034,37,451,49430,287743,0,1,1,1,0,1,2024-01-15
763598579,2,3,1975,26,520,21738,18224,1,1,0,1,3,0,2024-01-15
137177095,0,1,917,36,530,3191,216588,1,0,0,1,2,1,2024-01-15
756147624,2,1,1262,40,308,16112,285889,0,0,2,1,2,0,2024-01-15
89408304,2,2,509,24,711,41026,228120,0,0,2,0,0,0,2024-01-15
820860716,2,2,1815,21,429,14432,53589,1,0,1,0,1,0,2024-01-15
101324271,4,3,2011,36,774,12303,147347,1,1,1,1,3,0,2024-01-15
717627333,1,1,563,10,411,18199,72995,0,0,2,1,1,0,2024-01-15
439441558,1,2,1033,39,324,23820,74620,1,2,1,0,1,0,2024-01-15
155130347,0,2,1563,30,797,2292,67060,0,2,2,0,0,0,2024-01-15
151957953,3,1,876,32,328,37315,60728,0,2,0,1,3,0,2024-01-15
127706800,2,1,533,42,483,49327,44405,1,2,2,0,2,0,2024-01-15
102343876,1,3,1768,50,607,21662,121962,1,0,1,1,1,0,2024-01-15
449670298,3,2,876,43,681,43554,67375,0,0,2,0,2,0,2024-01-15
554375501,2,3,935,49,795,37457,84744,1,0,1,1,3,0,2024-01-15
533561682,1,2,974,30,710,15454,93998,0,2,1,0,0,0,2024-01-15
40237197,1,3,1445,19,459,18289,239155,0,2,0,0,2,0,2024-01-15
638643301,1,3,1294,18,478,11060,156781,1,2,2,0,0,0,2024-01-15
593197986,4,3,1539,23,704,7597,162516,0,2,1,0,1,1,2024-01-15
443477971,3,2,1922,41,620,20574,12835,1,0,2,0,0,1,2024-01-15
967075946,4,2,816,19,803,19408,177428,0,1,1,1,1,0,2024-01-15
869042398,3,1,625,32,625,19265,2345,0,0,0,1,2,1,2024-01-15
183462094,1,1,1135,15,345,4734,21453,0,0,2,0,2,0,2024-01-15
321571586,2,1,731,41,628,16802,180050,0,1,1,1,2,0,2024-01-15
71912432,3,2,633,14,535,18531,120805,1,1,2,1,0,0,2024-01-15
49298539,3,2,1668,30,533,39591,190492,0,1,2,0,3,0,2024-01-15
432513703,1,3,922,29,832,37808,88433,1,1,1,1,1,0,2024-01-15
212792543,4,1,1164,34,704,11621,172550,0,1,2,0,2,0,2024-01-15
167668401,4,1,1980,14,835,13069,247557,1,1,1,0,3,0,2024-01-15
84880453,1,2,650,15,476,12434,246183,1,2,2,1,2,1,2024-01-15
629244728,0,1,1848,46,500,40782,187635,0,1,1,0,3,0,2024-01-15
877369568,3,2,1329,16,582,44195,245959,0,2,1,1,1,0,2024-01-15
894676288,0,2,1478,15,475,18773,149235,0,0,2,1,0,0,2024-01-15
484212555,2,2,1668,20,729,40880,105435,0,1,2,0,2,0,2024-01-15
965280939,2,2,1737,32,532,16888,124651,1,0,1,1,0,0,2024-01-15
119931086,1,1,1012,29,401,34812,178582,0,0,2,1,3,0,2024-01-15
425055430,4,1,1945,17,497,21444,190279,0,0,1,0,3,0,2024-01-15
805739130,1,2,1693,12,429,48450,87948,1,0,0,1,1,0,2024-01-15
916812369,1,2,788,27,615,34390,160124,1,0,2,1,2,0,2024-01-15
399410927,0,2,1225,33,554,35198,250106,0,0,2,0,1,0,2024-01-15
468158249,0,2,2016,32,313,3658,145345,1,2,0,0,2,0,2024-01-15
709729533,1,1,820,50,415,45973,27009,1,2,1,0,0,0,2024-01-15
185817447,1,2,1398,21,468,39382,123256,1,0,1,0,3,1,2024-01-15
662546807,4,3,1549,39,632,15628,24574,1,2,0,1,3,1,2024-01-15
427759435,3,2,1991,38,596,14947,182671,1,2,2,1,2,0,2024-01-15
710461083,0,3,1280,44,782,4669,258199,0,2,1,1,1,0,2024-01-15
997856882,0,3,1852,30,822,44322,184672,1,0,0,1,3,1,2024-01-15
403877228,2,3,1820,20,763,46557,128961,0,2,1,0,2,0,2024-01-15
712835433,1,3,855,46,764,10201,17635,0,1,1,0,3,0,2024-01-15
708848208,2,2,890,16,503,47391,35843,0,0,2,0,0,0,2024-01-15
453735669,2,3,1193,30,493,11003,88954,0,0,0,0,3,0,2024-01-15
594887246,1,2,1586,18,788,31110,243046,1,2,0,1,0,0,2024-01-15
378755279,4,1,1653,14,540,34659,16912,1,2,0,0,2,0,2024-01-15
136032260,2,2,671,19,344,29490,215707,1,1,2,1,2,0,2024-01-15
849692949,0,2,1520,39,797,38725,81244,0,2,1,1,3,0,2024-01-15
430423990,0,2,879,43,711,13307,112243,0,1,2,1,0,0,2024-01-15
918880212,4,1,1711,10,479,10933,175931,1,0,1,0,1,0,2024-01-15
368466186,2,3,1112,50,574,13243,174517,0,0,2,0,0,0,2024-01-15
21464252,1,1,1943,47,516,11929,97068,1,2,0,1,1,0,2024-01-15
676540497,4,3,1234,22,848,26873,162033,1,2,2,1,0,0,2024-01-15
999303886,1,2,990,13,707,31611,112633,0,1,1,0,3,0,2024-01-15
305795852,4,3,506,28,697,33353,39288,0,0,1,1,1,0,2024-01-15
866243143,4,3,973,33,428,42592,22761,1,1,0,1,2,0,2024-01-15
692421173,2,1,1316,29,475,46602,208341,1,0,0,0,3,0,2024-01-15
606089187,3,3,700,16,329,42251,253929,0,0,1,0,0,0,2024-01-15
270112399,1,1,1108,47,849,41977,66751,0,0,0,1,2,1,2024-01-15
443463649,2,3,965,30,661,43249,252111,1,1,2,0,0,0,2024-01-15
371407716,2,2,919,44,846,25009,266111,1,0,1,0,0,0,2024-01-15
616144132,0,3,1988,37,402,24125,281207,1,0,0,1,1,0,2024-01-15
103348850,0,3,1061,49,335,33503,94302,1,1,0,1,0,0,2024-01-15
504744724,4,1,936,20,748,12956,162292,0,0,2,1,3,0,2024-01-15
559476454,2,3,553,45,831,47066,66930,1,1,0,1,3,0,2024-01-15
271976051,0,2,1984,15,581,37618,124465,1,0,1,0,2,0,2024-01-15
773670791,3,1,886,49,826,48340,248465,0,2,1,0,2,0,2024-01-15
207901835,1,3,1503,10,347,8843,105803,0,2,2,0,2,0,2024-01-15
873590566,0,2,1423,29,473,36185,134335,1,0,1,0,1,0,2024-01-15
166704412,3,2,874,43,603,49063,229644,0,2,1,1,3,1,2024-01-15
148196101,0,1,1832,35,665,43402,153549,1,2,2,1,2,0,2024-01-15
248490382,4,1,1005,17,613,47327,201102,1,0,2,0,1,0,2024-01-15
464060643,1,1,536,14,444,42233,269598,0,2,0,1,1,0,2024-01-15
307654351,4,2,1332,42,533,36627,290632,0,2,0,1,3,0,2024-01-15
640903013,4,3,736,30,720,36831,49956,0,0,0,0,3,0,2024-01-15
33921067,3,1,833,21,455,12043,230037,1,2,0,1,1,0,2024-01-15
138621484,1,1,1585,43,350,27286,223736,1,2,2,1,3,0,2024-01-15
138501972,3,2,1096,26,509,23438,45854,1,0,0,1,0,0,2024-01-15
584655409,1,1,980,14,300,44753,289512,0,1,1,1,1,0,2024-01-15
715547058,4,2,1417,43,720,1499,160678,0,1,2,0,2,0,2024-01-15
58485732,2,1,1455,20,674,32152,125759,0,0,0,1,2,0,2024-01-15
872471097,3,3,802,47,790,46742,4228,0,2,1,0,0,0,2024-01-15
235383554,0,1,1430,21,564,4956,62750,1,0,1,1,3,0,2024-01-15
926904427,4,1,1216,19,529,3009,5513,0,1,0,0,3,0,2024-01-15
925474847,4,1,1240,22,683,44138,135528,0,2,2,0,1,0,2024-01-15
716713113,1,3,1019,39,449,31934,179949,0,2,0,0,2,0,2024-01-15
970868693,2,1,519,35,720,48957,25276,0,1,0,0,1,0,2024-01-15
248635285,2,3,759,31,477,49196,61120,0,1,1,1,0,0,2024-01-15
497818493,3,1,1410,17,845,44678,162330,0,2,1,0,3,0,2024-01-15
327957087,4,3,811,42,751,47404,120240,0,1,2,0,2,0,2024-01-15
722489339,3,3,668,21,450,40931,272246,1,1,1,0,0,0,2024-01-15
350491654,4,2,1157,50,613,3269,12693,1,0,1,1,2,0,2024-01-15
652034588,2,3,1839,18,503,955,27674,0,2,2,0,2,0,2024-01-15
581079254,2,1,974,23,658,35705,181532,0,0,2,1,2,0,2024-01-15
994694398,4,2,1963,22,466,32582,213912,1,1,1,1,3,0,2024-01-15
816049477,2,3,514,40,658,13279,297944,0,1,1,1,1,0,2024-01-15
755613068,2,3,709,22,389,40714,53925,1,2,2,1,1,0,2024-01-15
269134933,4,3,1185,14,321,24957,613,1,1,2,0,3,0,2024-01-15
936521328,2,3,1536,45,845,26271,295719,0,0,2,0,0,0,2024-01-15
158609822,0,3,975,28,847,30186,94123,0,2,2,1,1,0,2024-01-15
240402259,2,3,1902,18,765,45214,114059,1,2,1,0,1,0,2024-01-15
778619358,1,2,1123,26,572,23128,204026,0,2,1,0,0,0,2024-01-15
668673548,4,3,1786,47,692,34702,207712,1,0,2,0,1,0,2024-01-15
933095543,4,3,1158,34,539,3213,78058,1,0,0,1,2,0,2024-01-15
543251329,2,3,1090,10,596,30132,33936,0,1,1,1,3,0,2024-01-15
837325008,4,3,529,38,381,26412,247210,0,2,0,0,3,0,2024-01-15
633836138,2,1,610,21,725,24637,289548,0,0,1,0,1,0,2024-01-15
879921287,1,3,1790,22,710,33137,298576,0,0,0,1,3,0,2024-01-15
618951547,2,1,1653,41,408,29031,142047,1,1,0,1,3,0,2024-01-15
388113492,3,2,1198,37,379,44268,20156,1,1,2,1,0,0,2024-01-15
8738958,1,1,1520,41,664,25077,96848,1,0,0,1,2,0,2024-01-15
441829256,3,1,1819,13,559,25008,126095,0,0,1,1,3,1,2024-01-15
587195253,3,3,506,37,670,45403,54539,0,2,2,1,0,0,2024-01-15
944920297,0,1,1643,17,488,32171,8132,1,1,2,1,2,0,2024-01-15
163002485,2,3,869,43,794,10150,88415,0,1,1,0,3,0,2024-01-15
98690566,2,1,1379,32,315,3401,46069,1,2,0,1,3,0,2024-01-15
144024481,4,3,1651,39,326,27119,29198,1,2,0,0,3,0,2024-01-15
928272807,0,1,867,37,450,30323,290700,1,1,2,0,3,0,2024-01-15
207483127,4,3,1386,37,429,21870,7511,0,2,2,0,2,0,2024-01-15
673827457,1,2,1561,35,764,48146,54907,1,0,0,0,0,0,2024-01-15
160972663,4,3,1845,17,640,29433,90304,0,1,1,0,0,0,2024-01-15
448871710,1,1,1947,12,811,10763,179711,0,0,1,0,1,0,2024-01-15
685980339,4,3,1516,47,525,19787,174032,0,2,2,1,1,0,2024-01-15
291187587,3,3,1138,37,341,19829,9446,1,2,2,0,2,0,2024-01-15
971699298,1,1,1853,43,412,38474,219034,0,1,0,1,1,0,2024-01-15
802673508,1,2,1678,28,822,27835,204598,0,1,0,0,0,0,2024-01-15
506411586,1,2,1293,18,815,30046,190939,0,0,2,0,1,0,2024-01-15
342893338,0,1,1040,17,798,1356,298983,1,0,1,0,0,0,2024-01-15
405905843,0,3,1255,37,418,24277,275230,1,2,2,1,0,0,2024-01-15
801185338,3,2,1262,32,650,22601,37297,0,0,0,0,2,0,2024-01-15
651526609,0,1,1439,50,601,38578,84113,0,1,1,1,0,0,2024-01-15
400123908,1,1,565,27,307,42596,40014,1,1,2,1,1,0,2024-01-15
713302758,2,1,532,44,762,44573,76944,0,1,0,1,3,0,2024-01-15
558998036,3,1,1533,23,804,21487,254958,0,2,1,1,0,0,2024-01-15
428132768,3,1,1466,25,325,29737,97309,1,2,0,1,0,0,2024-01-15
256577038,1,2,920,13,544,12606,214098,1,0,0,1,1,0,2024-01-15
717457008,0,1,803,21,553,41933,181390,1,1,1,1,0,0,2024-01-15
339641210,4,2,1690,32,503,17378,281808,1,0,1,1,0,0,2024-01-15
969077444,1,2,760,13,689,13295,68834,0,2,1,1,0,0,2024-01-15
507960837,2,2,878,45,565,23371,273740,0,2,1,1,1,0,2024-01-15
780660183,3,2,992,38,610,30082,176173,1,2,1,0,1,0,2024-01-15
923563877,0,3,1340,20,736,948,139252,0,2,1,1,0,0,2024-01-15
838822667,4,1,1632,48,735,30422,1469,0,0,0,0,2,0,2024-01-15
567892716,3,2,1647,46,450,31461,157667,1,0,1,0,2,0,2024-01-15
828518263,0,3,2015,45,662,36289,196918,1,1,1,0,3,0,2024-01-15
47063961,0,2,1637,16,578,33035,206066,1,0,0,0,2,0,2024-01-15
535110444,0,2,1469,43,822,6967,288372,0,2,0,0,2,0,2024-01-15
711826983,2,1,1304,30,634,12971,145032,0,0,1,0,0,0,2024-01-15
776792173,2,2,1488,39,839,2186,154899,1,1,1,1,0,0,2024-01-15
298463742,2,2,1074,24,342,36606,29500,0,2,2,0,3,0,2024-01-15
77670066,4,2,1556,29,458,31542,177585,1,1,0,1,0,0,2024-01-15
654178058,1,1,1242,41,634,49207,63957,1,1,0,1,1,0,2024-01-15
957775490,1,2,1749,34,316,22902,158158,1,0,0,1,1,0,2024-01-15
709914858,2,2,853,28,811,20861,253658,1,0,0,1,1,0,2024-01-15
262495536,2,3,876,12,454,10912,159840,0,0,0,0,0,0,2024-01-15
929847534,4,3,1756,10,496,22138,225097,1,1,0,1,3,0,2024-01-15
307541760,3,3,1551,16,783,15514,83354,0,1,1,0,2,0,2024-01-15
432571350,4,2,1623,36,588,11810,182840,0,2,2,1,1,0,2024-01-15
307870455,1,2,897,43,523,14495,25781,0,2,0,0,1,0,2024-01-15
611770855,4,2,1796,11,432,28275,118847,0,0,2,1,3,0,2024-01-15
26325953,3,3,876,13,767,29592,186065,0,0,2,1,3,0,2024-01-15
281987605,1,2,1570,11,741,34529,280992,0,1,0,0,0,0,2024-01-15
458770689,3,2,1653,17,518,47011,215238,0,1,1,0,1,0,2024-01-15
225419485,0,1,1823,10,489,5884,131939,1,0,1,1,3,0,2024-01-15
589267972,1,3,1965,43,812,43565,140125,0,0,0,1,1,0,2024-01-15
307251399,4,3,1506,49,403,10961,41311,1,1,1,0,0,0,2024-01-15
784891458,2,2,1016,37,591,40189,121521,0,2,0,1,1,1,2024-01-15
441086384,3,2,875,48,750,49763,79047,0,0,0,1,2,0,2024-01-15
721190358,3,1,950,19,658,39986,215655,0,1,0,0,3,0,2024-01-15
354275689,0,3,1547,12,375,12012,240593,0,0,1,1,0,0,2024-01-15
497642365,3,3,1800,25,755,23866,2874,0,0,1,0,2,0,2024-01-15
799249833,4,1,1739,42,349,26647,268817,1,2,2,0,1,0,2024-01-15
806824420,2,1,1176,38,443,12571,119063,1,1,0,1,3,0,2024-01-15
713509908,4,2,567,36,707,24471,184982,1,1,1,1,2,0,2024-01-15
719713683,3,1,1414,32,658,11777,201625,0,1,2,0,3,0,2024-01-15
473173057,3,2,1198,23,392,33213,52847,1,1,1,0,2,1,2024-01-15
544909682,3,1,1492,49,567,24546,194704,0,1,0,0,1,0,2024-01-15
815078433,3,1,1621,37,715,42709,63336,1,1,0,1,0,0,2024-01-15
730635775,0,3,1584,30,741,39572,64388,1,1,1,1,1,0,2024-01-15
493068138,0,2,639,10,623,15598,40562,0,2,0,1,3,0,2024-01-15
301126931,0,3,516,12,810,47129,127971,1,1,1,1,1,0,2024-01-15
439004730,4,1,1379,17,668,17852,74349,1,2,0,1,1,0,2024-01-15
141131610,0,2,1189,30,848,38745,227791,1,2,2,0,2,0,2024-01-15
