CLIENTNUM,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome
323726733,0.0,1265,43,656,0
6312163,141524.91,811,31,258,0
256415434,403593.7,185,58,30,1
73447650,795756.05,200,22,828,0
129530105,643956.91,3322,30,508,1
200487912,151023.35,407,55,246,0
163069238,365314.65,899,24,419,0
34940419,782283.12,854,29,32,1
831234082,94823.09,433,1,141,1
414533849,72887.31,2055,34,248,1
876846065,287035.02,73,16,162,0
614819918,836225.43,304,1,686,1
656594251,1475671.66,587,38,127,1
792986205,388949.01,1275,17,466,0
452338833,401377.09,143,14,791,1
125771883,0.0,1218,38,134,0
111723004,175671.06,1558,50,188,1
11808823,0.0,427,31,210,1
279058852,116017.79,149,55,122,1
116673670,0.0,2016,27,771,0
623571575,291709.07,1309,46,73,1
559711171,187298.47,496,9,466,0
837971261,131355.36,398,36,28,1
107006241,253681.11,1321,5,504,0
974380942,0.0,1486,15,216,1
382655419,496871.14,688,22,831,1
726518596,47026.93,319,5,312,1
186069835,139086.26,1339,9,310,1
168593724,100144.31,497,43,105,1
51101797,134992.94,532,16,255,0
657612487,346307.68,230,26,233,0
468598660,0.0,108,24,351,1
673075800,401392.44,1502,16,184,0
825617736,18721.34,1018,24,587,1
531658623,70066.14,1290,34,261,0
929847534,95550.96,1422,63,680,1
846629803,112616.28,1150,63,379,0
316527788,0.0,1554,20,271,1
609364800,557115.83,1059,31,391,1
350495862,137152.39,807,11,775,1
135794986,190009.86,2231,3,58,1
127950157,0.0,7,7,761,0
666960033,533395.08,960,35,779,0
796543996,57880.14,409,31,185,0
278167140,112417.34,336,6,203,1
91376269,153005.6,1152,55,434,0
35727336,672139.11,916,44,371,0
785307167,0.0,392,51,445,1
362695799,100795.08,824,46,193,0
891878133,442813.59,961,33,132,0
668797235,0.0,1170,39,19,1
744510728,681007.65,761,34,484,0
913627079,102682.33,141,5,236,1
276991463,172642.18,1677,15,165,1
252345738,216545.49,2420,34,490,1
843658719,0.0,185,25,315,1
149055015,426474.36,102,16,82,1
340637174,20240.92,311,25,478,1
762039327,74996.61,1117,51,278,0
937647143,203082.82,548,3,140,0
677977865,184698.65,635,2,57,1
17499736,103670.29,714,30,362,1
718876008,0.0,1269,12,145,0
218521295,509333.66,569,1,749,1
217772900,991668.05,463,24,553,0
120588815,17203.58,427,28,543,1
627914092,133456.07,245,35,842,1
779434294,391591.29,1204,2,273,0
832360596,369529.78,171,63,45,0
919165647,97377.27,497,46,181,0
43484400,85399.47,1656,26,367,1
835308554,305257.79,1077,8,667,1
926734535,874410.01,291,63,192,0
522895501,241216.27,1160,1,95,1
414744107,543037.34,133,31,366,0
588540238,517376.06,460,35,391,1
4723000,625258.52,1449,9,241,0
921862759,379380.82,554,16,315,1
942996220,1139090.47,105,19,370,0
557126764,103998.66,979,14,365,1
27392463,571548.31,6,19,283,0
378839584,342658.77,653,38,301,0
333421316,155393.38,1661,51,514,1
269090119,231517.81,878,50,141,0
891381007,341727.82,17,26,165,1
546519583,421738.12,124,18,390,0
340033108,22206.05,308,8,264,0
379329030,49895.06,412,21,222,1
858029400,68081.1,927,6,551,1
220532197,155103.23,1438,4,529,1
327046648,304368.56,932,8,257,1
630988128,0.0,187,22,167,0
569143203,0.0,3366,18,486,0
388113492,742131.07,616,32,-1,0
184899520,233144.22,682,26,495,0
723451281,0.0,287,3,686,0
145448544,50937.89,764,32,327,1
550868943,30864.16,997,46,372,0
721016007,640330.49,5,35,274,1
863049854,0.0,950,34,444,1
471129598,0.0,1334,36,339,1
461441298,0.0,234,46,347,0
321370859,292839.44,1150,16,256,1
960728843,94645.73,919,29,399,1
326933357,487131.88,1332,21,595,1
169849117,657714.25,1024,35,314,1
481927222,432001.43,1126,10,578,0
683601908,565090.77,309,39,149,0
343885838,678161.8,502,5,56,0
375806083,1014659.64,740,16,535,1
480418967,418750.97,289,23,223,0
898187429,737583.64,1143,14,173,1
865942388,0.0,49,33,687,0
232632382,106993.52,255,38,271,0
959433948,0.0,155,38,332,0
646595863,683850.13,1973,6,39,1
78397672,0.0,982,32,59,0
110130489,419869.08,1616,39,94,1
849019491,119559.87,754,20,213,0
43176139,0.0,1342,3,326,1
231067262,204100.26,43,29,674,1
600095052,497941.93,2,12,413,1
23659586,0.0,101,6,229,1
957252382,427220.58,462,31,373,1
31061746,598065.72,3284,19,410,1
421091111,312111.59,683,36,381,1
912868893,101166.0,516,36,431,1
331915008,502531.95,610,27,261,1
546481441,737143.59,1739,37,484,0
562276211,1121130.72,1806,22,307,1
677158864,0.0,355,19,544,0
110731657,105382.65,6,34,532,1
149732585,93401.47,441,25,305,0
166294762,367564.71,984,28,352,1
221353840,563224.71,2241,23,585,0
925358043,1506844.26,314,17,252,1
437682027,0.0,17,55,651,0
282162701,86385.05,1410,16,359,0
712498127,0.0,1439,39,237,0
422190578,508226.61,1257,34,77,1
199284429,471736.52,695,51,81,0
275803430,964244.52,910,37,50,0
749874723,209370.18,1082,46,241,1
921084203,461017.67,1473,7,150,1
543008272,604012.32,495,30,337,0
509942497,261167.04,239,3,240,0
652468160,333685.97,968,4,40,0
123188885,110258.1,71,29,386,0
777423378,105031.97,623,2,40,1
91731480,298260.63,516,35,426,1
508131068,0.0,3076,27,367,0
159927976,222034.07,35,58,440,0
81594872,243706.18,831,43,779,0
437527579,473441.29,53,9,656,1
620656598,208247.85,768,15,337,0
704634115,0.0,76,13,187,1
175494662,392590.6,681,36,526,1
572797583,800633.47,169,8,285,1
101645221,112414.0,1914,2,404,0
997116248,97276.7,939,32,592,1
263595501,70291.13,498,37,285,1
917757023,34985.39,329,24,322,0
190547620,204173.94,1091,3,458,0
12580609,114018.06,1395,22,373,0
689563841,302869.93,1306,21,442,0
177478184,408938.64,2150,13,35,1
237147558,449049.34,242,27,120,1
542868247,0.0,238,26,216,1
722243100,186524.42,938,30,200,1
253931763,511417.05,1812,20,92,0
718618071,73995.56,88,32,84,1
330861357,72502.39,1269,5,158,1
203357175,0.0,1687,38,292,0
437803579,88553.77,3253,22,381,0
421715673,0.0,273,8,24,0
499942568,1059274.3,287,50,277,0
581079254,237611.56,1966,15,114,1
364659105,37483.27,1233,41,233,1
714621620,0.0,1514,17,283,1
337113565,215250.3,350,41,4,1
912241209,1327968.21,396,11,322,0
959067847,166444.56,1353,1,457,1
407591957,398869.96,475,22,838,0
575745134,552662.23,1697,20,407,1
383999930,0.0,2087,46,108,1
28868477,0.0,58,21,256,1
481983968,307977.03,284,10,211,0
768644766,372127.53,4918,39,220,0
175667342,182847.3,535,55,8,0
550811812,537827.32,599,7,229,1
345118740,0.0,1266,31,633,1
267456974,338290.75,211,5,4,1
999450729,278874.02,394,44,99,1
507281981,908379.42,500,10,46,0
607455255,258102.52,1125,37,686,0
262484404,193492.85,1490,36,129,0
872828058,48525.13,1123,26,805,0
722318994,289580.45,485,26,39,0
122758753,229661.03,379,4,316,0
85601573,170296.16,415,11,90,0
113273878,781441.09,197,4,44,1
70006933,532111.33,2055,22,135,0
798732151,408297.94,386,55,218,0
52718982,859921.44,1079,9,96,1
168964395,0.0,1594,28,93,0
432756246,291380.91,1009,3,51,0
30789369,0.0,999,24,298,1
300234862,88883.12,142,37,217,0
544261317,263049.43,991,15,239,0
608963246,23985.61,864,13,103,0
656950011,507132.58,929,23,160,1
2486185,170297.21,210,21,395,1
808599346,143256.96,1635,13,42,0
515570464,574149.12,398,6,49,1
705282720,249002.21,179,36,178,0
137540051,133994.07,1266,44,439,0
444676416,124077.38,541,50,474,1
545731464,62898.83,1243,46,396,1
506821443,76644.87,586,22,344,1
428440761,13031.74,60,38,106,0
371876310,0.0,145,17,5,0
544615184,0.0,1914,31,390,0
634266317,75427.53,2389,20,474,0
391003682,540177.41,692,28,531,0
354320276,474514.58,205,13,302,1
618806879,0.0,1091,9,287,0
153968146,0.0,1145,7,314,0
99648382,505706.96,964,7,269,1
932035204,121609.75,473,13,439,0
31363278,160379.19,617,24,297,0
638010359,442048.74,786,50,475,0
510451761,0.0,311,55,53,1
930580118,93908.29,403,10,278,1
18857878,203269.71,271,15,300,1
498840022,0.0,1111,63,212,0
650344309,0.0,140,15,210,1
431668417,596506.32,484,58,210,0
555150211,8851.35,984,6,293,0
970815466,201740.49,218,21,518,1
892734993,0.0,1391,14,178,1
805255230,14043.2,824,35,462,0
792341008,5749.2,6,21,551,1
113659694,211293.08,1221,32,328,1
98859455,483337.2,526,26,145,1
480433424,53510.89,717,24,774,1
27767383,0.0,381,10,449,0
712264743,0.0,879,12,341,1
453793014,949610.49,1865,21,218,1
559861679,579845.07,113,28,490,0
696269182,23667.7,1408,26,316,1
662701085,99806.25,566,39,6,0
92913632,27428.59,1066,55,258,0
960117486,0.0,617,37,87,0
494754698,121663.94,1777,30,782,1
115152351,276242.98,119,6,491,1
457098826,0.0,1710,2,130,1
193093112,514733.61,1240,36,18,1
484663880,46947.95,1232,35,95,0
978368495,236105.26,299,15,181,0
725605243,211960.05,958,6,24,0
984163497,492578.94,125,32,156,1
840712995,0.0,1290,27,434,0
646359901,148345.17,1096,33,775,1
115871731,197435.63,767,44,524,0
676894835,0.0,574,33,771,0
86020841,612250.66,1029,3,219,1
9086959,1974126.98,317,6,690,0
679435694,479924.5,18,20,842,0
512781298,98282.73,1008,14,667,0
723413951,0.0,218,18,29,1
850703579,335330.97,518,46,500,1
982470282,191239.52,405,25,162,0
330771396,107137.76,1271,33,270,1
926953159,218452.94,184,27,434,1
847137485,31673.45,683,13,270,0
950097542,642574.29,599,30,230,0
839537476,255927.62,513,29,107,0
545238329,0.0,263,14,33,0
279255711,81212.84,1287,43,13,0
918428259,25588.21,65,43,433,0
439540134,461709.12,166,36,92,1
913853149,641632.12,651,3,85,1
116550889,204916.22,1689,18,326,0
67666690,0.0,913,39,690,1
957603902,102831.28,1776,21,213,1
513184345,527521.72,921,9,327,1
328610030,0.0,2429,46,6,0
718138379,520863.41,888,25,181,0
160103263,0.0,1329,26,342,1
779753625,74352.3,1109,8,229,0
880690197,1689496.9,428,14,475,1
541233012,184987.9,115,29,148,1
715196560,0.0,772,37,172,1
548042508,348356.54,1183,25,157,0
470955481,44383.33,708,50,319,1
679826830,509114.45,287,50,19,1
97632414,434138.25,85,26,464,0
456074989,1126469.29,873,26,41,0
271259687,180126.39,370,28,299,1
729094732,1446020.66,485,13,162,1
584274495,0.0,18,51,251,1
499460788,0.0,1980,5,28,1
757922624,0.0,257,26,381,0
628351992,141085.89,708,4,91,1
387710583,439579.67,211,20,396,1
195441345,377214.4,745,1,44,1
53196894,0.0,408,51,4,0
902275562,0.0,94,58,344,0
586324445,129523.91,1407,12,562,0
358653342,265960.28,1423,41,334,1
424040473,37412.98,1377,31,306,1
393623603,0.0,479,10,5,0
850626791,305450.25,1099,18,300,0
865064142,223884.37,957,32,437,0
470508500,86606.84,1077,13,792,0
402074341,1047889.04,3094,50,391,0
857662327,189921.99,1925,21,151,1
777243072,250843.74,60,50,37,1
575216745,450871.47,666,43,95,1
848840641,155989.38,3322,50,48,0
950487460,378095.55,1181,34,828,1
823962795,834146.37,1209,8,398,0
210990202,197148.68,456,39,195,1
800884472,1120788.5,1230,14,281,1
730724052,1052044.39,486,6,648,1
403461299,0.0,318,41,41,1
65742299,472654.31,785,13,254,1
170554173,421014.37,1514,63,417,1
380366127,234707.84,441,55,281,0
879442640,268097.64,362,6,29,1
432911940,163901.18,1464,55,778,1
946161329,1291.08,37,23,62,1
579031455,220679.55,1484,14,469,1
98347342,370125.17,540,41,648,0
178487609,245434.18,248,34,214,1
902387531,42485.34,1727,13,135,0
2913063,195833.97,2187,35,478,1
991586833,525835.33,130,12,492,0
315890054,0.0,1225,39,162,0
303148395,662807.13,157,5,129,0
761526154,0.0,845,9,475,1
197682598,378307.24,965,50,266,1
587927013,0.0,778,43,72,1
913450796,187972.31,470,55,237,0
580553134,151114.26,2187,13,394,0
322127509,0.0,251,7,186,1
440323726,228077.14,1047,39,416,1
553135426,579037.8,524,37,261,0
680928387,667143.68,1246,29,385,0
18130277,291580.9,515,15,542,0
889537913,719476.84,1790,39,102,1
621153070,600460.59,655,5,118,1
467655829,253479.94,897,4,491,0
902950992,62677.36,986,41,176,0
576183101,303167.55,252,27,449,0
6786951,0.0,1303,39,331,1
669876329,548859.27,752,11,500,0
963760827,145939.66,809,7,587,1
432052117,58862.77,48,25,656,0
990942295,74799.93,841,1,776,0
864137922,159277.8,1423,14,458,0
105359305,181739.3,363,58,167,0
238506207,31934.65,786,33,551,0
620897938,610294.19,1108,12,425,0
984992896,137028.82,1602,20,126,1
46334329,266404.03,1020,39,157,0
917737462,0.0,703,18,224,0
929668493,0.0,533,34,557,1
374360998,123125.37,108,43,492,0
796518917,165459.6,944,15,150,1
462665705,0.0,197,11,228,1
881240372,0.0,37,31,475,1
268924747,48110.96,1283,27,476,0
809467401,272700.66,534,7,321,1
149719144,0.0,832,10,277,0
795488081,222562.24,839,51,188,1
224659215,568722.36,2201,21,302,0
590061943,391864.93,2775,15,427,1
447054306,953427.34,599,16,170,1
147038840,0.0,653,9,776,0
617801194,970932.34,761,2,247,1
86748089,817872.34,1867,17,776,0
827970594,608953.37,866,25,805,1
639155117,360227.23,492,11,47,0
464642845,219246.12,440,44,492,1
692476437,7191.67,1419,50,269,0
477132467,47261.01,831,2,86,0
219476172,520340.14,295,4,132,0
655376596,153357.73,1359,29,626,1
730213090,210537.75,1970,31,163,1
662086551,135441.28,1349,14,25,1
115300854,44879.55,1541,32,53,1
241161264,90784.88,645,28,188,1
100173266,504.71,1980,14,155,1
548252452,122682.41,747,5,392,1
913347067,124582.66,3785,32,492,1
226307535,549112.13,1486,41,292,1
12892131,0.0,50,41,122,0
838081924,78339.21,772,14,198,0
704244639,611286.58,1677,38,260,0
410243478,410401.18,1914,29,195,0
239842801,1374348.16,515,17,193,1
871075652,38879.29,1576,13,271,0
692110829,203900.98,1478,17,292,1
984708049,114464.23,1158,30,201,1
473105188,0.0,1152,13,214,1
528459799,121978.3,1107,15,265,0
735831921,5030.58,477,5,390,0
442752307,371707.91,950,43,315,0
429252051,42755.16,1088,43,551,0
746649377,167090.09,399,23,386,0
566571546,0.0,874,63,373,1
262761856,253553.81,356,17,153,1
934490307,296862.72,807,5,432,1
451305844,183434.33,347,63,153,1
52930651,109053.72,349,22,113,0
662548516,68553.26,64,13,144,0
109082253,418594.42,923,50,193,1
40446318,412268.17,460,58,194,0
279372050,429267.89,1095,37,336,1
847583368,260682.65,1311,23,-1,0
354876651,42758.85,38,34,683,0
552122148,204878.22,492,50,275,1
167549400,43967.42,347,36,371,1
701071928,164806.27,618,21,229,1
307699204,285995.57,839,32,670,1
702875474,62833.73,1156,5,122,0
161688448,527680.42,226,14,96,1
599231312,83966.01,446,3,425,0
187800896,146755.33,1617,1,233,0
105946776,128748.49,16,20,305,0
103391751,371725.62,1550,13,206,1
628985860,786525.43,1374,37,412,0
947524478,171901.66,1792,55,760,0
285678413,311632.15,427,4,536,0
334500514,0.0,1491,15,805,1
73682330,358077.64,2653,28,103,1
594102150,503441.77,513,26,77,0
860242440,0.0,664,22,404,0
756705313,225399.99,1105,20,287,0
807735225,183553.55,1190,31,290,0
852982653,49141.48,1127,19,314,0
162533414,5555.35,1212,3,305,1
231964405,143921.21,1473,25,99,1
75312324,396128.7,454,28,54,1
840937601,442071.4,745,28,531,1
114003836,3938.08,1100,43,317,1
548932458,478928.84,1144,5,333,1
587627515,676402.86,188,50,298,0
210118405,0.0,1336,8,420,1
845644821,0.0,1962,15,269,0
520032782,438915.3,597,1,253,1
610537303,273014.55,649,6,197,0
755770265,502730.28,662,19,106,0
71652336,214743.22,51,11,118,0
521991669,130191.3,547,27,155,0
379781141,69981.81,1906,63,436,1
597965329,342862.08,67,35,504,1
420455909,356127.97,1077,33,370,0
798048444,155207.75,1121,17,246,1
91737081,532993.69,446,2,772,0
31418914,371819.75,1298,36,274,1
661689616,340177.91,73,10,141,1
714746443,241190.66,1176,46,273,0
530805096,250997.22,332,1,152,1
750102113,0.0,1159,32,177,1
461886832,73304.65,1195,7,99,0
844845242,298166.51,38,36,292,0
320456207,0.0,835,13,283,0
315228984,128520.79,252,55,543,0
97743655,90301.77,1377,36,278,0
971590817,16513.72,718,25,228,1
423507554,73944.33,1053,51,79,0
771093250,65826.07,885,41,530,0
533258425,81446.54,811,21,778,0
583229622,290671.92,1463,7,297,0
587825456,11917.85,317,6,39,0
709180713,829481.2,122,15,310,1
781957289,949494.09,1210,44,232,0
398421900,0.0,881,5,95,0
341982211,144110.8,727,29,376,1
657732330,321765.05,164,32,231,0
346703850,537913.8,1218,55,437,1
817897721,212043.36,1323,35,380,0
860829266,383945.02,489,14,300,1
563679421,306229.57,2372,1,411,0
94156683,0.0,733,28,838,0
62786694,50154.81,613,25,83,1
715514821,0.0,474,58,395,1
88016203,1137942.15,848,50,77,0
519252973,0.0,130,10,217,0
575169711,132688.83,1124,19,98,0
646464716,163861.11,2055,27,558,1
464072218,145929.68,634,33,391,0
187845202,340488.28,1099,20,467,1
349558044,161183.64,272,35,267,1
855276588,37773.98,71,46,33,0
105049064,67646.0,243,51,35,0
121766523,0.0,2420,10,86,1
111052807,0.0,1877,4,98,1
684427867,403885.77,467,50,36,1
674036515,0.0,835,50,117,1
705425163,227671.09,1203,63,334,1
45943310,296146.57,347,20,1,0
768351423,689951.68,38,26,19,1
890081108,192320.28,486,55,147,0
222597624,382949.8,401,20,179,0
691930332,370071.86,1012,44,142,1
470455868,306870.63,989,8,170,0
765974465,21867.25,1311,21,491,0
379487271,1679370.9,1291,12,71,0
750883159,826364.35,44,17,193,0
781047355,300004.74,838,13,146,1
529202282,548535.74,86,7,667,1
47427760,0.0,226,23,261,1
588030377,456187.02,797,16,486,1
852328234,93699.14,1548,21,75,1
99191846,0.0,1024,38,484,0
989253173,199617.65,1554,24,778,1
299200359,170897.72,1551,1,401,0
872774021,398226.38,1452,2,493,1
922116615,27191.29,46,34,241,1
215445042,48369.45,809,16,63,0
535122948,811510.25,1099,30,1,1
722934440,450380.72,921,4,295,1
613449358,0.0,1960,51,430,1
332978361,63276.48,759,19,674,1
601266100,23087.15,303,31,314,1
198534629,190521.91,20,4,79,0
21872652,555969.18,1119,41,854,0
163288557,174077.44,76,8,518,1
62216697,59538.61,329,35,340,0
497256828,242678.62,1473,35,390,0
717009167,730994.22,161,22,503,0
865845630,991483.16,1261,55,186,0
566186809,143564.86,431,2,334,0
311478489,323935.13,459,5,314,0
406898057,770690.63,813,39,416,0
324389634,437814.38,1022,27,239,1
777503702,806226.81,1473,17,495,0
773105631,0.0,1101,11,367,0
415018914,0.0,941,24,183,0
40333030,1166462.72,532,11,148,1
76646021,72491.36,789,14,115,1
234088663,10086.8,1456,19,369,1
938739699,206415.25,378,55,267,0
537732011,121818.26,1374,31,312,1
177982449,243282.04,422,18,108,0
799667423,54017.74,239,2,842,0
959112192,224472.46,1456,5,290,1
517362274,953204.12,606,15,489,0
350861217,255469.84,1124,8,91,0
22300795,859421.1,339,1,309,0
533728939,366740.96,1133,46,262,1
150825944,1183796.89,137,34,367,1
172129080,90892.57,656,37,363,0
944087670,357422.18,1359,8,291,1
844651592,414689.19,97,9,379,1
884637285,579560.1,1090,4,339,0
758941546,1040314.91,1269,37,88,1
212538666,313566.91,282,6,407,1
544666062,533344.93,1314,7,427,1
919024320,124396.92,584,20,233,0
95539532,75197.86,1820,58,46,1
891376016,58991.57,1361,4,295,1
603465020,77958.67,713,5,187,1
391214728,84749.1,1372,8,381,1
437231303,234279.22,241,30,283,1
468777794,35182.01,1842,6,479,0
664374880,403973.65,161,14,492,0
317238461,934824.01,774,20,299,1
485591102,112727.62,1141,31,87,0
371539993,107736.37,783,43,83,0
436392969,71559.24,1017,24,351,1
649661336,169749.05,566,36,46,1
736098967,0.0,1035,19,158,1
611470345,596524.31,455,58,12,1
348419464,386277.93,467,4,51,0
850869353,230870.49,553,39,477,1
481797287,0.0,1463,20,119,1
227049219,207396.42,423,25,135,1
921489455,82553.54,832,3,178,1
757637758,759349.76,1089,16,25,1
861907034,91347.65,971,43,782,0
482068729,391774.25,310,44,144,1
272918412,0.0,1603,18,101,0
198475144,82184.4,523,5,194,0
712055591,377033.28,1469,6,55,1
285206318,468257.05,219,43,234,0
792970352,393823.73,1390,16,449,1
430844176,226040.24,90,11,316,0
979304639,308960.25,797,21,98,0
405299243,209111.88,633,11,218,0
816268700,28922.89,2,7,355,1
280556184,193707.94,1061,13,230,0
505408129,210906.68,276,13,329,0
956849284,187412.64,175,7,396,1
14463422,132430.25,1669,5,701,0
296068119,88350.92,841,50,292,1
910159058,93051.45,378,5,387,0
824309856,130424.37,1190,6,167,1
775204634,489009.41,1603,19,125,1
465738589,131836.62,420,63,133,0
673833159,142941.02,1234,17,410,1
245533201,208592.01,636,1,359,0
715505697,428776.29,2187,35,151,0
555916086,0.0,777,6,57,1
457796843,114287.13,205,3,149,0
568266069,0.0,1777,3,238,0
948994022,0.0,1243,44,464,0
867658761,1278256.44,1440,28,175,0
393210493,231280.8,1628,30,361,1
923987668,183910.85,67,26,219,0
187940398,302216.04,615,43,433,1
477822403,69708.89,820,51,477,1
981642471,109105.9,477,18,779,0
478164749,81627.03,521,9,460,1
727716148,643292.77,66,41,311,1
796469975,44331.41,540,7,255,1
374487731,190103.23,1195,31,22,1
526517115,0.0,1167,1,191,0
413881530,523575.69,1642,43,156,1
267692984,0.0,1597,26,18,0
6649593,1025660.52,1041,24,30,1
505343625,0.0,144,41,15,0
99410862,177329.28,504,37,149,1
572217095,413587.89,586,33,6,0
583200795,44572.17,1142,11,374,1
276028821,498827.66,1334,50,72,1
452488475,108611.26,1129,14,728,1
161798269,116426.95,1571,32,415,0
529164360,56263.36,1855,39,355,0
530948965,540971.17,319,16,558,0
873651214,724394.16,1042,27,828,0
342125140,614039.59,786,5,166,0
334162378,35293.11,769,25,395,0
567277844,814143.46,406,55,123,1
525486465,347145.17,613,44,476,1
80154748,68028.15,216,4,330,1
140230803,0.0,802,16,173,1
913233945,169345.52,383,21,36,1
685880910,1500758.19,400,4,633,1
437701876,1135884.56,1108,1,226,1
414376613,125440.4,852,6,532,1
182660547,305306.18,869,58,17,1
880044443,719111.76,248,27,31,1
866528973,0.0,267,44,469,0
490215891,396229.54,298,24,435,1
834309091,87041.56,878,12,335,1
145619487,118133.09,612,51,114,0
340524742,383075.53,352,58,145,1
987397308,0.0,1681,13,467,1
843194474,368373.55,83,18,518,1
698726143,0.0,30,33,17,1
770064737,70303.73,731,5,13,0
56857755,51749.86,1009,14,338,0
963091193,230155.23,122,14,460,0
738839229,620022.69,1438,34,269,1
852078113,17419.25,2256,6,444,1
404764738,97277.37,941,11,52,1
130118637,61071.18,813,6,292,0
730076548,165868.58,1125,6,430,1
960197534,749816.28,805,44,179,1
14448287,152792.49,764,58,674,0
627637230,0.0,1175,12,504,0
345356695,1248063.01,654,36,351,0
817690828,5829.76,147,18,185,0
244269050,295920.76,869,26,366,1
760973121,287911.38,58,3,314,1
918097279,527624.17,3025,13,209,1
420857475,151681.81,242,3,334,0
474102825,101040.55,1359,36,200,1
922869610,616636.24,1368,27,86,0
101786706,0.0,511,27,457,0
691807143,868935.5,621,34,328,0
65304440,482273.57,36,11,464,0
537105245,36586.34,489,13,291,1
903927704,24751.29,47,28,176,1
260564595,42278.7,3881,18,686,0
387403999,118524.34,1407,11,211,1
645820346,209940.66,1448,10,398,1
778782155,282468.62,1503,29,271,1
151807788,399294.63,2621,9,156,1
794298449,302336.59,561,28,150,0
754976090,123865.47,336,29,118,0
928481286,239944.94,188,35,99,0
458932600,77433.83,1778,58,286,0
975193422,443250.27,134,55,160,0
599006204,0.0,1820,21,358,1
69788866,29229.23,302,16,562,0
97354951,254589.63,461,38,161,0
851821074,316942.77,91,8,531,1
249173382,427624.52,348,18,397,1
266096640,144565.64,390,6,428,1
483916885,0.0,339,11,18,0
697216973,1011302.13,418,41,478,1
951994679,152889.79,565,35,463,1
818942683,217659.93,700,17,357,1
183944544,54892.39,1321,55,290,1
908537721,68398.09,945,4,477,1
549661003,0.0,666,50,201,1
592683404,172410.01,1492,41,466,0
896329246,0.0,330,28,470,1
85995604,186745.52,411,16,266,0
267890997,10272.3,1263,26,446,1
626247131,555747.51,1038,32,78,0
253409837,0.0,1344,29,311,0
821419229,15891.89,12,20,71,1
70897503,0.0,1127,58,380,0
668901618,123304.97,553,10,455,0
581694414,155242.66,453,33,782,1
849933237,0.0,293,1,486,0
451537525,718391.68,322,18,804,0
473173057,679566.32,339,27,59,0
847305616,138713.32,793,36,232,1
135129890,85451.93,2027,38,14,1
423339671,63037.7,44,11,774,0
387878268,0.0,905,4,216,1
445389448,0.0,260,9,103,0
401691308,429244.74,1012,9,284,0
233793362,0.0,1012,31,91,0
741515261,603166.94,75,36,553,0
168319548,122500.17,1041,43,369,0
152937353,60992.47,929,8,687,1
594932514,208534.97,415,17,196,0
142529890,707521.62,1156,16,31,1
919381215,0.0,498,11,289,0
565058443,140664.1,292,30,301,0
477514410,153833.47,82,5,160,0
426303690,87177.53,13,24,771,0
967360716,98812.3,331,27,40,1
513523553,499777.92,765,44,266,1
14983270,37209.28,1663,2,535,0
618613469,394856.5,576,44,280,1
937028490,82574.78,1388,58,114,1
174101290,103670.81,1224,20,239,1
409540727,368949.38,434,27,67,1
376752225,104489.03,1534,4,307,1
216288869,626123.01,1365,19,53,1
248849065,0.0,1231,8,422,1
497438230,16224.69,797,14,360,1
44428036,0.0,1032,19,633,1
581503484,277431.11,1992,22,831,0
612522142,0.0,1265,37,264,0
470322412,160859.36,807,34,269,1
287095705,86027.74,1082,27,341,1
517519644,271843.32,929,38,214,0
530825923,630254.62,1170,28,805,0
483393531,436417.03,532,38,90,1
261795382,0.0,2389,36,272,0
446737585,0.0,1532,6,774,1
544251062,102094.3,729,25,302,0
62816666,277793.09,410,21,326,0
990131484,0.0,618,9,351,1
719322883,411419.9,1545,33,26,0
938807436,215203.12,1020,14,347,1
488237306,668645.7,82,36,73,1
281304244,129328.23,1558,12,47,1
261478953,0.0,825,5,87,1
625621330,343057.72,124,30,15,1
333133627,330319.53,2453,24,200,1
659090455,285637.0,977,37,12,0
452292774,0.0,1241,18,314,0
410436371,50777.12,1865,51,219,1
274821736,183760.52,479,18,456,0
223173704,376992.04,825,28,251,0
628268241,443041.27,169,17,426,0
208616887,676149.42,1178,10,374,0
434535615,555351.0,16,23,272,0
42627971,0.0,97,4,360,1
465242068,0.0,604,35,115,1
900906773,593523.98,1279,35,82,1
315572106,362499.29,1113,44,206,0
237807394,175386.12,171,24,201,1
925217510,641077.23,3422,24,432,0
746063048,534586.6,565,5,264,1
454228192,238511.33,275,26,219,0
423872919,360347.53,995,63,415,0
42158370,107391.35,990,6,432,0
846594433,310093.98,1906,14,253,1
572269217,27286.15,555,22,193,1
142299201,525981.24,648,18,550,0
542950282,592013.6,937,51,521,1
21390866,474940.87,824,15,279,1
354111094,0.0,620,23,769,0
620305350,0.0,1064,6,349,1
620557539,586429.06,1184,31,324,1
761905555,0.0,673,36,219,0
773852404,707680.31,2769,19,458,0
462250885,526232.7,524,20,-1,0
267517768,930242.67,1503,55,224,0
285163666,228695.44,507,29,459,0
923545061,328617.4,470,6,291,0
893883949,183983.72,2150,26,301,1
171492830,373585.22,647,26,382,1
817452312,87876.46,854,50,109,1
72778091,63224.15,965,58,223,1
341950812,632345.88,1009,25,325,1
392413056,0.0,1310,1,199,1
232054458,84553.77,689,15,282,1
972310719,0.0,42,22,280,0
564266220,333649.38,1046,24,139,1
212044156,0.0,1393,3,237,1
912814806,31633.95,791,11,77,0
547691823,0.0,387,34,128,0
535870386,176674.33,957,12,113,1
376652858,562670.58,1001,8,368,1
179142688,314364.28,1008,50,411,0
