,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Age_Group,AdSpend,ConversionRate,Campaign_Channel,Campaign_Type,Total_Indiv,Avg_Open_To_Buy_Avg,Conversion_Value,Total_Customer_Growth,ROI
1568,719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,24,3,1,2,11894.0,816,11078.0,1.561,2438,45,0.607,0.069,6.282e-05,0.99994,30-40,6265.261813123434,0.14627276973608477,Social Media,Retention,7976.16,6205.967793556592,907.7640980564615,8883.924098056461,0.4179653401631016
1569,721236408,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,29,5,3,3,7535.0,2517,5018.0,0.813,1655,41,0.577,0.334,0.00030251,0.9997,30-40,7896.331200464765,0.199995,PPC,Awareness,4365.66,6205.967793556592,1241.1625288723508,5606.822528872351,-0.2899458765683052
1570,716882658,Existing Customer,62,F,2,Graduate,Married,Less than $40K,Blue,51,6,2,4,2986.0,1632,1354.0,0.883,2141,55,0.667,0.547,0.00032656,0.99967,60+,100.054813,0.199995,PPC,Consideration,2071.62,6205.967793556592,1241.1625288723508,3312.7825288723507,32.10967688153443
1571,713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,23,4,2,2,6729.0,2375,4354.0,0.579,2080,50,0.351,0.353,0.00011382,0.99989,30-40,100.054813,0.03295229289078286,Referral,Awareness,3004.2599999999998,6205.967793556592,204.50086840404228,3208.760868404042,31.070030138420645
1572,709085358,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3,3,4,2601.0,1817,784.0,0.663,2542,67,0.675,0.699,0.00048435,0.99952,30-40,4657.015878644317,0.1015233431988058,Email,Awareness,846.7199999999999,6205.967793556592,630.0505981859815,1476.7705981859813,-0.6828933727801939
1573,715785933,Existing Customer,54,M,3,College,Married,$80K - $120K,Blue,45,4,3,0,3380.0,1655,1725.0,0.636,1636,58,0.706,0.49,6.6941e-05,0.99993,50-60,8078.539693646901,0.17473089292165406,SEO,Retention,2328.75,6205.967793556592,1084.3742940111706,3413.1242940111706,-0.5775072694517662
1574,717159858,Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue,18,5,2,2,2730.0,1351,1379.0,0.623,2319,61,0.743,0.495,0.00010386,0.9999,18-30,2642.970079933993,0.10958630055848444,Social Media,Conversion,744.66,6205.967793556592,680.0890518809672,1424.7490518809673,-0.4609288002546931
1575,713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,15,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0,0.98723,0.01277,18-30,6928.3618506755765,0.010018,SEO,Consideration,1495.8,6205.967793556592,62.17138535584995,1557.9713853558499,-0.775131348660155
1576,787516908,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,3,2665.0,1844,821.0,0.554,1880,58,0.758,0.692,0.00030251,0.9997,50-60,5079.103531535181,0.15898956243960866,Social Media,Awareness,1108.35,6205.967793556592,986.6841040118662,2095.034104011866,-0.5875189212024916
1577,711145008,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,47,4,3,2,5015.0,2053,2962.0,0.442,1325,29,0.381,0.409,0.00016883,0.99983,50-60,9997.914781,0.08368637654191688,PPC,Conversion,4176.42,6205.967793556592,519.3549575785861,4695.7749575785865,-0.5303245666283913
1578,715013733,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,36,4,3,3,6905.0,2303,4602.0,0.712,1370,25,0.786,0.334,0.00031726,0.99968,50-60,6869.542584244751,0.08402604497055252,Email,Conversion,4970.16,6205.967793556592,521.4629289071869,5491.622928907187,-0.20058390183035088
1579,717098208,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,41,5,2,2,5848.0,950,4898.0,0.726,1961,51,0.545,0.162,0.00012982,0.99987,40-50,4794.711127267865,0.11598641433796089,PPC,Retention,6024.54,6205.967793556592,719.8079518714959,6744.347951871496,0.40662237470697804
1580,737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,26,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084,0.00047091,0.99953,30-40,1699.9902553400002,0.010210688490079473,Social Media,Conversion,13671.84,6205.967793556592,63.367203919472196,13735.207203919472,7.079579962752441
1581,713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,0.00048673,0.99951,60+,7704.410717376937,0.06907312201717578,SEO,Conversion,2633.4,6205.967793556592,428.6655706389976,3062.0655706389975,-0.6025568102525153
1582,709361058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,24,5,1,3,7453.0,0,7453.0,0.712,1691,47,0.516,0.0,9.2637e-05,0.99991,30-40,1949.9121168364427,0.199995,Email,Conversion,5366.16,6205.967793556592,1241.1625288723508,6607.322528872351,2.3885232425716385
1583,710312658,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,43,4,3,3,6266.0,1819,4447.0,0.744,1456,27,1.077,0.29,0.00033251,0.99967,50-60,1316.3829799862506,0.13759911885852638,PPC,Consideration,5736.63,6205.967793556592,853.9357000577803,6590.56570005778,4.006571643859006
1584,773383158,Existing Customer,29,F,1,College,Single,Less than $40K,Blue,23,4,3,4,4945.0,0,4945.0,1.033,2743,69,0.769,0.0,0.00047091,0.99953,18-30,5003.685310418009,0.06475685237812809,Social Media,Consideration,3412.0499999999997,6205.967793556592,401.8789402707615,3813.9289402707614,-0.2377760183419399
1585,716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,21,2,2,4,27992.0,0,27992.0,0.433,837,18,1.0,0.0,0.99695,0.00305189,30-40,4646.912710205034,0.052775873775761394,Social Media,Awareness,17634.96,6205.967793556592,327.52537292918316,17962.485372929183,2.8654664920823594
1586,717667833,Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,3,3735.0,1285,2450.0,1.034,1877,33,1.2,0.344,0.00017969,0.99982,30-40,3273.2780161278824,0.15352684488533402,Social Media,Consideration,2646.0,6205.967793556592,952.7826548047416,3598.7826548047415,0.09944301616699032
1587,716998608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,36,3,3,2,6703.0,1252,5451.0,0.625,1843,44,0.63,0.187,0.00018665,0.99981,40-50,8122.591823593102,0.1260627532554692,Email,Retention,5887.08,6205.967793556592,782.3413866705133,6669.421386670513,-0.17890477183670248
1588,772086408,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,27,4,1,4,6162.0,943,5219.0,0.484,1527,35,0.207,0.153,0.00015942,0.99984,30-40,5545.814073866402,0.16516358452036103,Referral,Retention,4227.389999999999,6205.967793556592,1024.9998862017228,5252.389886201722,-0.05290912817423614
1589,708597558,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,36,4,4,3,3337.0,795,2542.0,0.524,3951,68,0.619,0.238,0.00036878,0.99963,40-50,4590.027902964838,0.11690230488835761,Referral,Awareness,2745.3599999999997,6205.967793556592,725.4919391296808,3470.8519391296804,-0.24382770377327076
1590,718011783,Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2205.0,1337,868.0,0.65,1591,38,0.727,0.606,0.0003139,0.99969,50-60,3844.048440763475,0.11457597074990976,Social Media,Retention,937.4399999999999,6205.967793556592,711.0547843894221,1648.494784389422,-0.5711566048678588
1591,714360033,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,43,5,1,3,4450.0,1444,3006.0,0.465,1326,44,0.419,0.324,8.453e-05,0.99992,60+,5794.659712760921,0.07397837259269034,PPC,Retention,3877.74,6205.967793556592,459.10739772996595,4336.847397729965,-0.2515785891310548
1592,811005858,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,28,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0.0,0.00030803,0.99969,30-40,4726.797234610998,0.10177141197359911,Email,Retention,1208.172,6205.967793556592,631.5901050129359,1839.762105012936,-0.6107804050612416
1593,794485158,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,18,6,1,2,2172.0,1475,697.0,1.158,2447,46,1.3,0.679,6.054e-05,0.99994,30-40,5537.177371300209,0.165624011310027,PPC,Conversion,376.38,6205.967793556592,1027.8572800296804,1404.2372800296803,-0.7463983568039568
1594,708513183,Existing Customer,39,M,1,Uneducated,Married,$40K - $60K,Blue,29,4,2,2,4323.0,1267,3056.0,1.102,3078,58,0.611,0.293,0.00010985,0.99989,30-40,100.054813,0.1251578176946975,Referral,Awareness,2658.72,6205.967793556592,776.7253857251201,3435.44538572512,33.335633466479216
1595,719353158,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,45,5,1,3,4145.0,1468,2677.0,0.579,1238,36,0.5,0.354,8.4537e-05,0.99992,50-60,100.054813,0.031711800780891655,SEO,Consideration,3613.95,6205.967793556592,196.8024143218964,3810.752414321896,37.08664770901022
1596,711436083,Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue,18,6,3,3,2032.0,1003,1029.0,1.005,2454,46,0.586,0.494,0.00028395,0.99972,30-40,4340.543231815991,0.1314691046072508,Referral,Retention,555.66,6205.967793556592,815.8930290403212,1371.5530290403212,-0.684013508035838
1597,780374133,Existing Customer,29,M,1,College,Single,$80K - $120K,Blue,19,5,3,3,7010.0,2103,4907.0,1.007,2413,48,1.087,0.3,0.00027607,0.99972,18-30,7961.049515049794,0.05934490016608358,PPC,Retention,2796.99,6205.967793556592,368.292539142546,3165.282539142546,-0.6024038623100125
1598,739117233,Existing Customer,57,M,3,High School,Married,$120K +,Blue,50,3,3,2,3205.0,1530,1675.0,0.673,2126,58,0.657,0.477,0.00018145,0.99982,50-60,9097.954094374318,0.188416454986912,PPC,Conversion,2512.5,6205.967793556592,1169.3064514248813,3681.8064514248813,-0.5953149012148224
1599,708486033,Existing Customer,55,F,3,Post-Graduate,Married,Unknown,Blue,36,3,2,3,16547.0,1521,15026.0,0.555,1782,48,0.333,0.092,0.00023373,0.99977,50-60,902.7869381266537,0.1978767799422384,PPC,Conversion,16228.08,6205.967793556592,1228.0169234142165,17456.096923414218,18.335788087094887
1600,795237183,Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue,45,3,2,4,5930.0,0,5930.0,1.19,2041,32,0.684,0.0,0.00032656,0.99967,50-60,6139.525203066895,0.14564895932575378,Social Media,Conversion,8005.5,6205.967793556592,903.892750740662,8909.392750740662,0.4511533801164505
1601,788788758,Existing Customer,57,F,3,College,Single,Unknown,Blue,39,4,1,2,7469.0,1752,5717.0,0.923,2050,46,0.917,0.235,5.5564e-05,0.99994,50-60,5732.8347795381,0.010018,Email,Consideration,6688.889999999999,6205.967793556592,62.17138535584995,6751.06138535585,0.17761310851867768
1602,709635858,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,45,6,2,3,2235.0,0,2235.0,0.556,1229,27,0.35,0.0,0.00019864,0.9998,50-60,4074.4238597136787,0.199995,Email,Consideration,3017.25,6205.967793556592,1241.1625288723508,4258.412528872351,0.045156978138156084
1603,789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,13,5,2,2,2047.0,1196,851.0,0.623,2180,33,0.941,0.584,9.496e-05,0.99991,18-30,7209.428571072956,0.10503200161576326,Social Media,Awareness,331.89,6205.967793556592,651.8252193202107,983.7152193202107,-0.8635515686683879
1604,711954558,Existing Customer,53,F,3,Graduate,Married,$40K - $60K,Blue,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894,0.00053543,0.99946,50-60,5654.624255646316,0.010018,PPC,Retention,368.28,6205.967793556592,62.17138535584995,430.45138535584994,-0.9238762177829887
1605,712655583,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue,32,3,3,2,6425.0,915,5510.0,0.958,2036,44,0.692,0.142,0.00018665,0.99981,40-50,2657.206938814789,0.1663490851027118,Referral,Awareness,5289.599999999999,6205.967793556592,1032.357064635034,6321.957064635033,1.3791737753984852
1606,779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575,0.00018162,0.99982,18-30,2932.1340639257205,0.014361570994285505,Email,Retention,481.26,6205.967793556592,89.12744705541238,570.3874470554124,-0.8054702020371665
1607,711226758,Existing Customer,51,F,1,College,Divorced,Less than $40K,Blue,42,3,2,3,4002.0,1669,2333.0,0.702,2024,53,1.12,0.417,0.0001747,0.99983,50-60,5710.7027503559775,0.11532282962860776,Social Media,Consideration,2939.58,6205.967793556592,715.6897665369537,3655.2697665369537,-0.35992645278042146
1608,713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,26,4,3,3,5175.0,977,4198.0,1.705,2405,49,0.885,0.189,0.0002596,0.99974,30-40,4291.750696016646,0.12464727465965059,PPC,Conversion,3274.44,6205.967793556592,773.5569720923943,4047.9969720923946,-0.05679587217181304
1609,788754108,Existing Customer,65,F,1,Unknown,Single,$40K - $60K,Blue,48,4,2,4,4599.0,637,3962.0,0.622,2608,78,0.592,0.139,0.00033692,0.99966,60+,6853.077770533866,0.19870304649620507,SEO,Retention,5705.28,6205.967793556592,1233.1447070370268,6938.424707037027,0.012453811172277403
1610,717013383,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,43,4,3,4,31258.0,1518,29740.0,0.917,2866,53,0.893,0.049,0.00050163,0.9995,50-60,8976.258822057189,0.06600440668276189,Email,Retention,38364.6,6205.967793556592,409.6212221060318,38774.22122210603,3.3196416225016687
1611,712634133,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,5,2,4,2683.0,1671,1012.0,0.784,1406,37,0.423,0.623,0.00032656,0.99967,50-60,7956.058718287581,0.199995,SEO,Consideration,1366.2,6205.967793556592,1241.1625288723508,2607.3625288723506,-0.6722796272381527
1612,709537683,Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638.0,926,10712.0,0.262,563,15,0.364,0.08,0.9973,0.00270308,30-40,6544.915541335913,0.17080317480342017,Email,Consideration,9640.8,6205.967793556592,1059.9990018672424,10700.799001867243,0.6349789289539178
1613,778627983,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,20,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623,9.6126e-05,0.9999,30-40,2581.8456594879704,0.05924465556321398,Email,Conversion,413.4,6205.967793556592,367.67042436565936,781.0704243656594,-0.6974759426477256
1614,720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,36,3,1,3,8276.0,1671,6605.0,0.359,1409,25,0.25,0.202,0.00011504,0.99988,50-60,3433.338331117921,0.15042944759329271,Referral,Consideration,7133.4,6205.967793556592,933.5603069664838,8066.960306966484,1.3495966691811057
1615,720814233,Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue,34,4,3,3,23539.0,1261,22278.0,0.484,1485,38,0.462,0.054,0.00030842,0.99969,40-50,1806.934748603881,0.07648369829526187,PPC,Retention,22723.559999999998,6205.967793556592,474.6553683524944,23198.215368352492,11.838435580629834
1616,785080308,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,31,5,3,3,2352.0,0,2352.0,1.467,2344,48,0.92,0.0,0.00029408,0.99971,30-40,4918.290978738693,0.09639274678083974,Social Media,Consideration,2187.36,6205.967793556592,598.2102820543473,2785.5702820543474,-0.43363044315675825
1617,713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,2,11371.0,1015,10356.0,1.483,2768,68,0.889,0.089,5.1697e-05,0.99995,18-30,5046.862064147136,0.1368127270693003,Referral,Conversion,11184.48,6205.967793556592,849.055377940726,12033.535377940725,1.3843598705474547
1618,720392433,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,6,6,2,2857.0,2517,340.0,0.871,1869,47,0.567,0.881,0.0001465,0.99985,50-60,9997.914781,0.07792569603807087,Referral,Conversion,367.2,6205.967793556592,483.60435990274834,850.8043599027483,-0.9149018191753732
1619,821370858,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,35,5,3,4,6690.0,1884,4806.0,0.791,1734,39,0.625,0.282,0.00048435,0.99952,30-40,3728.692380653235,0.13112361687492838,SEO,Awareness,5046.3,6205.967793556592,813.7489433004592,5860.0489433004595,0.5716096542868546
1620,799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,28,5,1,4,4439.0,844,3595.0,0.863,2858,71,0.69,0.19,0.00015804,0.99984,30-40,5114.662759104632,0.199995,Referral,Consideration,3019.7999999999997,6205.967793556592,1241.1625288723508,4260.962528872351,-0.1669123206046392
1621,713016633,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,36,4,3,2,5344.0,1582,3762.0,0.537,1984,36,1.0,0.296,0.00018145,0.99982,40-50,5177.636012452127,0.01006207250154885,SEO,Retention,4062.96,6205.967793556592,62.44489788104357,4125.404897881043,-0.2032261657714999
1622,814471983,Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue,37,6,3,3,27310.0,0,27310.0,0.919,1537,41,1.05,0.0,0.00030516,0.99969,40-50,5420.318320462677,0.1286267388972308,SEO,Conversion,30314.1,6205.967793556592,798.2533989864274,31112.353398986426,4.739949493654588
1623,779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,50,6,2,4,2531.0,2360,171.0,0.955,1263,35,0.591,0.932,0.00030653,0.99969,60+,5604.902723539393,0.12630691703537253,Referral,Consideration,256.5,6205.967793556592,783.8566592249464,1040.3566592249463,-0.8143845289489734
1624,716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,22,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,8.4537e-05,0.99992,30-40,7664.040026989325,0.199995,SEO,Consideration,6003.36,6205.967793556592,1241.1625288723508,7244.52252887235,-0.054738427335924864
1625,716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,7169.0,902,6267.0,0.834,1438,35,0.591,0.126,5.7151e-05,0.99994,40-50,100.054813,0.012898010447419603,PPC,Conversion,6016.32,6205.967793556592,80.0446374376425,6096.364637437642,59.93024867716901
1626,714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5399.0,1723,3676.0,0.765,1292,34,0.889,0.319,0.00044282,0.99956,50-60,3832.43923666599,0.06790975791743017,Email,Retention,3970.08,6205.967793556592,421.4457705037965,4391.525770503797,0.14588268705968604
1627,709783908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,47,6,3,2,2280.0,1170,1110.0,0.603,1924,50,0.667,0.513,0.00020516,0.99979,50-60,4787.535135041647,0.10903265580971756,Social Media,Awareness,1565.1,6205.967793556592,676.6531504010483,2241.753150401048,-0.5317521256412572
1628,812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,21,4,1,4,6315.0,1305,5010.0,0.542,2205,43,0.265,0.207,0.00013562,0.99986,30-40,4805.821402437251,0.024679582412998544,Referral,Retention,3156.2999999999997,6205.967793556592,153.16069361349466,3309.460693613494,-0.31136419428006296
1629,772452783,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,33,6,1,2,4402.0,1640,2762.0,0.719,1774,46,1.0,0.373,6.282e-05,0.99994,40-50,2620.742510486913,0.09651814895344862,Email,Awareness,2734.38,6205.967793556592,598.9885238988,3333.3685238988,0.2719175999016732
1630,714002658,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,34,5,4,2,27732.0,1623,26109.0,0.452,1413,31,0.722,0.059,0.00023893,0.99976,40-50,7882.679741074624,0.033876423086348834,PPC,Conversion,26631.18,6205.967793556592,210.2359906347779,26841.415990634778,2.405113092540223
1631,713464983,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,4947.0,1053,3894.0,1.195,3479,76,0.81,0.213,0.000516,0.99948,40-50,9997.914781,0.06037636623338302,SEO,Retention,4205.5199999999995,6205.967793556592,374.6937843363528,4580.213784336353,-0.5418830941587366
1632,713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3,2,3,3946.0,2375,1571.0,0.921,1646,43,0.536,0.602,0.00017969,0.99982,30-40,9997.914781,0.13072405193212253,Social Media,Consideration,1319.6399999999999,6205.967793556592,811.2692561339718,2130.9092561339717,-0.7868646309945007
1633,808169358,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5,3,4,12291.0,2289,10002.0,0.685,1683,50,0.471,0.186,0.00053055,0.99947,50-60,9908.64538187804,0.10335147371515854,PPC,Consideration,15603.119999999999,6205.967793556592,641.3959172928846,16244.515917292883,0.6394285284447199
1634,714013083,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,53,4,2,4,3067.0,1874,1193.0,0.791,1420,32,0.455,0.611,0.00032656,0.99967,60+,6598.29385272048,0.04651106992783719,PPC,Conversion,1896.87,6205.967793556592,288.64620201601616,2185.516202016016,-0.6687755576216227
1635,715381533,Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue,36,6,2,3,1438.3,674,764.3,1.769,2451,55,1.292,0.469,0.00023623,0.99976,40-50,3891.6299157472886,0.0720664667987232,SEO,Retention,825.444,6205.967793556592,447.2421719482916,1272.6861719482915,-0.6729683450118343
1636,717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,4,2,4,8633.0,2517,6116.0,0.681,2066,51,0.457,0.292,0.00044353,0.99956,60+,4464.896499841189,0.10407908938068158,Social Media,Consideration,8623.56,6205.967793556592,645.9114766792078,9269.471476679208,1.0760775702211487
1637,719143308,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,28,4,4,3,2394.0,0,2394.0,1.059,2805,85,0.667,0.0,0.00040183,0.9996,30-40,4858.204826995239,0.10160917403765603,PPC,Consideration,2010.96,6205.967793556592,630.58326160758,2641.54326160758,-0.45627173911451707
1638,711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49,3,0,4,11374.0,2517,8857.0,1.015,1088,26,1.167,0.221,0.98319,0.01681,60+,4041.815890807414,0.1584413451388719,SEO,Consideration,13019.789999999999,6205.967793556592,983.2818850996233,14003.071885099622,2.4645496636667183
1639,757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312,0.00052057,0.99948,30-40,9505.079812322858,0.11630483045004468,SEO,Consideration,4000.08,6205.967793556592,721.7840320080373,4721.864032008038,-0.5032273136847963
1640,808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564.0,2379,185.0,0.358,1343,35,0.296,0.928,0.00034959,0.99965,50-60,5044.11202265433,0.1313538251344588,PPC,Conversion,288.59999999999997,6205.967793556592,815.1776083449158,1103.7776083449157,-0.7811750406439066
1641,718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,55,4,3,4,2720.0,1904,816.0,0.634,1613,43,0.344,0.7,0.00053237,0.99947,60+,5751.095334470609,0.040474704805055634,Social Media,Consideration,1346.3999999999999,6205.967793556592,251.18471447388552,1597.5847144738855,-0.7222120967290583
1642,714618333,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219,0.00047251,0.99953,30-40,3719.353611789984,0.03855058984850036,SEO,Retention,8304.119999999999,6205.967793556592,239.24371902240296,8543.363719022402,1.2970022780143253
1643,794562783,Existing Customer,28,F,0,Unknown,Single,Unknown,Blue,13,5,3,2,21691.0,661,21030.0,0.767,2534,51,0.962,0.03,0.00016966,0.99983,18-30,2818.435565205204,0.1277268850523626,Social Media,Consideration,8201.699999999999,6205.967793556592,792.6689350062672,8994.368935006267,2.191262928287455
1644,708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6,3,2,1826.0,883,943.0,0.953,2199,48,1.0,0.484,0.00016883,0.99983,50-60,6155.331454904635,0.10806719198819509,SEO,Retention,1273.05,6205.967793556592,670.6615130188358,1943.7115130188358,-0.6842230954971458
1645,794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,24,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318,6.846e-05,0.99993,30-40,819.8158000094663,0.07119821773804992,Referral,Retention,2820.24,6205.967793556592,441.8538462409675,3262.093846240967,2.9790570591629244
1646,714772758,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,27,6,2,4,2926.0,1346,1580.0,0.834,1851,48,0.455,0.46,0.00033886,0.99966,30-40,2636.2231570272274,0.06407423728641373,Referral,Retention,1279.8,6205.967793556592,397.6426529961866,1677.4426529961866,-0.36369474316894423
1647,713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,36,5,3,2,7061.0,1813,5248.0,0.744,1831,60,0.5,0.257,0.00018053,0.99982,40-50,6876.371355807141,0.11298319704536157,PPC,Awareness,5667.84,6205.967793556592,701.1700820765723,6369.010082076573,-0.07378328590443249
1648,713577483,Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue,35,3,3,4,5589.0,1430,4159.0,0.632,1570,31,0.722,0.256,0.0005948,0.99941,40-50,6920.421351499616,0.08997244202862614,Referral,Awareness,4366.95,6205.967793556592,558.3660775372914,4925.316077537291,-0.2882924568646384
1649,814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,9620.0,2033,7587.0,0.667,1735,43,0.387,0.211,0.00030251,0.9997,30-40,5820.358176443156,0.07526934401085322,PPC,Consideration,7511.13,6205.967793556592,467.1191247734869,7978.249124773487,0.37074882385486235
1650,712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,15,5,3,3,2539.0,2162,377.0,0.635,2386,47,0.382,0.852,0.00027604,0.99972,18-30,100.054813,0.1566705396565034,Referral,Retention,169.65,6205.967793556592,972.292323307391,1141.942323307391,10.41316733366331
1651,714411108,Existing Customer,37,F,3,Graduate,Single,Unknown,Blue,28,4,2,3,3642.0,610,3032.0,0.676,2790,68,0.581,0.167,0.00019864,0.9998,30-40,1093.7842010921054,0.13572200130807272,Email,Conversion,2546.88,6205.967793556592,842.286368994945,3389.166368994945,2.0985695035739047
1652,720231108,Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue,39,3,4,3,3451.0,0,3451.0,0.744,3031,57,0.676,0.0,0.00036558,0.99963,50-60,2059.4636936134657,0.17348953636215986,Referral,Retention,4037.67,6205.967793556592,1076.6704751826294,5114.340475182629,1.4833360699887743
1653,709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,0.00018057,0.99982,30-40,9492.722969843337,0.07250769947603417,PPC,Retention,642.6,6205.967793556592,449.98044773314825,1092.5804477331483,-0.884903367431655
